PUBID8   ,REGION8  ,CENDIV8  ,SQFT8    ,SQFTC8   ,YRCONC8  ,PBA8     ,ELUSED8  ,NGUSED8  ,FKUSED8  ,PRUSED8  ,STUSED8  ,HWUSED8  ,ADJWT8   ,STRATUM8 ,PAIR8    ,HDD658   ,CDD658   ,MFUSED8  ,MFBTU8   ,MFEXP8   ,ELCNS8   ,ELBTU8   ,ELEXP8   ,ZELCNS8  ,ZELEXP8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
5552,4,8,22000,4,7,17,1,1,2,2,2,2,40.03,37,1,8457,471,1,7315865,64785,577140,1969202,42566,0,0
5553,4,9,800000,9,5,2,1,1,2,2,2,2,57.56,42,2,2684,195,1,34160324,1468531,9344267,31882639,1446110,0,0
5554,1,2,210000,8,3,1,1,2,2,2,2,2,171.88,4,2,8578,497,1,444085,21276,130154,444085,21276,0,0
5555,3,5,90000,6,7,14,1,1,2,2,2,2,331.3,25,1,2499,1866,1,4212355,87914,1073998,3664481,82360,0,0
5556,3,5,235000,8,6,14,1,2,1,2,1,2,41.2,23,2,3553,1358,1,31732979,397745,4205522,14349241,193454,0,0
5557,3,7,35000,5,5,2,1,2,2,2,2,2,190.78,49,1,1022,3220,1,3144619,70495,921635,3144619,70495,1,1
5558,3,7,19000,4,5,14,1,2,2,2,2,2,460.92,36,2,1929,2647,1,637822,16882,186935,637822,16882,1,1
5559,1,2,9600,3,6,25,1,1,2,2,2,2,2739.65,4,2,6422,551,1,384301,9881,56187,191710,7733,0,0
5560,3,7,67000,6,7,14,1,2,2,2,2,2,318.68,34,1,905,3835,1,2295222,55102,672691,2295222,55102,0,0
5561,2,4,39500,5,4,25,1,1,2,2,2,2,408.27,48,1,7825,728,1,3655555,58445,789549,2693941,49618,0,0
5562,3,5,71000,6,7,8,1,2,2,2,2,2,121.02,26,1,647,4027,1,8484825,168000,2486760,8484825,168000,0,0
5563,3,5,72000,6,8,13,1,1,2,2,2,2,111.13,24,1,3324,1366,1,2493587,36344,266818,910383,21132,1,0
5564,4,9,41500,5,6,2,1,1,2,2,2,2,221.81,47,1,1411,441,1,3516108,87065,797238,2720176,80601,0,0
5565,3,6,150000,7,3,14,1,2,1,2,1,2,90.4,30,1,3657,1306,1,20679800,269245,3053907,10419931,148552,0,0
5566,1,2,28500,5,5,17,1,1,2,2,2,2,456.4,6,1,4849,1161,1,4883520,107845,732996,2500982,81032,0,0
5567,1,2,1200,2,4,1,1,1,2,2,2,2,2739.65,4,2,7273,478,1,107830,1705,2746,9369,651,1,1
5568,3,5,190000,7,7,7,1,2,2,2,2,1,205.61,22,1,3465,1273,1,35436853,442321,2837882,9682853,139460,1,1
5569,3,5,81000,6,7,23,1,2,2, ,2,2,190.78,26,2,1621,2462,1,9761026,204512,2860793,9761026,204512,0,0
5570,3,7,16000,4,5,23,1,1,2, ,2,2,140.13,33,2,3364,1997,1,1992469,32055,387338,1321597,26329,1,1
5571,3,7,51000,6,6,5,1,1,2,2,2,2,734.43,32,2,2794,2284,1,1836758,28302,223040,761012,20445,0,0
5573,3,7,59000,6,6,6,1,1,2,2,2,2,70.78,36,1,2345,2514,1,9469450,205697,2287576,7805209,192410,0,0
5577,1,2,10000,3,2,6,1,1,2,2,2,2,869.22,4,2,6558,594,1,725084,18023,90887,310106,14314,1,1
5578,2,3,4500,2,6,1,1,1,2,2,2,2,1701.91,12,1,6620,715,1,712425,6712,21848,74545,2111,1,1
5579,1,2,136000,7,1,2,1,2,2,2,2,1,43,107,1,4948,1013,1,22088123,365578,809825,2763123,138322,0,0
5580,1,2,75000,6,2,14,1,1,1,2,2,2,360.63,5,2,7361,356,1,5703580,57975,156932,535452,18679,0,0
5581,2,3,10000,3,8,5,1,1,2,2,2,2,2724.37,11,2,7875,369,1,341817,3491,10769,36744,993,0,0
5582,2,3,15500,4,6,2,1,1,2,2,2,2,780.38,14,2,5511,965,1,827745,15831,142822,487309,12426,0,0
5583,1,2,1600,2,3,26,1,1,2,2,2,2,2739.65,6,1,5394,812,1,149521,5319,23879,81475,4323,0,0
5584,3,5,1300,2,4,6,1,2,2,2,2,2,2314.83,25,2,3347,1296,1,319909,7454,93760,319909,7454,1,1
5586,1,1,3800,2,3,5,1,1,1,2,2,2,2739.65,3,1,4896,833,1,252226,4783,11687,39876,1659,1,0
5592,3,6,6100,3,7,7,1,1,1,2,2,2,1769.43,29,1,4199,1336,1,423812,7504,76719,261765,6194,1,1
5593,1,2,205000,8,1,14,1,1,1,2,2,2,4.25,102,1,5526,958,1,5520375,162855,1233521,4208774,151226,1,1
5594,3,5,4450,2,7,7,1,1,2,2,2,2,2314.83,25,2,3159,1232,1,1370986,21085,92241,314726,10417,0,0
5596,1,2,290000,8,1,2,1,2,1,2,2,2,46.81,82,1,5429,972,1,16696846,396903,1896000,6469152,321149,0,0
5597,1,1,1200,2,6,2,1,2,2,2,2,2,2803,2,2,6486,616,1,54107,2413,15858,54107,2413,0,0
5598,2,3,480000,8,4,16,1,1,1,2,2,2,12.35,125,2,5658,771,1,147210145,1182340,14289479,48755702,643364,0,0
5599,2,4,13750,4,2,25,1,1,2,2,2,2,363.08,17,1,8175,549,1,272180,2635,12418,42370,1014,0,0
5600,4,9,600000,9,2,2,1,1,1,2,2,2,5.32,42,2,1813,224,1,20767442,492462,2643121,9018329,396409,0,0
5603,1,2,69000,6,5,2,1,1,2,2,2,2,80.53,6,1,5139,897,1,853318,25489,174430,595155,24261,0,0
5605,4,8,15250,4,5,23,1,1,2, ,2,2,1538.94,37,1,8339,598,1,2349871,31800,351850,1200512,25251,1,1
5606,4,8,134000,7,4,16,1,1,1,2,2,2,34.31,39,1,5447,579,1,50681217,447578,4329592,14772568,266505,1,1
5607,4,8,2250,2,4,18,1,1,2,2,2,2,456.4,38,1,6583,659,1,662357,6525,39385,134382,3329,1,1
5608,2,4,50000,5,4,2,1,1,2,2,2,2,199.06,48,1,8234,762,1,6731746,76724,893766,3049530,51452,0,0
5609,3,5,72000,6,5,14,1,2,2,2,1,2,471.14,25,2,3287,1484,1,10932442,134192,1153119,3934442,51892,0,0
5610,2,3,1600000,10,5,16,1,1,1,2,2,2,8.1,15,1,7810,488,1,180851542,1500071,21245259,72488824,910333,0,0
5611,3,5,2000,2,5,25,1,2,2,2,2,2,734.43,25,2,2412,1705,1,544753,12327,159658,544753,12327,1,1
5612,3,7,220000,8,7,13,1,1,2,2,2,1,3.29,33,1,3477,2063,1,58945483,647981,3435310,11721278,177125,0,0
5613,2,4,28500,5,7,12,1,1,2,2,2,2,787.04,17,1,8403,606,1,1397682,13394,91272,311420,5704,0,0
5614,1,2,215000,8,4,13,1,2,2,2,1,2,3.19,5,2,7855,429,1,43447797,753850,3403516,11612797,379476,1,1
5615,3,7,2000,2,2,25,1,1,2,2,2,2,2314.83,32,2,3301,1623,1,125306,2262,23067,78705,1810,1,0
5616,2,4,9200,3,8,13,1,2,2,2,2,2,402.35,18,2,6326,821,1,506999,10594,148593,506999,10594,0,0
5617,2,3,30500,5,1,13,1,1,2,2,2,2,220.48,11,1,7048,595,1,2500842,23892,84984,289965,7112,1,1
5618,2,3,28000,5,6,4,1,1,2,2,1,2,75.88,16,1,5233,915,1,10974962,156313,2054629,7010394,113005,0,0
5619,4,9,11250,4,4,1,1,1,2,2,2,2,2996.93,62,1,1116,1144,1,127133,3738,15293,52180,2799,1,1
5620,4,9,160000,7,1,14,1,1,2,2,2,2,83.77,43,1,6496,555,1,6439137,59625,408691,1394454,26652,0,0
5621,3,7,5000,2,2,15,1,1,2,2,2,2,1589.69,34,2,1690,2910,1,1221867,18339,136740,466557,12519,1,1
5624,1,2,114000,7,1,14,1,1,2,2,2,2,253.57,5,2,6772,439,1,4984152,35114,176010,600546,7392,0,0
5626,2,3,48000,5,4,17,1,1,1,2,2,2,126.28,64,2,7865,646,1,7654721,63630,650873,2220779,50195,1,1
5627,4,8,11000,4,2,14,1,1,2,2,1,2,446.21,39,1,6458,254,1,2212291,32319,102200,348706,11476,0,0
5628,3,5,3000,2,5,5,1,2,2,1,2,2,2314.83,25,2,2827,1685,1,88995,2400,26083,88995,2400,1,0
5629,4,9,35000,5,7,2,1,1,2,2,2,2,406.42,43,1,6211,593,1,2032322,35933,431290,1471561,31103,0,0
5631,3,5,1500,2,7,25,1,2,2,2,2,2,2314.83,25,2,3243,1331,1,70434,2556,20643,70434,2556,0,0
5632,2,3,89000,6,8,6,1,1,1,1,2,2,220.48,15,1,6369,455,1,21962596,241005,4188375,14290736,180805,0,0
5633,2,3,98000,6,4,14,1,1,2,2,2,2,214.9,12,1,7883,508,1,7880427,104070,956781,3264537,70991,0,0
5634,2,4,1200,2,6,26,1,2,2,1,2,2,2447.55,18,1,6006,884,1,8585,381,2516,8585,381,0,0
5636,4,8,4800,2,4,12,1,1,2,2,2,2,2739.65,38,2,6289,765,1,166077,1430,7640,26068,663,0,0
5637,3,7,1550,2,2,12,1,1,2,2,2,2,2226.65,34,1,1243,3049,1,22381,525,516,1761,214,0,0
5638,3,7,10000,3,2,5,1,1,2,2,2,2,807.37,35,2,1134,3302,1,210808,5300,45981,156887,4800,1,0
5639,1,2,5000,2,2,25,1,1,2,2,2,2,869.22,6,2,5448,961,1,310570,2630,2578,8796,707,0,0
5640,3,5,17750,4,5,23,1,2,2, ,2,2,2314.83,25,1,2012,1958,1,509180,15509,149232,509180,15509,0,0
5641,4,8,33000,5,4,16,1,2,1,2,2,2,143.32,37,2,7354,555,1,1633251,30016,476646,1626316,29933,1,0
5642,3,6,27500,5,5,23,1,1,2, ,2,2,346.9,31,2,3147,1745,1,2787449,72449,590328,2014199,65150,0,0
5644,2,3,5100,3,3,12,1,1,2,2,2,2,317.7,13,1,6516,759,1,394049,4025,9730,33199,822,0,0
5645,3,5,50000,5,6,2,1,1,2,2,2,2,68.04,22,1,3142,1980,1,3857496,76209,1105971,3773573,75206,0,0
5646,1,2,7700,3,1,25,1,1,2,2,2,2,199.37,4,1,6775,629,1,228353,2369,8366,28545,1647,1,1
5647,4,9,2050,2,6,2,1,2,2,1,2,2,1701.66,40,2,5114,193,1,68615,3224,20110,68615,3224,0,0
5648,1,1,136000,7,2,14,1,1,1,2,1,2,22.68,104,2,6206,679,1,21698694,328085,2316061,7902400,165871,0,0
5649,1,1,152000,7,1,2,1,1,1,2,2,2,86.75,3,2,6989,490,1,11856358,128892,1234960,4213684,81590,0,0
5650,3,7,20000,4,8,13,1,2,2,2,2,2,2544.74,49,1,1448,2613,1,199998,5672,58616,199998,5672,1,1
5651,4,8,6000,3,6,5,1,1,2,2,2,2,781.6,38,1,5176,881,1,161537,2634,21448,73181,1969,1,1
5652,3,7,98000,6,7,7,1,1,1,2,2,2,228.05,35,1,733,4316,1,9637488,183544,2652881,9051630,178898,1,1
5653,2,3,43000,5,3,14,1,1,2,2,2,2,402.35,13,2,5684,631,1,2617401,40742,102073,348273,10837,0,0
5656,3,7,10000,3,8,13,1,1,2,2,2,2,807.37,34,2,1601,2733,1,346673,8251,74137,252955,7441,0,0
5657,2,4,2700,2,5,2,1,2,2,2,2,2,2724.37,19,1,4586,1154,1,116875,2223,34254,116875,2223,0,0
5659,3,5,5900,3,3,12,1,2,1,2,2,2,2314.83,25,1,2330,1875,1,72169,1755,13022,44431,1435,0,0
5660,1,1,27000,5,5,13,1,2,1,1,2,2,757.23,1,2,8223,286,1,2534980,30913,234345,799585,19958,1,1
5661,4,8,9800,3,6,26,1,1,2,2,2,2,2463.5,37,1,6459,706,1,242194,3662,49952,170436,3118,0,0
5662,3,5,6000,3,4,25,1,2,2,2,2,2,2544.74,52,1,151,4708,1,212230,6053,62201,212230,6053,0,0
5663,1,1,18000,4,2,26,1,2,1,2,2,2,869.22,53,2,7354,646,1,765372,12530,41403,141267,5230,0,0
5664,2,3,600000,9,4,24,1,1,2, ,2,2,42.03,15,2,7137,542,1,43249882,666273,9002893,30717871,570433,1,1
5665,3,5,1200,2,8,2,1,2,2,2,2,2,807.37,52,1,188,4346,1,24730,833,7248,24730,833,0,0
5667,2,3,5000,2,2,1,1,1,2,2,2,2,2459.66,13,2,5923,637,1,153334,2380,12124,41367,1258,1,1
5668,1,1,28500,5,1,2,1,2,1,2,2,2,221.72,3,2,7488,223,1,1536906,18798,91197,311164,7684,0,0
5669,4,8,79000,6,8,23,1,1,2, ,2,2,89.29,65,2,1354,3498,1,19761778,289271,4188780,14292117,251342,0,0
5670,1,2,1650,2,4,25,1,2,2,2,2,2,2739.65,8,2,4106,1279,1,53667,1553,15729,53667,1553,0,0
5671,2,3,89000,6,1,14,1,1,2,2,2,2,116.76,11,1,7293,544,1,7349846,71540,346150,1181064,28517,0,0
5672,3,5,12500,4,3,18,1,2,2,2,2,2,1769.43,25,1,2632,2079,1,210971,6149,61832,210971,6149,0,0
5673,2,3,6800,3,4,2,1,1,2,2,2,2,2141.61,13,1,5803,707,1,807856,11865,125843,429376,8697,0,0
5674,1,1,45000,5,6,2,1,1,2,2,2,2,221.72,3,2,8565,175,1,2597574,61928,407224,1389448,49541,1,1
5675,3,7,2000,2,2,6,1,2,2,2,2,2,2544.74,35,1,436,4388,1,177656,5094,52068,177656,5094,1,1
5676,3,5,7500,3,5,1,1,2,2,2,2,2,2314.83,25,1,2203,2075,1,10366,428,3038,10366,428,0,0
5677,4,9,3600,2,1,13,1,1,2,2,2,2,2996.93,41,1,1397,670,1,32487,1181,5140,17538,952,0,0
5678,4,8,215000,8,7,14,1,1,2,2,2,2,135.43,38,1,5396,951,1,18105127,155785,1602898,5469088,97242,0,0
5679,2,4,118000,7,6,2,1,2,2,2,2,2,77.89,20,2,5006,1053,1,6216057,107591,1821822,6216057,107591,0,0
5680,3,7,8200,3,6,26,1,1,2,2,2,2,734.43,33,1,3140,2013,1,783337,10966,68104,232371,6342,0,0
5681,3,5,1500000,10,7,5,1,1,2,2,2,2,72.38,23,2,3671,1113,1,62830500,1023701,17385470,59319224,990052,1,0
5682,1,1,2000,2,6,15,1,2,1,1,2,2,1711.45,3,2,7445,516,1,331847,9961,68399,233377,8986,1,1
5683,2,3,15000,4,4,2,1,1,2,2,2,2,864.37,14,2,5423,986,1,1452287,19288,143778,490571,11065,0,0
5684,1,2,8000,3,2,25,1,1,2,2,2,2,869.22,10,1,7652,350,1,2345943,16843,148850,507876,9303,0,0
5686,1,2,40000,5,1,12,1,2,1,2,2,2,880.97,7,1,5993,551,1,2896055,25692,25547,87166,2849,1,1
5687,3,5,6700,3,2,23,1,2,2, ,2,2,2544.74,26,2,1570,2374,1,435924,13862,127762,435924,13862,0,0
5688,2,3,15000,4,1,25,1,1,2,2,2,2,62.95,13,1,5989,775,1,438260,5841,36255,123702,2984,0,0
5689,3,5,20250,4,4,18,1,1,2,2,2,2,528.24,26,2,1278,3008,1,809365,16424,164570,561513,13585,1,1
5690,4,8,18000,4,6,8,1,1,1,2,2,2,511.38,39,1,4040,770,1,4285257,58721,553065,1887058,44514,1,1
5691,4,8,15750,4,5,2,1,2,2,2,2,2,944.4,65,1,1008,3131,1,699938,16380,205140,699938,16380,0,0
5692,1,2,270000,8,5,16,1,1,1,2,2,2,7.44,9,2,5843,880,1,34069224,575386,5449360,18593216,446083,0,0
5693,3,6,345000,8,3,2,1,2,2,2,1,2,16.84,30,1,3227,1350,1,146593489,1694701,14519780,49541489,1147475,0,0
5694,3,7,13000,4,2,13,1,1,2,2,2,2,377.5,35,1,666,4431,1,2142565,43872,441391,1506026,39000,1,1
5695,1,2,4000,2,7,15,1,1,2,2,2,2,1711.45,9,1,6053,693,1,1070594,17500,96695,329923,11000,1,0
5696,2,3,19750,4,6,8,1,1,2,2,2,2,148.9,16,1,5826,790,1,943873,17733,159120,542917,13911,0,0
5697,1,2,7100,3,1,12,1,2,1,2,2,2,781.6,7,1,6379,562,1,449006,3921,3434,11717,421,0,0
5698,3,5,68000,6,7,14,1,1,2,2,2,2,223.94,56,1,2611,1680,1,4760840,74890,897741,3063092,58614,1,1
5701,3,5,36000,5,7,14,1,1,2,2,2,2,331.3,22,1,3098,1677,1,2808577,44879,633415,2161212,39197,0,0
5702,1,1,500001,9,4,16,1,1,1,2,1,2,70.17,53,1,5452,624,1,67808536,685148,3889937,13272465,299728,0,0
5703,1,1,2000,2,6,26,1,2,2,2,2,2,1926.09,3,2,6440,493,1,4214,314,1235,4214,314,1,1
5704,3,5,71000,6,5,7,1,1,2,2,2,2,364.2,26,2,1312,2943,1,5428135,85886,1427422,4870364,79356,0,0
5705,3,5,49000,5,8,26,1,2,2,1,2,2,190.78,26,2,1468,2887,1,3623237,69055,1061910,3623237,69055,0,0
5706,2,3,5000,2,1,2,1,1,2,2,2,2,2459.66,11,2,8581,378,1,736558,6449,17378,59294,1459,0,0
5707,3,7,198000,7,6,2,1,2,2,2,2,2,205.52,49,1,1325,3409,1,17036194,325427,4993023,17036194,325427,1,1
5708,4,8,310000,8,2,4,1,1,2,2,2,2,10.35,38,1,6393,693,1,41547354,369875,4572785,15602342,251805,0,1
5709,3,5,2550,2,8,8,1,2,2,2,2,2,1589.69,26,1,748,3578,1,104400,2964,30598,104400,2964,0,0
5711,2,3,4250,2,3,25,1,1,2,2,2,2,864.37,50,2,6773,643,1,549527,9046,80801,275693,7387,1,1
5713,3,7,60000,6,7,23,1,2,2, ,2,2,377.5,35,1,689,4367,1,4792840,131403,1404701,4792840,131403,0,0
5714,1,2,3600,2,3,2,1,1,2,2,2,2,2739.65,9,2,5060,1288,1,383227,7447,44541,151974,5197,1,1
5715,1,2,154000,7,7,1,1,1,1,2,2,2,206.74,9,1,3771,1209,1,3179642,94499,911321,3109427,93548,0,0
5716,3,5,12000,4,4,14,1,1,2,2,2,2,1208.33,25,2,3250,1510,1,477516,8501,63322,216055,5638,0,0
5717,4,9,240000,8,3,18,1,2,1,1,2,2,102.98,44,1,0,3425,1,38724206,1259111,7673724,26182746,1134253,0,0
5719,3,6,330000,8,6,16,1,1,1,2,2,2,14.06,31,2,2767,2025,1,91121872,971122,12721684,43406386,748453,1,1
5720,3,7,7500,3,2,91,1,1,2,2,2,2,343.4,32,1,3416,1397,1,112483,2690,23630,80626,2252,0,0
5721,4,8,6300,3,4,12,1,2,2,1,2,2,2463.5,39,1,6105,700,1,34693,990,10168,34693,990,0,0
5722,3,5,70000,6,3,14,1,1,1,2,2,2,136.88,21,1,4955,1060,1,3676156,64142,394562,1346246,45770,0,0
5723,1,2,12000,4,5,23,1,2,2, ,2,2,781.6,7,2,5897,665,1,1306216,36246,382830,1306216,36246,1,1
5724,3,5,3700,2,6,8,1,2,2,2,2,2,2314.83,25,1,3106,1735,1,87729,2612,25712,87729,2612,0,0
5725,4,9,5000,2,3,12,1,1,2,2,2,2,2976.63,41,2,1319,1852,1,87458,2470,10947,37351,1971,1,0
5726,3,5,6200,3,4,2,1,2,2,1,2,2,808.04,21,1,4404,1537,1,142543,3220,41777,142543,3220,0,0
5727,1,1,11000,4,5,18,1,2,2,1,2,2,456.4,3,2,8772,212,1,654585,24066,191848,654585,24066,1,0
5729,2,3,44000,5,4,5,1,1,2,2,2,2,1557.27,16,2,6815,672,1,1035602,16361,118681,404940,11107,0,0
5730,3,5,5000,2,7,8,1,2,2,2,2,2,1589.69,26,2,1536,2894,1,437599,9556,128253,437599,9556,0,0
5731,1,2,10000,3,7,2,1,2,1,2,2,2,869.22,9,1,4959,807,1,494073,10418,84158,287147,8500,0,0
5732,3,5,15000,4,6,26,1,2,2,1,2,2,808.04,21,1,4580,1345,1,514325,9949,150740,514325,9949,0,0
5733,3,7,495000,8,6,2,1,2,1,2,2,1,24.59,78,2,1724,3026,1,84823491,1134913,7443031,25395622,436025,0,0
5734,3,7,5000,2,8,14,1,2,2,2,2,2,2623.58,34,1,1079,3764,1,127363,3769,37328,127363,3769,1,1
5735,2,4,4050,2,8,26,1,2,2,2,2,2,2447.55,17,1,8344,578,1,321,113,94,321,113,0,0
5736,2,3,152000,7,2,2,1,1,1,2,2,2,77.89,12,2,6763,888,1,23608034,242581,2599626,8869924,137922,0,0
5739,3,7,325000,8,4,2,1,2,2,2,2,2,40.28,78,1,2604,2934,1,24538449,463105,7191808,24538449,463105,0,1
5740,4,9,99000,6,7,23,1,2,2, ,2,2,155.07,44,2,0,3950,1,10497912,696020,3076762,10497912,696020,0,0
5741,3,7,1750,2,2,2,1,2,2,2,2,2,2544.74,35,1,659,4283,1,84768,2644,24844,84768,2644,1,1
5743,1,2,130000,7,5,14,1,1,1,2,2,2,137.78,5,1,5730,969,1,12569822,280537,1289132,4398518,212426,0,0
5744,3,5,10000,3,4,2,1,1,2,2,2,2,734.43,25,2,3260,1267,1,2065446,41295,477651,1629745,37152,0,0
5745,4,9,12000,4,5,15,1,1,2,2,2,2,181.42,62,2,1260,1234,1,5624156,130442,741356,2529507,107763,0,0
5746,2,3,90000,6,7,2,1,2,1,2,2,2,116.76,16,1,5716,800,1,8231349,142052,2410438,8224414,141977,0,0
5747,3,7,4000,2,8,2,1,2,2,2,2,2,377.5,36,1,2027,2738,1,399569,11603,117107,399569,11603,0,0
5750,4,9,22500,4,7,11,1,2,2,2,2,2,802.59,43,2,6217,969,1,294715,2426,86376,294715,2426,0,0
5751,1,2,120000,7,5,18,1,1,1,2,2,2,132.45,8,2,5066,1213,1,14784043,302338,2837322,9680943,264690,0,0
5752,2,3,3200,2,3,18,1,1,2,2,2,2,1485.71,13,1,6413,602,1,239692,4368,45623,155666,3526,1,1
5753,4,8,2000,2,3,15,1,2,1,1,2,2,1390.68,37,2,5962,429,1,349517,6474,79065,269770,5740,1,0
5754,1,2,45000,5,4,2,1,1,2,2,2,2,98.43,10,1,7260,405,1,3349681,68921,585743,1998555,57419,0,0
5755,2,4,2100,2,2,25,1,1,2,2,2,2,2447.55,19,1,4565,1479,1,273936,3479,40007,136504,2080,0,0
5757,4,9,14500,4,5,11,1,1,2,2,1,2,864.29,43,2,5436,579,1,1831593,22162,221841,756921,9491,0,0
5758,1,2,205000,8,3,5,1,1,1,2,2,2,82.18,10,2,4726,1279,1,16386524,194316,1326427,4525769,96248,0,0
5759,2,3,7000,3,1,15,1,1,2,2,2,2,72.3,11,1,6699,594,1,3734810,43499,281474,960389,22995,1,0
5760,4,9,17000,4,6,5,1,2,2,2,2,2,478.9,62,1,917,1718,1,315944,14134,92598,315944,14134,0,0
5761,4,8,15000,4,7,2,1,1,2,2,2,2,781.6,37,1,7991,598,1,1612230,16304,153125,522463,10209,1,1
5762,3,7,1900,2,5,15,1,1,2,2,2,2,1589.69,49,1,1530,2980,1,860825,21972,239572,817420,21457,1,1
5763,1,2,295000,8,5,13,1,1,2,2,1,2,39.92,4,2,6659,590,1,21038716,404250,3518338,12004569,298636,0,0
5765,3,5,305000,8,4,16,1,1,1,2,2,2,18.98,25,2,2387,1799,1,73179528,964873,12316506,42023918,710273,1,0
5767,3,5,5000,2,7,5,1,2,2,2,2,2,2544.74,26,2,1710,2211,1,138879,2241,40703,138879,2241,0,0
5769,3,5,11500,4,7,15,1,1,2,2,2,2,480.52,22,1,3714,1612,1,6584003,85514,801997,2736414,50133,0,0
5770,1,1,47000,5,5,2,1,1,2,2,2,2,406.42,3,1,5900,739,1,6448911,160651,1727652,5894749,153439,0,0
5771,2,3,5000,2,2,15,1,2,2,1,2,2,1528.98,14,1,6072,679,1,166424,4655,48776,166424,4655,1,0
5772,3,5,1800,2,3,2,1,2,2,2,2,2,2546.83,24,2,3200,1218,1,95417,2615,27965,95417,2615,1,0
5773,3,6,1500,2,5,2,1,1,2,2,2,2,2314.83,31,2,3503,1772,1,189940,4016,49776,169836,3765,0,0
5775,3,6,25000,4,7,12,1,1,2,2,2,2,343.4,30,2,4845,685,1,1532676,33643,406324,1386377,31862,0,0
5777,4,8,9000,3,5,91,1,2,2,2,2,2,781.6,37,1,6940,614,1,829106,15928,242997,829106,15928,1,1
5778,2,3,90000,6,2,17,1,1,2,2,2,2,119.39,11,2,6835,410,1,18544059,196239,727646,2482728,80203,0,0
5779,4,8,10001,4,6,23,1,2,2, ,2,2,617.89,65,1,780,4525,1,1797452,43111,526803,1797452,43111,1,1
5780,2,3,43500,5,7,13,1,1,2,2,2,2,363.08,13,2,6362,623,1,14845781,76518,896293,3058152,58516,0,0
5782,2,4,1200,2,6,26,1,1,2,2,2,2,2447.55,18,1,7476,785,1,93265,1452,7754,26457,847,0,0
5783,4,8,122000,7,3,1,1,1,2,2,2,2,87.5,65,2,812,4568,1,6960561,146796,1847512,6303711,140488,0,0
5784,3,5,22500,4,4,2,1,1,2,2,2,2,377.81,21,1,5163,998,1,985308,16931,142316,485582,12296,0,0
5785,2,3,102000,7,7,8,1,1,2,2,2,2,45.67,14,2,6646,837,1,10669336,169118,1871764,6386459,142008,0,0
5786,1,1,2150,2,4,26,1,2,2,2,2,2,2463.5,1,1,6951,453,1,9366,368,2745,9366,368,0,1
5789,4,8,28000,5,5,26,1,1,2,2,2,2,1288.73,37,1,7046,627,1,1150940,12801,163544,558012,8210,0,0
5790,4,8,1750,2,3,14,1,1,2,2,2,2,2739.65,38,1,6006,770,1,280994,2960,20410,69639,1618,0,0
5791,1,2,170000,7,4,14,1,1,2,2,2,2,134.7,7,1,6767,601,1,16029572,170231,789989,2695442,71925,0,0
5792,3,7,59000,6,6,23,1,1,2, ,2,2,72.27,49,1,1424,3044,1,4345922,118258,1229449,4194880,116751,1,1
5793,2,3,38000,5,5,18,1,1,2,2,2,2,317.92,16,1,5838,837,1,3407232,53060,596023,2033630,39696,0,0
5795,1,2,325000,8,5,4,1,1,1,2,2,2,20.54,10,2,5196,885,1,120159895,2483154,31339731,106931162,2369222,0,0
5796,1,2,26000,5,5,5,1,1,2,2,2,2,443.71,4,2,7394,532,1,340034,8940,64093,218685,8055,0,0
5797,2,4,55000,6,5,18,1,1,2,2,2,2,116.76,48,2,7953,658,1,4150015,66681,1081895,3691426,62862,1,1
5799,3,5,63000,6,6,2,1,1,2,2,2,2,308.22,22,1,3238,1839,1,5485365,82382,1071470,3655856,65817,0,0
5800,1,2,66000,6,5,23,1,1,2, ,2,2,114.21,10,1,5484,831,1,10711073,190757,1828760,6239729,148741,0,0
5801,2,3,3300,2,5,23,1,1,2, ,2,2,404.15,64,1,5967,951,1,457147,8555,54391,185582,5786,1,1
5802,4,9,86000,6,6,2,1,1,1,2,2,2,221.72,55,1,3908,312,1,11705681,187901,2685879,9164219,170748,0,0
5803,2,3,182000,7,5,14,1,1,1,2,2,2,121.46,15,1,5587,561,1,23219808,150676,1740023,5936958,93184,0,0
5804,3,7,3000,2,6,25,1,2,2,2,2,2,2544.74,34,2,1355,3058,1,277443,8943,81314,277443,8943,0,0
5805,3,7,285000,8,6,2,1,1,2,2,2,2,40.28,36,2,1561,3300,1,27032957,520095,7660080,26136193,513350,0,0
5806,3,5,18250,4,7,17,1,1,2,2,2,2,331.3,24,1,3771,1639,1,1491801,29395,268672,916709,22642,0,0
5807,1,1,60000,6,2,2,1,1,1,2,2,2,406.42,3,2,8530,458,1,3485573,69495,394574,1346286,48029,1,1
5809,2,3,20000,4,7,23,1,1,2, ,2,2,404.15,12,1,6943,613,1,2325523,57545,407021,1388756,48282,0,0
5811,3,6,3400,2,4,15,1,1,2,2,2,2,480.52,31,2,3145,1818,1,760801,11318,97427,332421,7484,0,0
5812,3,7,60000,6,5,12,1,1,2,2,2,2,187.34,32,1,3436,1624,1,571191,9000,100446,342722,7100,1,0
5813,2,3,6000,3,5,26,1,2,2,2,2,2,2724.37,15,2,5379,557,1,63306,3127,18554,63306,3127,0,0
5814,3,5,2500,2,8,14,1,2,2,2,2,2,419.28,25,1,2487,1936,1,143120,2711,41946,143120,2711,0,0
5815,2,3,24000,4,5,2,1,1,2,2,2,2,404.15,15,1,5913,558,1,9079388,103787,2262214,7718674,101527,0,0
