PUBID8   ,REGION8  ,CENDIV8  ,SQFT8    ,SQFTC8   ,YRCONC8  ,PBA8     ,ELUSED8  ,NGUSED8  ,FKUSED8  ,PRUSED8  ,STUSED8  ,HWUSED8  ,ADJWT8   ,STRATUM8 ,PAIR8    ,HDD658   ,CDD658   ,MFUSED8  ,MFBTU8   ,MFEXP8   ,ELCNS8   ,ELBTU8   ,ELEXP8   ,ZELCNS8  ,ZELEXP8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
5296,4,9,3000,2,4,25,1,2,2,2,2,2,2996.93,62,2,1372,563,1,105059,4876,30791,105059,4876,0,0
5297,2,3,15000,4,4,26,1,1,2,2,2,2,353.63,13,1,7650,673,1,1206802,16644,128487,438398,9213,1,1
5298,3,6,56000,6,8,2,1,1,1,2,2,2,308.22,30,1,3671,1320,1,4602550,88794,1318475,4498637,87626,0,0
5299,1,2,40500,5,5,7,1,1,1,2,2,2,238.32,7,2,6775,563,1,6496306,99158,831276,2836314,68228,1,1
5300,2,3,110000,7,5,14,1,1,1,2,2,2,106.28,13,1,6066,753,1,7934569,92068,1068882,3647025,62226,1,1
5301,1,1,120000,7,5,17,1,1,1,2,2,2,360.63,3,2,5685,497,1,12720277,174563,818715,2793456,88069,0,1
5302,1,2,46000,5,2,14,1,1,1,2,2,2,243.77,5,1,5166,1025,1,4277479,79988,340004,1160094,50710,1,1
5303,3,5,3200,2,5,5,1,2,2,2,2,2,343.4,25,1,2695,1696,1,10901,336,3195,10901,336,1,0
5304,4,9,29000,5,6,14,1,1,2,2,2,2,132.45,43,1,4907,951,1,2879958,29913,196973,672072,14393,0,0
5305,2,3,3000,2,6,15,1,1,2,2,2,2,164.92,12,1,7799,690,1,1088845,17612,130025,443645,13003,0,0
5306,3,5,12000,4,6,5,1,2,2,2,2,2,807.37,52,1,224,4479,1,363361,8974,106495,363361,8974,0,0
5307,4,9,7000,3,6,15,1,1,2,2,2,2,1872.17,62,2,916,1542,1,2905784,60125,322962,1101946,45943,0,0
5309,3,5,1200,2,6,2,1,2,2,2,2,2,2314.83,25,1,2770,1777,1,48259,1406,14144,48259,1406,1,0
5310,3,7,31000,5,2,12,1,1,2,2,2,2,790.89,33,1,3799,1793,1,283315,7980,70374,240116,7438,0,0
5311,2,3,16750,4,8,26,1,1,2,2,2,2,81.72,11,1,6412,626,1,2065953,21625,102929,351194,8652,0,0
5312,3,5,164000,7,5,2,1,1,1,2,2,2,123.07,22,1,3076,1913,1,13493799,152636,3165871,10801952,125903,0,0
5313,2,3,1500,2,7,25,1,1,2,2,2,2,2141.61,13,1,6400,596,1,160447,2064,12970,44254,1085,0,0
5314,2,4,6000,3,6,26,1,2,2,1,2,2,2724.37,19,1,4259,1333,1,97887,2910,28689,97887,2910,0,0
5315,3,5,3600,2,1,26,1,1,2,2,2,2,2314.83,23,2,3839,1195,1,221415,3563,14038,47898,1604,0,0
5316,2,4,1800,2,6,13,1,2,2,1,2,2,1697.96,17,2,6816,695,1,104066,3300,30500,104066,3300,0,0
5317,3,5,5200,3,7,6,1,1,2,2,2,2,2314.83,25,2,2499,1552,1,609106,13400,173684,592610,13200,0,0
5318,3,7,2000,2,1,12,1,1,2,2,2,2,2546.83,32,1,4602,1196,1,85746,1090,3858,13163,357,1,1
5319,3,6,100000,6,6,16,1,1,1,2,2,2,98.33,29,1,3540,1576,1,30050308,336381,4553694,15537204,215168,0,0
5320,2,3,7000,3,8,6,1,2,2,2,2,2,4044.03,15,1,5738,589,1,575294,13963,168609,575294,13963,0,1
5323,1,2,74000,6,4,14,1,1,2,2,1,2,165.31,101,1,4250,1551,1,94879086,1956960,1564196,5337037,116520,1,1
5324,1,2,235000,8,4,2,1,1,2,2,2,2,20.54,6,1,6217,718,1,17189538,312071,1598408,5453768,229282,0,0
5326,1,2,126000,7,1,8,1,1,2,2,2,2,80.53,63,2,5155,787,1,7220955,109709,1035604,3533481,83182,0,0
5328,4,9,13000,4,6,13,1,2,2,2,2,2,944.4,41,2,1519,2039,1,289140,9226,84742,289140,9226,0,0
5329,1,1,63000,6,2,14,1,2,1,2,2,2,243.77,53,2,5683,758,1,3519875,54910,351580,1199591,36504,0,0
5330,3,5,32000,5,6,14,1,2,2,2,2,2,432.18,26,1,714,2992,1,1840999,32078,539566,1840999,32078,0,0
5331,2,3,17500,4,4,5,1,1,2,2,2,2,864.37,64,1,5982,900,1,2024127,26068,166545,568252,14166,0,0
5332,4,9,1350,2,7,2,1,2,2,2,2,2,2277.65,43,2,4685,944,1,41077,726,12039,41077,726,0,0
5333,3,5,2300,2,6,26,1,2,2,2,2,2,2314.83,25,1,2802,1660,1,71591,2403,20982,71591,2403,0,0
5334,3,5,33000,5,5,14,1,1,2,2,2,2,364.2,27,2,1354,2677,1,5019442,66668,1375629,4693646,63061,0,0
5335,1,1,5000,2,6,2,1,1,2,2,2,2,2739.65,53,2,8229,599,1,623013,17209,107808,367841,13756,1,1
5336,3,7,11000,4,5,12,1,2,2,2,2,2,807.37,35,2,941,4092,1,273062,9343,80030,273062,9343,0,0
5339,3,7,4500,2,2,5,1,2,2,2,2,2,678.14,33,1,3059,2011,1,3630,244,1064,3630,244,0,0
5340,2,4,2600,2,5,26,1,1,2,2,2,2,2447.55,19,1,4635,1431,1,234887,3806,34364,117250,2582,1,1
5341,2,3,3000,2,2,15,1,1,2,2,2,2,1536.54,12,1,7288,598,1,486946,12291,38407,131045,9491,0,0
5342,2,3,9000,3,7,23,1,2,2, ,2,2,679.47,13,1,5811,941,1,422088,10640,123707,422088,10640,0,0
5343,2,4,2450,2,5,26,1,2,2,2,2,2,2447.55,19,1,5269,1119,1,40337,849,11822,40337,849,0,0
5344,4,9,2150,2,7,2,1,1,2,2,2,2,2976.63,41,2,4583,724,1,608737,22070,148375,506256,21036,0,0
5346,3,7,12500,4,7,23,1,2,2, ,2,2,807.37,35,1,572,4884,1,1620884,45623,475054,1620884,45623,0,0
5348,2,3,600000,9,7,2,1,1,2,2,2,1,231.4,16,1,5469,813,1,132088812,1770802,12731833,43441014,739742,1,1
5349,4,8,140000,7,5,2,1,1,1,2,2,2,86.75,38,2,5240,839,1,11664394,189094,2817526,9613399,171869,0,0
5351,3,5,280000,8,6,2,1,2,1,2,2,2,24.15,23,2,3251,1257,1,24578430,432964,7199461,24564561,432754,0,0
5352,4,9,12000,4,7,18,1,2,2,1,2,2,403.22,40,2,5278,184,1,647795,28021,189858,647795,28021,1,1
5353,4,9,15000,4,7,17,1,1,1,2,2,2,153.86,41,1,1415,1705,1,2169190,62682,379822,1295953,55584,0,0
5354,2,4,8000,3,1,2,1,2,2,2,2,2,2459.66,48,2,7082,1047,1,148685,3637,43577,148685,3637,0,0
5355,2,3,8300,3,8,2,1,1,2,2,2,2,402.35,13,2,6604,515,1,785384,14439,81395,277720,9681,0,0
5356,3,6,8000,3,7,4,1,1,2,2,2,2,808.04,29,2,4126,1183,1,783666,10747,91407,311881,6589,0,0
5357,3,6,13000,4,2,2,1,1,2,2,2,2,808.04,29,2,3740,1276,1,598494,6169,31425,107222,2217,1,1
5359,2,4,2250,2,6,26,1,2,2,1,2,2,2724.37,18,2,5823,806,1,54350,1800,15929,54350,1800,0,0
5360,3,5,6500,3,3,8,1,2,2,2,2,2,2314.83,25,1,2962,1655,1,250936,8883,73545,250936,8883,0,0
5361,3,5,6400,3,7,23,1,2,2, ,2,2,70.71,27,1,404,3798,1,1217920,26603,356952,1217920,26603,0,0
5362,2,4,2400,2,5,26,1,2,2,1,2,2,2724.37,18,2,4951,1070,1,21247,600,6227,21247,600,1,0
5363,4,9,21500,4,6,14,1,1,2,2,2,2,155.92,62,2,1241,704,1,632330,19314,112986,385508,17095,1,1
5364,2,3,450000,8,6,2,1,1,2,2,2,2,1.17,50,1,7296,533,1,55113443,1016317,14206587,48472875,983533,0,0
5365,3,6,14500,4,3,13,1,1,2,2,2,2,734.43,31,1,2358,1946,1,372062,8146,83270,284117,7000,0,0
5366,4,9,51000,6,4,2,1,1,2,2,2,2,88.09,62,1,925,1453,1,3426879,86417,570114,1945229,74806,1,0
5367,2,3,102000,7,4,2,1,2,2,2,2,2,77.89,64,2,6135,820,1,6737052,127895,1974517,6737052,127895,1,1
5368,2,3,26000,5,4,1,1,1,2,2,2,2,790.94,11,1,7927,535,1,1139864,16573,94274,321663,9537,0,0
5369,4,9,3150,2,3,12,1,2,2,2,2,2,2739.65,43,1,4624,1157,1,28958,940,8487,28958,940,0,0
5370,1,1,6000,3,8,26,2,2,2,2,2,2,1433.2,1,2,7569,412,2,                  ,          ,               ,                  ,          ,9,9
5371,3,5,3600,2,7,5,2,2,2,2,2,2,3503.79,26,1,758,3330,2,                  ,          ,               ,                  ,          ,9,9
5372,3,5,100001,7,6,16,1,1,1,2,2,2,140.13,22,1,3066,1972,1,17925262,176596,1401408,4781604,73607,1,1
5373,1,2,1400000,10,6,16,1,1,1,2,1,2,11.71,116,2,6488,636,1,253808944,3632609,31308747,106825445,1569291,0,0
5374,3,5,92000,6,7,14,1,2,2,2,2,2,121.68,22,1,3363,1694,1,5864730,106258,1718854,5864730,106258,0,0
5377,3,6,800000,9,5,16,1,1,1,2,2,2,11.84,31,1,2340,2302,1,210151991,1648680,13946483,47585400,819373,0,1
5379,3,7,77000,6,8,18,1,1,2,2,2,2,241.76,34,2,1462,2977,1,7290330,115945,1223187,4173514,89377,1,1
5380,1,2,12000,4,1,2,1,1,2,2,2,2,869.22,51,2,5742,1178,1,886531,21463,181475,619193,18049,1,0
5381,4,9,19750,4,5,2,1,2,2,2,2,2,444.58,47,2,1020,791,1,807586,40001,236690,807586,40001,0,0
5382,3,5,1500,2,2,26,1,1,2,2,2,2,2314.83,22,2,4089,1496,1,74130,2308,6104,20827,1470,0,0
5384,1,2,20000,4,7,8,1,1,2,2,2,2,72.74,4,1,7830,516,1,2103506,33357,185398,632578,20987,0,0
5385,1,2,32000,5,1,25,1,1,2,2,2,2,81.35,4,2,6885,518,1,3205937,32909,151550,517089,19081,0,0
5386,4,9,19000,4,6,18,1,1,2,2,2,2,306.67,106,2,1292,971,1,477125,12347,63872,217931,10033,1,1
5387,2,3,600000,9,4,16,1,1,1,2,2,2,5.27,121,2,5627,865,1,172635206,1932789,19698569,67211517,1258448,0,0
5388,2,3,18500,4,7,12,1,1,2,2,2,2,756.32,13,1,7237,675,1,443171,5503,64829,221197,3573,0,0
5389,3,7,68000,6,6,5,1,2,2,2,2,2,329.6,34,1,992,3779,1,559991,15600,164124,559991,15600,1,0
5390,3,7,12000,4,6,25,1,1,2,2,2,2,734.43,33,2,3216,1984,1,962083,14597,196789,671444,12120,0,0
5391,2,4,800000,9,5,16,1,1,1,2,1,2,10.8,18,2,6366,883,1,202152704,1947721,12032967,41056483,817239,0,0
5392,3,7,180000,7,7,12,1,2,2,2,2,2,126.7,36,1,2296,2432,1,9921813,194867,2907917,9921813,194867,0,1
5393,3,5,150000,7,7,5,1,1,2,2,2,2,75.21,25,2,2985,1434,1,7980153,119755,1613946,5506784,96710,1,1
5394,3,5,50000,5,3,12,1,2,2,2,2,2,382.92,24,2,3619,881,1,455833,10637,133597,455833,10637,1,1
5395,1,2,100001,7,6,23,1,1,2, ,2,2,221.72,6,1,4731,1117,1,7266655,215290,1722804,5878207,203241,0,0
5396,1,1,39500,5,4,6,1,2,2,1,2,2,365.45,1,1,8215,350,1,6522366,149190,1911596,6522366,149190,0,0
5398,3,6,1500,2,2,5,1,2,2,2,2,2,2314.83,31,2,3554,1549,1,42224,778,12375,42224,778,0,0
5399,4,9,3700,2,3,2,1,1,2,2,2,2,1872.17,62,2,1253,1793,1,150723,5348,27404,93502,4701,1,1
5402,1,2,2400,2,5,7,1,2,2,2,2,2,1883.06,7,1,6172,589,1,33021,939,9678,33021,939,0,0
5403,3,5,24000,4,6,5,1,2,2,1,2,2,376.69,28,2,654,3426,1,608281,15879,178277,608281,15879,0,0
5405,2,4,26500,5,7,18,1,1,2,2,2,2,317.92,18,2,4930,1034,1,2188716,40495,389588,1329274,33918,0,0
5406,4,9,1950,2,7,2,1,2,2,2,2,2,2739.65,43,2,5648,926,1,63651,443,18655,63651,443,0,0
5407,1,2,25500,5,3,12,1,1,2,2,2,2,880.97,5,1,4997,1139,1,1144773,20164,63290,215945,10816,0,0
5408,4,9,30000,5,5,2,1,1,2,2,2,2,181.42,47,2,1336,865,1,584623,15105,101935,347802,12964,0,0
5409,3,7,300000,8,4,5,1,1,2,2,2,2,24.59,36,1,2316,2582,1,6775565,87921,622298,2123281,62852,0,0
5410,4,9,12000,4,7,25,1,1,2,2,2,2,950.84,62,1,1956,1626,1,167243,5806,44000,150128,5511,0,0
5411,3,6,48000,5,5,2,1,2,2,2,2,2,343.4,30,1,4068,1266,1,2952895,57772,865444,2952895,57772,0,0
5412,3,6,2500,2,1,12,1,2,2,1,2,2,2314.83,31,2,3369,1704,1,218,195,64,218,195,0,0
5413,2,3,30000,5,5,26,1,1,2,2,2,2,404.15,15,1,7189,517,1,4737483,51630,987378,3368934,40831,0,0
5415,2,3,395000,8,4,14,1,1,2,2,2,2,119.39,64,2,7457,730,1,44480232,323803,2093548,7143186,83890,0,0
5416,2,4,16000,4,7,12,1,1,2,2,2,2,780.38,20,2,5438,1207,1,550260,7977,87694,299212,6111,0,0
5417,3,5,11000,4,4,12,1,1,2,2,2,2,377.81,21,2,4628,1197,1,423535,6739,33450,114131,4031,0,0
5418,3,5,16250,4,7,2,1,1,2,2,2,2,377.81,21,2,5673,713,1,1779295,28750,351844,1200492,22973,0,0
5419,3,7,4000,2,4,14,1,2,2,2,2,2,1945.16,36,2,1714,2774,1,227782,6391,66759,227782,6391,1,1
5420,3,5,4800,2,6,26,1,2,1,2,2,2,2314.83,23,2,3406,1347,1,79590,1256,20278,69189,1106,0,0
5421,4,8,9000,3,5,13,1,2,2,2,2,2,1701.66,37,2,6246,549,1,435112,7897,127524,435112,7897,0,0
5422,3,5,1300,2,7,13,1,2,2,2,2,2,2544.74,52,2,223,3562,1,114196,3112,33469,114196,3112,1,1
5423,1,2,4000,2,4,5,1,1,2,2,2,2,2739.65,8,1,4940,723,1,76876,1864,12227,41719,1464,1,0
5424,2,3,1100,2,5,14,1,2,2,2,2,2,1671.85,13,2,6266,676,1,38279,1200,11219,38279,1200,1,0
5425,3,5,1500000,10,7,2,1,1,1,2,1,2,3.88,23,1,4255,1379,1,360251951,6942224,60013400,204765721,3887423,0,0
5426,2,3,8800,3,2,25,1,1,2,2,2,2,2459.66,12,1,7343,508,1,2777502,16392,76959,262584,5464,0,0
5428,3,7,1200,2,3,1,2,2,2,2,2,2,1945.16,35,1,486,5200,2,                  ,          ,               ,                  ,          ,9,9
5429,4,8,83000,6,7,4,1,1,2,2,1,2,122.89,37,2,5721,416,1,9049308,107252,206463,704452,9084,0,0
5430,3,7,3500,2,4,26,1,1,2,2,2,2,2544.74,35,1,517,4683,1,193705,5038,46770,159579,4620,1,1
5431,4,8,24250,4,1,2,1,1,2,2,2,2,406.42,37,1,6505,523,1,4973531,41261,334074,1139860,21724,1,1
5432,4,9,7200,3,6,5,1,2,2,2,2,2,1433.2,43,2,5417,905,1,142710,864,41826,142710,864,0,0
5433,2,4,12000,4,3,26,1,1,2,2,2,2,776.54,19,2,5065,1707,1,741799,7314,40640,138664,2857,0,0
5434,3,5,4500,2,7,26,1,2,2,2,2,2,2314.83,25,2,3010,1469,1,28831,841,8450,28831,841,1,1
5435,3,5,210000,8,4,14,1,2,1,1,2,2,133.87,21,1,5685,924,1,15430585,231998,2326898,7939376,171161,0,0
5436,2,3,50000,5,5,2,1,1,2,2,1,2,199.06,64,1,6966,721,1,17630236,237654,1181679,4031889,77890,0,0
5437,2,3,7700,3,1,2,1,1,2,2,2,2,679.47,13,1,6218,701,1,369971,4463,39296,134078,2789,0,0
5438,3,7,104000,7,5,23,1,1,2, ,2,2,187.34,32,1,3546,1610,1,6642357,105403,1692156,5773636,97434,0,0
5439,3,5,36000,5,6,23,1,1,2, ,2,2,381.66,21,2,4924,1036,1,4414063,84879,824178,2812095,70843,0,0
5440,2,3,2000,2,5,25,1,1,2,2,2,2,2724.37,54,1,6634,607,1,863666,9767,43874,149698,4490,0,0
5441,3,5,98000,6,3,2,1,1,1,2,2,2,115.1,56,1,2536,1676,1,7749394,126399,1817069,6199839,109317,0,0
5442,2,4,2200,2,6,15,1,1,2,2,2,2,1528.98,17,1,7226,805,1,1323418,18842,196901,671826,13855,1,1
5443,3,5,1950,2,3,25,1,2,2,1,2,2,2655.58,21,1,4226,1410,1,33714,1059,9881,33714,1059,0,0
5444,2,3,2500,2,3,2,1,1,2,2,2,2,1536.54,11,2,8476,380,1,268073,5530,33182,113217,3318,0,0
5447,2,3,40500,5,7,26,1,1,2,2,2,2,199.06,12,1,8438,528,1,1870601,21380,137957,470709,11656,0,0
5448,3,6,1700,2,5,15,1,1,2,2,2,2,480.52,31,2,3012,1945,1,1710242,24032,242496,827396,16162,0,0
5449,2,3,18500,4,1,2,1,1,2,2,2,2,780.38,64,1,7225,830,1,2026905,26901,110612,377408,13131,0,0
5450,3,5,32000,5,8,17,1,1,1,2,2,2,461.3,24,2,3374,1155,1,2951558,51289,704480,2403686,45730,0,0
5451,2,4,2000,2,6,5,2,2,2,2,2,2,3110.9,17,2,9312,577,2,                  ,          ,               ,                  ,          ,9,9
5452,3,5,40000,5,5,25,1,2,2,2,2,2,381.66,24,2,3684,1006,1,2918850,57635,855466,2918850,57635,1,1
5453,3,5,1500,2,6,14,1,2,2,2,2,2,1769.43,25,1,2924,1942,1,27821,902,8154,27821,902,0,0
5454,1,2,20000,4,2,26,1,1,2,2,2,2,406.42,7,1,6229,506,1,2017631,26788,130315,444635,12586,1,1
5455,3,7,4200,2,3,12,1,1,2,2,2,2,2544.74,57,2,2192,2920,1,110772,974,19865,67779,497,0,0
5456,4,9,6400,3,2,23,1,1,2, ,2,2,749.23,62,1,1074,1208,1,686502,25048,175971,600413,24337,0,0
5457,1,2,3700,2,3,26,1,1,1,2,2,2,2739.65,4,2,8092,480,1,206344,4170,13346,45537,2530,1,1
5458,4,9,225000,8,6,16,1,1,2,2,2,2,66.58,62,1,944,1312,1,15384405,327209,2241920,7649431,266376,1,0
5459,2,3,5400,3,1,12,1,1,2,2,2,2,776.54,14,1,5551,745,1,393970,4300,19195,65493,1553,0,0
5460,3,5,18000,4,5,18,1,2,2,2,2,2,123.91,27,2,1524,2556,1,1556251,36000,456111,1556251,36000,1,0
5462,1,2,48500,5,4,2,1,1,2,2,2,2,140.65,4,2,7218,521,1,853126,23919,131768,449592,20304,1,1
5463,2,3,8200,3,2,5,1,1,2,2,2,2,2724.37,14,2,5812,889,1,359812,5222,45565,155468,3525,0,0
5466,1,1,4000,2,1,18,1,2,1,2,2,2,1926.09,1,1,9118,276,1,124846,2238,13954,47611,1492,1,1
5467,1,2,42500,5,1,5,1,2,2,2,2,2,156.64,4,1,7222,536,1,231422,10894,67826,231422,10894,1,1
5468,2,3,54000,6,3,14,1,1,2,2,2,2,102.17,13,1,5920,923,1,4249663,46686,285303,973454,21522,0,0
5469,2,4,10500,4,7,2,1,1,2,2,2,2,776.54,18,1,6941,786,1,1206978,26563,319449,1089960,25470,0,0
5471,2,4,11000,4,3,2,1,1,2,2,2,2,864.37,18,2,5034,914,1,718183,7416,21239,72467,2400,0,0
5474,3,5,29500,5,6,2,1,2,1,1,2,2,807.37,26,1,697,3607,1,2829565,45990,819136,2794892,45640,0,0
5476,3,5,1500000,10,2,2,1,1,2,2,1,2,3.88,23,1,5255,1026,1,174184850,3757200,32930648,112359371,2503225,0,0
5477,2,3,26000,5,4,12,1,1,2,2,2,2,369.82,50,2,5979,568,1,1267374,10729,52930,180597,5080,0,0
5478,2,3,16750,4,3,2,1,1,1,2,2,2,402.35,13,2,6093,516,1,2485793,38776,360253,1229183,29069,0,0
5479,3,7,80000,6,5,25,1,1,2,2,2,2,343.4,33,2,2909,2514,1,1603766,24345,326144,1112803,20480,1,1
5480,1,1,25000,4,2,2,1,2,1,2,2,2,406.42,3,1,4672,867,1,1645864,26214,129797,442867,16273,0,0
5481,3,5,128000,7,7,14,1,1,2,2,2,1,1341.81,27,1,293,3998,1,25551370,381138,3766800,12852322,232424,0,0
5482,3,5,10000,3,5,11,1,2,1,1,2,2,808.04,21,1,4044,1260,1,2320255,40261,511030,1743634,35261,0,0
5483,2,3,1600,2,2,26,1,1,2,2,2,2,3110.9,11,1,6158,678,1,148861,2181,10662,36379,1087,1,1
5484,1,2,16250,4,1,14,1,1,2,2,2,2,406.42,5,2,5589,484,1,1582729,18654,63135,215417,6519,0,0
5485,2,4,150000,7,5,91,1,1,2,1,2,2,76.75,17,2,8883,497,1,9251538,115434,1894799,6465054,94764,0,0
5486,3,7,198000,7,7,7,1,1,1,2,2,2,147.46,32,1,4154,1114,1,24198314,269986,4702787,16045909,217116,1,1
5488,3,5,53000,6,4,14,1,1,1,2,2,2,136.88,21,1,4554,1206,1,4764481,67825,538675,1837959,45057,0,0
5491,3,5,68000,6,7,14,1,1,2,2,2,2,331.3,56,1,3041,1448,1,4996305,83711,980833,3346602,67586,1,0
5492,1,2,260000,8,4,2,1,2,1,1,1,2,7.15,8,1,5320,961,1,18390144,361546,3239275,11052406,220262,0,0
5494,3,6,136000,7,2,2,1,1,2,2,2,2,74.65,31,1,2769,2198,1,14354411,221346,3202054,10925408,197234,1,1
5495,2,3,12500,4,7,8,1,2,2,2,2,2,164.92,13,2,5997,718,1,895551,21414,262471,895551,21414,1,1
5496,4,9,80000,6,4,14,1,1,2,2,2,2,196.45,43,2,4838,949,1,2757782,47529,736676,2513539,45538,1,1
5497,3,5,15000,4,8,5,1,2,2,2,2,2,1331.23,27,2,1426,2917,1,177707,4634,52083,177707,4634,1,1
5498,2,3,5000,2,6,13,1,1,2,2,2,2,2724.37,11,2,5382,411,1,201781,3593,26021,88784,2605,0,0
5499,2,3,176000,7,3,2,1,1,2,2,1,2,214.44,64,2,6094,813,1,42857051,606345,4897854,16711478,299501,1,1
5500,3,5,2000,2,3,12,1,1,2,2,2,2,2314.83,25,1,2167,2187,1,200599,6188,37036,126367,5296,0,0
5501,1,2,1000000,9,6,2,1,1,1,2,1,2,28.44,82,2,4182,1031,1,105244534,2389824,16206163,55295428,1804945,1,0
5502,4,9,1200,2,2,15,1,1,2,2,2,2,1872.17,59,2,856,887,1,255324,8871,55009,187691,8135,0,0
5503,1,1,80000,6,6,18,1,1,2,2,2,2,132.45,3,1,5343,841,1,5924277,101294,620276,2116382,65388,1,1
5504,1,2,57000,6,4,14,1,1,1,2,2,2,40.26,63,1,5628,626,1,4126325,59370,448710,1530999,35997,0,0
5505,3,7,8000,3,6,26,1,1,2,2,2,2,734.43,32,2,3112,2044,1,269171,3531,23653,80704,2028,0,0
5506,2,3,2350,2,2,12,1,1,2,2,2,2,2724.37,60,2,7802,685,1,120662,1534,4452,15190,519,1,1
5507,3,5,64000,6,7,23,1,1,2, ,2,2,183.82,26,1,729,3679,1,6860192,151131,1702395,5808572,140341,1,1
5508,1,1,10500,4,6,23,1,1,2, ,2,2,568.7,2,2,6165,533,1,1109489,24044,196630,670902,19210,1,1
5510,1,2,3850,2,4,2,1,2,1,2,2,2,2739.65,10,1,6947,413,1,292839,6930,51682,176339,5950,1,1
5512,1,2,29500,5,5,23,1,1,2, ,2,2,410.56,10,2,5911,946,1,3921020,79831,594615,2028826,59832,0,0
5513,2,3,320000,8,4,14,1,1,2,2,2,2,22.87,11,2,8561,449,1,26208772,277488,2904365,9909693,170073,0,0
5514,1,2,58000,6,5,6,1,1,2,2,2,2,221.72,9,1,6390,546,1,9793650,195939,2198875,7502562,176956,1,1
5515,3,5,50000,5,8,14,1,1,2,2,2,2,331.3,56,1,2024,1585,1,2200934,41704,481100,1641513,36062,1,1
5516,4,9,12000,4,4,18,1,1,2,2,2,2,1926.09,62,2,951,1406,1,457752,10558,42995,146699,7039,1,0
5517,4,8,20000,4,5,2,1,1,2,2,2,2,406.42,39,2,5450,1143,1,1917600,41348,346570,1182497,34485,1,1
5518,3,7,65000,6,6,6,1,1,2,1,2,2,343.4,33,2,3286,1968,1,12970720,162589,2978302,10161966,140814,1,1
5519,2,3,400000,8,8,2,1,1,1,2,2,2,73.78,16,1,4909,898,1,18631987,278849,4066899,13876259,237000,0,0
5520,4,9,5200,3,5,5,1,2,2,1,2,2,869.22,55,1,4585,250,1,306589,6961,89856,306589,6961,1,0
5522,2,3,310000,8,3,4,1,2,2,2,1,2,38.86,16,2,6646,718,1,69733892,965809,7199851,24565892,434633,1,1
5523,4,9,42000,5,5,2,1,1,2,2,2,2,242.54,47,2,1233,706,1,1943830,62289,396652,1353377,57414,1,1
5524,4,9,64000,6,5,1,1,1,2,2,2,2,437.79,55,1,3955,294,1,3529249,43532,461905,1576020,31523,1,1
5525,3,7,1350,2,2,2,1,2,2,2,2,2,2314.83,32,1,3542,1625,1,62365,1263,18278,62365,1263,0,0
5526,1,2,2200,2,3,2,1,1,2,2,2,2,1926.09,7,1,5980,511,1,325935,3940,18866,64371,1790,0,0
5527,1,2,275000,8,6,16,1,1,1,2,2,2,12.37,7,2,6147,539,1,93257940,880141,10353165,35324999,504100,0,0
5528,3,5,495000,8,6,16,1,1,1,2,2,2,11.84,28,1,691,3641,1,92871906,1531570,19727115,67308916,1312337,0,0
5529,4,9,2400,2,7,14,1,2,2,2,2,2,1926.09,55,1,4545,267,1,18752,402,5496,18752,402,0,0
5530,2,4,40000,5,2,13,1,1,2,2,2,2,780.38,48,2,8673,643,1,5246411,64858,656390,2239603,42064,1,1
5531,3,5,900000,9,6,24,1,1,1, ,2,2,20.34,21,2,4904,1087,1,79298914,1372615,15275318,52119385,1153067,0,0
5533,4,9,4050,2,8,7,1,2,2,1,2,2,1926.09,41,2,4000,502,1,105816,4522,31013,105816,4522,0,0
5534,2,3,4000,2,2,2,1,1,2,2,2,2,1179.27,104,1,7364,556,1,450787,5508,31496,107464,3036,0,0
5536,1,1,76000,6,8,2,1,1,1,2,2,2,221.72,53,2,6845,725,1,19980706,357841,2765744,9436719,269304,0,0
5537,3,7,150000,7,8,14,1,1,2,2,2,2,392.68,49,1,1426,2873,1,2692930,62093,782635,2670351,61791,1,1
5538,1,1,12250,4,6,23,1,1,2, ,2,2,2739.65,2,2,5651,485,1,1471070,35781,224251,765144,28002,0,0
5539,1,2,8100,3,6,12,1,1,2,2,2,2,365.45,7,1,5001,646,1,377834,6721,29000,98948,2585,0,0
5540,2,3,20000,4,3,23,1,1,2, ,2,2,220.48,64,1,5100,1058,1,3504663,90637,694893,2370975,77463,1,1
5541,3,5,28000,5,6,23,1,2,2, ,2,2,815.61,28,1,677,2956,1,1935699,55778,567321,1935699,55778,0,0
5542,3,5,9600,3,6,14,1,1,2,2,2,2,734.43,25,2,3856,1326,1,926564,12106,22120,75473,2360,0,0
5543,2,4,1600,2,1,13,1,2,2,2,2,2,780.38,18,2,5679,950,1,15719,461,4607,15719,461,0,0
5544,3,7,180000,7,8,12,1,1,1,2,2,2,70.71,57,1,2197,2781,1,18009319,339447,5246324,17900457,338285,0,0
5545,4,9,5600,3,1,25,1,1,2,2,2,2,950.84,42,2,2243,224,1,123307,5136,19671,67117,4498,0,0
5547,2,4,2800,2,2,1,2,2,2,2,2,2,1536.49,20,1,5638,1343,2,                  ,          ,               ,                  ,          ,9,9
5548,1,2,1250,2,6,5,1,2,2,2,2,2,4023.87,9,1,6830,647,1,35591,1111,10431,35591,1111,0,0
5549,3,5,61000,6,7,14,1,1,2,2,2,2,734.43,25,2,2777,1544,1,4452186,68844,872397,2976619,54633,0,0
5551,3,6,1400,2,2,12,1,2,2,2,2,2,2314.83,30,2,3895,1344,1,31404,804,9204,31404,804,0,0
