PUBID7   ,REGION7  ,CENDIV7  ,SQFT7    ,SQFTC7   ,YRCONC7  ,PBA7     ,ELUSED7  ,NGUSED7  ,FKUSED7  ,PRUSED7  ,STUSED7  ,HWUSED7  ,CLIMATE7 ,NFLOOR7  ,YRCON7   ,MONCON7  ,GOVOWN7  ,GOVTYP7  ,NOCC7    ,NOCCAT7  ,OWNOCC7  ,OWNREP7  ,MONUSE7  ,PORVAC7  ,OPEN247  ,OPNMF7   ,OPNWE7   ,WKHRS7   ,WKHRSC7  ,NWKER7   ,NWKERC7  ,HT17     ,HT27     ,COOL7    ,WATR7    ,COOK7    ,MANU7    ,GENR7    ,HEATP7   ,HTLS507  ,COOLP7   ,LTOHRP7  ,ADJWT7   ,PAIR7    ,STRATUM7
4014,4,9,400000,8,2,2,1,1,1,2,2,2,4,991,1926,  ,2, ,44,6,2,2,12,1,2,1,2,60,4,220,7,1,2,1,1,1,2,1,12, ,12,50,15.37,2,6
4015,4,9,225000,8,3,14,1,1,1,2,2,2,3,3,1950,  ,1,3,1,2,1, ,12,2,2,1,1,68,5,66,6,1,2,2,1,1,2,2,100, ,   ,95,84.99,1,29
4016,3,5,55000,6,1,12,1,1,2,2,2,2,4,3,1859,  ,2, ,1,2,1, ,12,2,2,1,1,80,5,14,4,1,1,1,1,1,2,1,90, ,90,20,619.82,2,31
4017,3,7,3750,2,2,2,1,2,2,2,1,2,5,2,1943,  ,2, ,1,2,1, ,12,1,2,1,2,60,4,50,6,1,1,1,1,2,2,2,100, ,95,95,352.62,1,4
4018,4,9,450000,8,5,2,1,1,1,2,2,2,4,991,1972,  ,2, ,1,2,1, ,12,2,2,1,2,60,4,1300,10,1,1,1,1,1,2,1,90, ,95,98,15.37,1,12
4019,4,9,11250,4,6,2,1,1,2,2,2,2,4,2,1985,  ,2, ,10,4,1, ,12,1,2,1,1,58,4,7,3,1,2,1,1,2,2,2,100, ,100,100,395.42,2,21
4020,3,5,6000,3,5,13,1,2,1,1,2,2,3,1,1974,  ,2, ,1,2,1, ,12,2,2,1,1,62,5,3,2,1,1,1,1,1,2,2,100, ,100,40,928.81,1,14
4021,1,1,275000,8,2,2,1,1,1,2,2,2,2,12,1923,  ,2, ,38,6,2,1,12,1,2,1,2,60,4,1500,10,1,1,1,1,2,2,2,100, ,90,100,15.37,2,24
4022,1,2,110000,7,8,17,1,1,1,2,2,2,3,4,1997,  ,2, ,1,2,1, ,12,1,2,1,1,63,5,85,6,1,1,1,1,1,2,1,100, ,80,80,3.69,1,17
4023,2,4,30000,5,5,17,1,1,2,2,2,2,2,1,1972,  ,2, ,1,2,1, ,12,2,1, , ,168,7,15,4,1,2,1,1,1,2,2,100, ,80,80,497.28,1,13
4024,3,5,15000,4,7,2,1,2,2,2,2,2,5,2,1991,  ,1,3,2,3,1, ,12,2,2,1,2,45,3,20,5,1,2,1,1,2,2,2,100, ,100,15,439.77,2,40
4025,2,3,50000,5,6,14,1,1,2,2,2,2,1,1,1980,  ,1,3,1,2,1, ,12,2,2,1,2,40,3,29,5,1,2,1,1,1,2,2,100, ,3,90,125.35,1,28
4026,2,3,23750,4,2,1,1,1,2,2,2,2,2,1,1940,  ,2, ,0,1, , ,0,1, , , ,0,1,0,1,1,2,2,2,2,2,2,2, ,   ,   ,223.21,2,7
4027,1,2,120000,7,6,11,1,2,2,1,2,2,3,2,1986,  ,2, ,1,2,2,2,12,2,1, , ,168,7,75,6,1,2,1,1,2,2,2,50, ,50,100,188.47,2,23
4028,3,6,200001,8,5,14,1,1,2,2,2,2,4,1,1973,  ,1,3,1,2,1, ,12,2,2,1,2,50,4,100,7,1,2,1,2,1,2,2,100, ,95,90,111.45,2,12
4029,4,9,500000,8,7,13,1,1,1,2,2,2,3,3,1990,  ,1,3,1,2,2,1,12,2,2,1,1,126,6,80,6,1,2,1,1,1,2,1,100, ,66,66,9.44,1,29
4030,3,5,150000,7,3,2,1,1,2,2,2,2,3,991,1955,  ,2, ,51,7,2,2,12,1,2,1,2,53,4,400,8,1,2,1,1,1,2,2,100, ,100,100,98.3,1,26
4031,4,9,110000,7,6,23,1,1,2,2,2,2,4,1,1981,  ,2, ,21,6,2,2,12,1,2,1,1,80,5,300,8,1,1,1,1,1,2,2,100, ,100,100,145.58,2,11
4032,1,2,27500,5,1,1,1,1,2,2,2,2,3,4,1890,  ,2, ,0,1, , ,0,1, , , ,0,1,0,1,1,1,1,1,2,2,2,100, ,66,   ,336.09,1,17
4033,2,4,85000,6,5,14,1,1,1,2,2,2,1,1,1979,  ,2, ,1,2,1, ,9,2,2,1,1,80,5,110,7,1,1,1,1,1,2,2,100, ,100,100,121.93,2,24
4034,3,5,6000,3,7,15,1,1,2,2,2,2,3,1,1990,  ,2, ,1,2,1, ,12,2,2,1,1,100,6,4,2,1,1,1,1,1,2,2,100, ,100,75,5286.41,2,44
4035,3,5,375000,8,6,2,1,1,1,2,2,2,5,991,1982,  ,2, ,10,4,2,1,12,2,2,1,2,40,3,500,9,2,2,1,1,2,2,1,   , ,100,100,18.1,1,27
4036,4,9,850000,9,6,11,1,1,2,1,2,2,3,2,1988,  ,2, ,1,2,1, ,12,2,1, , ,168,7,120,7,1,1,1,2,2,2,2,50, ,5,100,8.83,1,29
4037,4,9,600000,9,7,2,1,1,1,2,2,2,4,12,1993,  ,2, ,1,2,1, ,12,2,1, , ,168,7,740,9,1,1,1,1,2,2,1,40, ,40,90,19.8,2,14
4038,3,5,47500,5,7,13,1,1,2,2,2,2,4,1,1991,  ,1,2,1,2,1, ,12,2,2,1,1,105,6,20,5,1,2,1,1,2,2,2,100, ,100,100,133.42,2,31
4039,4,9,40000,5,7,2,1,1,2,2,2,2,4,2,1991,  ,2, ,1,2,2,2,9,1,2,1,1,45,3,6,3,1,2,1,1,2,2,2,100, ,100,100,146.24,1,11
4040,3,5,12500,4,5,23,1,2,2,2,2,2,4,1,1970,  ,2, ,9,4,2,2,12,2,2,1,1,81,5,30,5,1,2,1,1,1,2,2,97, ,97,100,147.17,1,5
4041,4,9,4500,2,6,2,1,2,2,2,2,2,4,2,1988,  ,1,3,1,2,1, ,12,2,2,1,2,40,3,8,3,1,2,1,1,2,2,2,100, ,100,100,548.18,1,41
4042,2,3,70000,6,3,5,1,1,2,1,2,2,2,1,1950,  ,2, ,1,2,1, ,12,2,2,1,1,144,6,20,5,1,1,1,2,2,1,2,100, ,15,100,211.68,1,21
4043,4,9,180000,7,8,5,1,2,2,2,2,2,5,2,1997,  ,2, ,2,3,1, ,12,2,2,1,1,93,6,42,5,1,2,1,1,2,2,2,36, ,35,100,30.83,2,23
4044,3,5,400000,8,4,2,1,1,1,2,2,2,3,11,1968,  ,2, ,3,3,2,1,12,2,1, , ,168,7,1200,10,1,1,1,1,1,2,1,100, ,100,100,16.34,1,27
4045,4,8,17500,4,1,12,1,1,2,2,2,2,2,2,1902,  ,2, ,1,2,1, ,12,1,2,2,1,19,2,2,2,1,1,2,1,2,2,2,100, ,   ,50,464.4,1,35
4046,2,3,50000,5,1,5,1,1,2,2,2,2,3,4,1900,  ,2, ,1,2,1, ,12,2,2,1,2,60,4,30,5,1,1,1,1,2,2,2,75, ,50,75,251.01,2,22
4047,2,4,9000,3,6,5,2,2,2,2,2,2,3,1,1988,  ,2, ,0,1, , ,0,1, , , ,0,1,0,1,2,2,2,2,2,2,2,   , ,   ,   ,490.14,1,41
4048,3,5,17500,4,4,7,1,1,1,2,2,2,4,2,1963,  ,2, ,1,2,1, ,12,2,1, , ,168,7,19,4,1,2,1,1,2,2,1,100, ,50,75,648.98,2,43
4049,3,5,120000,7,4,5,1,1,2,2,2,2,5,2,1960,  ,2, ,1,2,1, ,12,1,2,1,2,45,3,19,4,1,1,1,1,2,2,2,3, ,3,75,30.32,1,40
4050,4,9,35000,5,4,2,1,1,2,2,2,2,4,3,1962,  ,2, ,2,3,1, ,12,2,2,1,2,40,3,27,5,1,2,1,1,1,2,2,66, ,66,66,176.22,1,42
4051,4,9,300000,8,8,5,1,2,2,2,2,2,4,1,1997,  ,2, ,1,2,2,2,12,2,2,1,1,60,4,450,8,1,2,1,1,2,2,2,15, ,15,100,14.7,2,23
4052,2,4,140000,7,8,14,1,1,2,2,2,2,1,5,1998,  ,1,3,1,2,1, ,12,2,2,1,1,90,6,40,5,1,2,1,1,1,2,2,100, ,12,85,151.16,2,43
4053,3,6,3500,2,6,26,1,1,2,2,2,2,3,1,1985,  ,2, ,1,2,2,2,12,2,2,1,2,55,4,5,3,1,1,2,2,2,2,2,100, ,   ,100,482.42,1,24
4054,1,2,550000,9,1,2,1,2,1,2,2,2,3,991,1914,  ,2, ,30,6,2,1,12,1,1, , ,168,7,2000,10,1,1,1,1,2,2,2,100, ,100,100,38.8,1,34
4055,3,7,30000,5,4,6,1,2,1,2,2,2,5,1,1964,  ,2, ,2,3,2,2,12,2,2,1,1,77,5,18,4,1,1,1,1,2,2,1,100, ,80,100,126.45,1,33
4056,4,8,10000,3,6,18,1,2,2,2,2,1,5,5,1984,  ,2, ,1,2,2,2,12,2,1, , ,168,7,54,6,1,2,1,1,2,2,2,100, ,100,100,3494.37,1,19
4057,3,7,27500,5,2,2,1,2,2,2,2,2,5,4,1927,  ,1,3,16,5,1, ,12,2,2,1,2,42,3,53,6,1,2,1,2,2,2,2,75, ,75,75,143.58,2,15
4058,3,5,95000,6,8,14,1,2,1,2,2,2,3,2,1997,  ,1,3,1,2,2,1,12,2,2,1,2,40,3,115,7,1,1,1,1,1,2,2,100, ,100,100,156.82,1,43
4059,3,5,225000,8,5,2,1,2,2,2,2,2,5,2,1974,  ,1,2,6,4,2,2,12,2,2,1,1,65,5,218,7,1,2,1,1,2,2,2,100, ,100,100,34.17,2,37
4060,4,8,37500,5,7,18,1,2,2,2,2,1,2,3,1991,  ,1,1,1,2,1, ,12,2,2,1,1,105,6,5,3,1,2,2,1,2,2,2,100, ,   ,100,253.34,1,10
4061,4,9,17500,4,4,7,1,1,2,2,2,2,4,3,1964,  ,1,3,1,2,1, ,12,2,1, , ,168,7,19,4,1,2,1,1,2,2,2,75, ,75,100,648.98,1,44
4062,3,7,1001,2,4,15,1,1,2,2,2,2,5,1,1968,  ,2, ,1,2,1, ,12,2,2,1,1,77,5,3,2,2,2,1,1,1,2,2,   , ,100,90,3494.37,2,27
4063,2,3,90000,6,3,18,1,2,2,2,1,2,2,4,1954,  ,1,2,1,2,1, ,12,2,1, , ,168,7,12,4,1,2,2,1,2,2,2,100, ,   ,80,110.91,2,32
4064,1,2,130000,7,4,14,1,2,2,2,2,1,2,4,1969,  ,1,2,1,2,1, ,12,2,2,1,1,120,6,60,6,1,2,1,1,2,2,2,100, ,95,95,34.17,2,37
4065,2,4,11250,4,2,1,2,2,2,2,2,2,2,3,1936,  ,2, ,0,1, , ,0,1, , , ,0,1,0,1,2,2,2,2,2,2,2,   , ,   ,   ,589.41,1,13
4066,1,2,50001,6,4,2,1,1,2,2,2,2,3,4,1968,  ,2, ,1,2,1, ,12,2,2,1,1,48,3,230,7,1,2,1,1,2,2,1,100, ,100,100,148.43,1,17
4067,1,2,30000,5,2,5,1,2,1,2,2,2,3,6,1920,  ,2, ,1,2,2,2,12,2,2,1,1,84,5,20,5,1,2,1,2,2,2,2,95, ,75,65,155.02,1,34
4068,3,5,50001,6,6,5,1,2,2,2,2,2,5,1,1982,  ,2, ,19,5,2,1,9,1,2,1,1,50,4,40,5,2,2,1,2,2,2,2,   , ,10,70,682.82,2,11
4069,2,3,3500,2,6,5,1,1,2,2,2,2,1,1,1985,  ,2, ,1,2,2,2,12,2,2,1,2,40,3,4,2,1,2,2,1,2,2,2,100, ,   ,100,223.21,1,23
4070,3,5,55000,6,6,2,1,2,2,2,2,2,5,3,1988,  ,2, ,3,3,2,1,12,2,2,1,1,76,5,150,7,1,2,1,1,2,2,2,100, ,100,100,188.42,1,11
4071,4,9,600000,9,6,2,1,1,1,2,2,2,4,8,1988,  ,2, ,8,4,2,1,12,1,2,1,1,64,5,800,9,1,2,1,1,1,2,1,52, ,52,100,17.03,1,36
4072,3,6,30000,5,7,5,1,1,2,2,2,2,4,1,1992,  ,2, ,5,3,2,2,12,2,2,1,1,50,4,20,5,1,2,1,1,2,2,2,40, ,40,100,733.8,1,39
4073,2,3,2000,2,1,25,1,1,2,2,2,2,3,3,1910,  ,2, ,1,2,1, ,12,2,2,1,1,45,3,103,7,1,2,1,1,2,2,1,100, ,30,80,5764.94,2,34
4074,1,1,75000,6,4,14,1,2,2,2,1,2,2,4,1963,  ,2, ,1,2,1, ,12,2,2,1,1,100,6,100,7,1,2,1,1,2,2,2,100, ,70,90,118.21,1,20
4075,1,2,11250,4,5,13,1,1,2,2,2,2,3,2,1972,  ,2, ,1,2,1, ,12,2,1, , ,168,7,25,5,1,2,1,1,1,2,2,100, ,100,75,450.8,1,18
4076,3,5,30000,5,3,14,1,1,2,2,2,2,5,1,1953,  ,1,3,1,2,1, ,9,1,2,1,1,42,3,40,5,1,1,1,1,1,2,1,75, ,75,85,141,1,40
4077,4,9,10000,3,3,18,1,2,2,1,2,2,3,1,1956,  ,2, ,1,2,2,1,12,1,1, , ,168,7,4,2,1,2,2,1,2,2,2,100, ,   ,100,524.16,2,35
4078,3,7,32500,5,6,25,1,2,2,2,2,2,5,1,1988,  ,2, ,1,2,2,2,12,2,2,1,1,78,5,16,4,1,2,1,1,2,2,2,100, ,100,100,136.39,1,27
4079,3,5,160000,7,7,18,1,1,2,2,2,2,3,4,1991,  ,2, ,1,2,2,2,12,2,1, , ,168,7,25,5,1,1,1,1,1,2,1,100, ,100,100,100.11,2,29
4080,1,1,5000,2,2,26,2,2,2,2,2,2,1,2,1930,  ,1,3,0,1, , ,0,1, , , ,0,1,0,1,2,2,2,2,2,2,2,   , ,   ,   ,6068.36,1,25
4081,4,9,35000,5,6,18,1,1,2,2,2,2,4,2,1983,  ,2, ,1,2,1, ,12,2,1, , ,168,7,4,2,1,2,1,1,2,2,2,55, ,55,55,279.57,1,11
4082,2,3,23750,4,7,25,1,1,2,2,2,2,2,2,1993,  ,2, ,1,2,2,2,12,1,2,1,1,91,6,5,3,1,2,1,2,2,2,2,75, ,75,75,511.16,2,26
4083,3,5,20000,4,1,12,1,1,2,2,2,2,3,3,1899,  ,2, ,1,2,1, ,12,2,2,1,1,84,5,4,2,1,1,1,1,2,2,2,100, ,85,30,211.49,2,44
4084,2,3,250000,8,7,13,1,2,2,2,1,2,2,4,1994,  ,1,2,1,2,1, ,12,2,2,1,1,112,6,75,6,1,2,1,1,2,2,2,100, ,30,100,26.67,2,32
4085,4,9,5000,2,4,25,1,1,2,2,2,2,4,1,1965,  ,2, ,1,2,2,2,12,2,2,1,1,84,5,8,3,1,2,1,1,2,2,2,100, ,100,100,6516.75,1,11
4086,4,9,25001,5,3,8,1,1,2,2,2,2,4,3,1958,  ,2, ,6,4,2,1,9,1,2,1,2,50,4,70,6,1,2,1,1,2,2,2,15, ,40,90,187.65,2,10
4087,1,2,275000,8,6,2,1,1,2,2,2,2,3,3,1986,  ,2, ,1,2,2,2,12,2,1, , ,168,7,715,9,1,1,1,1,1,2,1,100, ,100,90,15.15,2,5
4088,2,3,35000,5,6,2,1,2,2,2,2,2,2,4,1981,  ,2, ,18,5,2,2,12,2,2,1,1,59,4,98,6,1,2,1,1,2,2,2,70, ,100,100,180.37,1,7
4089,4,8,650000,9,4,18,1,2,2,2,2,1,2,6,1967,  ,1,1,1,2,1, ,12,2,2,1,1,105,6,25,5,1,2,2,1,2,2,2,100, ,   ,100,47.28,1,10
4090,3,7,75000,6,5,2,1,1,2,2,1,2,4,7,1975,  ,2, ,16,5,2,1,12,1,2,1,2,55,4,200,7,1,2,1,1,1,2,2,100, ,100,100,152.85,1,3
4091,2,4,225000,8,5,13,1,2,2,2,1,2,2,4,1971,  ,2, ,1,2,1, ,12,2,2,1,1,120,6,150,7,1,2,1,1,2,2,2,100, ,100,100,26.67,1,23
4092,2,4,350000,8,6,16,1,1,1,2,1,2,2,6,1980,  ,1,3,1,2,1, ,12,2,1, , ,168,7,940,9,1,2,1,1,1,2,1,100, ,100,100,14.49,1,23
4093,1,2,130000,7,5,5,1,1,2,2,2,2,2,2,1974,  ,2, ,1,2,2,1,12,2,2,1,2,40,3,12,4,1,1,1,1,2,1,2,25, ,25,50,116.22,2,27
4094,4,9,2500,2,4,1,2,2,2,2,2,2,3,1,1967,  ,2, ,0,1, , ,0,1, , , ,0,1,0,1,2,2,2,2,2,2,2,   , ,   ,   ,8208.72,2,35
4095,4,9,600000,9,4,2,1,1,2,2,2,2,3,991,1966,  ,1,1,1,2,2,1,12,2,1, , ,168,7,400,8,1,2,1,1,1,2,2,100, ,75,100,16.05,1,29
4096,3,5,13750,4,6,5,1,1,2,2,2,2,4,2,1984,  ,2, ,1,2,1, ,12,2,2,1,2,44,3,7,3,1,2,1,1,2,2,2,100, ,25,25,141.2,2,5
4097,1,1,170000,7,4,14,1,1,1,2,2,2,2,3,1969,  ,1,3,2,3,1, ,12,2,2,1,2,72,5,158,7,1,2,1,1,1,2,2,100, ,100,100,87.17,1,10
4098,2,4,250000,8,5,14,1,1,1,2,2,2,1,3,1970,  ,1,3,1,2,1, ,12,2,2,1,1,100,6,175,7,1,1,1,1,1,2,2,100, ,90,100,86,2,24
4099,3,7,140000,7,4,13,1,1,2,2,2,2,4,6,1965,  ,1,3,1,2,1, ,12,2,2,1,1,68,5,180,7,1,1,1,1,2,2,2,100, ,100,90,87.17,1,3
4100,4,8,27500,5,1,26,1,1,2,2,2,2,1,3,1910,  ,2, ,1,2,1, ,12,1,2,1,1,45,3,13,4,1,2,2,1,2,1,2,80, ,   ,80,220.19,1,22
4101,1,2,16250,4,6,2,1,1,2,2,2,2,3,4,1989,  ,1,3,1,2,1, ,12,2,1, , ,168,7,23,5,1,2,1,1,2,2,2,100, ,100,100,262.97,2,35
4102,2,3,5000,2,7,26,1,1,2,2,2,2,2,1,1992,  ,2, ,1,2,1, ,12,2,2,1,2,45,3,7,3,1,2,1,2,2,2,2,100, ,33,60,921.66,2,32
4103,3,5,13750,4,6,5,1,2,2,2,2,2,5,1,1986,  ,2, ,1,2,2,2,12,1,2,2,2,8,2,0,1,1,2,1,2,2,2,2,100, ,100,40,329.05,2,38
4104,2,4,1500000,10,7,5,1,1,2,1,2,2,1,2,1990,  ,2, ,1,2,1, ,12,2,1, , ,168,7,900,9,1,2,1,1,1,1,2,100, ,10,30,9.84,1,35
4105,2,3,120000,7,8,25,1,1,2,2,2,2,2,1,1998,  ,2, ,1,2,2,2,12,2,2,1,1,102,6,60,6,1,2,1,2,2,2,1,100, ,100,100,40.25,1,40
4106,2,3,80000,6,2,2,1,1,2,2,2,2,3,5,1926,  ,2, ,4,3,2,1,12,2,2,1,2,60,4,350,8,1,2,1,1,2,2,2,85, ,85,100,146.52,2,22
4107,4,9,750000,9,8,7,1,1,2,2,2,2,4,991,1998,  ,1,1,1,2,1, ,12,1,2,1,2,50,4,500,9,1,2,1,1,2,2,2,76, ,76,76,10.01,2,11
4108,3,7,40000,5,6,8,1,2,2,2,2,2,5,3,1982,  ,2, ,15,5,1, ,12,2,2,1,2,40,3,40,5,1,2,1,1,2,2,2,100, ,100,100,166.52,1,4
4109,3,5,40000,5,6,23,1,2,2,2,2,2,4,1,1989,  ,2, ,5,3,2,2,12,2,9,1,1,84,5,45,5,1,2,1,1,1,2,2,100, ,100,100,595.6,1,31
4110,4,8,32500,5,7,13,1,1,2,2,2,2,2,2,1995,  ,1,3,1,2,1, ,12,2,2,1,2,65,5,6,3,1,1,1,1,2,2,2,100, ,100,85,523.38,2,10
4111,3,7,16250,4,6,6,1,1,2,2,2,2,5,1,1987,  ,2, ,1,2,1, ,10,2,2,1,1,119,6,60,6,1,2,1,1,2,2,2,80, ,80,100,401.51,2,33
4112,4,9,21250,4,7,23,1,1,2,2,2,2,4,1,1991,  ,2, ,7,4,2,1,12,1,2,1,1,84,5,35,5,1,1,1,1,1,2,2,90, ,90,90,120.95,1,11
4113,1,2,5001,3,4,8,1,2,2,2,2,2,3,1,1965,  ,2, ,2,3,2,2,12,2,2,1,1,50,4,6,3,1,2,1,1,2,2,2,100, ,100,100,2778.64,2,17
4114,4,8,75000,6,6,5,1,2,2,2,2,2,5,2,1988,  ,2, ,1,2,1, ,12,2,2,1,2,40,3,36,5,1,2,1,1,2,2,2,20, ,20,100,148.68,2,19
4115,4,9,475000,8,7,18,1,1,1,1,2,2,4,991,1992,  ,2, ,1,2,1, ,12,2,1, , ,168,7,300,8,1,2,1,1,1,2,1,75, ,70,90,17.78,2,28
4116,1,2,65000,6,2,2,1,1,2,2,2,2,2,5,1920,  ,2, ,10,4,2,1,12,1,2,1,1,80,5,60,6,1,1,1,1,2,2,2,100, ,8,50,152.85,1,9
4117,3,7,1500000,10,6,2,1,1,1,2,2,2,5,992,1987,  ,2, ,60,7,2,2,12,1,1, , ,168,7,7750,12,1,2,1,1,1,2,1,85, ,85,100,5.27,2,13
4118,4,9,110000,7,3,2,1,2,2,2,1,2,3,8,1956,  ,1,2,1,2,2,1,12,2,2,1,1,84,5,468,8,1,2,1,1,2,2,2,100, ,100,100,181.07,1,1
4119,2,3,32500,5,4,2,1,2,2,2,1,1,3,3,1966,  ,2, ,1,2,1, ,12,2,2,1,1,72,5,20,5,1,2,1,1,2,2,2,100, ,100,60,235.86,1,22
4120,3,5,400000,8,8,5,1,1,2,2,2,2,3,1,1998,  ,2, ,1,2,2,2,12,2,2,1,1,98,6,40,5,1,2,1,1,2,2,2,100, ,9,100,21.41,2,19
4121,1,1,65000,6,1,2,1,1,1,2,2,2,2,5,1907,  ,1,3,1,2,2,1,12,2,2,1,1,84,5,14,4,1,1,1,1,2,2,2,100, ,75,90,109.27,1,20
4122,4,9,6000,3,6,14,1,2,2,1,2,2,4,1,1985,  ,1,2,1,2,1, ,10,2,2,1,2,40,3,16,4,1,2,2,1,2,2,2,100, ,   ,100,2741.21,1,21
4123,1,2,140000,7,3,16,1,2,1,2,1,2,3,12,1950,  ,2, ,1,2,1, ,12,2,1, , ,168,7,800,9,1,2,1,1,2,2,1,100, ,100,100,28.73,1,17
4124,3,5,23750,4,5,5,1,1,2,2,2,2,3,1,1975,  ,2, ,1,2,2,2,12,2,2,1,2,45,3,7,3,1,2,1,1,2,2,2,100, ,20,100,236.74,2,31
4125,4,9,5500,3,3,14,1,2,2,2,2,2,3,1,1953,  ,1,3,1,2,1, ,12,2,2,1,2,40,3,10,4,1,2,1,1,2,2,2,100, ,60,100,220.91,2,35
4126,1,2,1800000,10,7,5,1,1,2,2,2,2,3,2,1991,  ,2, ,1,2,1, ,12,2,2,1,1,130,6,350,8,1,1,1,1,2,1,2,100, ,15,100,9.32,2,17
4127,4,9,32500,5,3,5,1,1,2,1,2,2,5,1,1958,  ,2, ,1,2,1, ,12,2,2,1,2,50,4,16,4,1,1,1,2,2,1,2,10, ,5,100,849.75,1,16
4128,2,3,140000,7,8,5,1,1,1,2,2,2,2,1,1997,  ,2, ,1,2,2,2,12,2,2,1,2,80,5,50,6,1,2,1,1,2,2,2,100, ,15,100,43.63,1,22
4129,3,7,15000,4,4,15,1,1,2,2,2,2,5,1,1963,  ,2, ,1,2,1, ,12,2,2,1,1,75,5,22,5,1,1,1,1,1,2,2,100, ,100,90,422.52,1,4
4130,1,1,17500,4,1,14,1,1,2,2,2,2,2,2,1906,  ,2, ,1,2,1, ,12,2,2,1,1,83,5,26,5,1,1,1,1,2,2,2,100, ,15,50,414.39,2,32
4131,1,2,10001,4,3,23,1,1,1,2,2,2,2,1,1957,  ,2, ,5,3,1, ,12,2,2,1,1,48,3,4,2,1,1,1,1,2,2,2,100, ,30,85,492.54,2,9
4132,4,8,50000,5,4,1,2,2,2,2,2,2,1,2,1968,  ,2, ,0,1, , ,0,1, , , ,0,1,0,1,2,2,2,2,2,2,2,   , ,   ,   ,388.22,2,22
4133,2,4,17500,4,3,2,1,2,1,2,2,2,3,2,1953,  ,2, ,1,2,1, ,12,2,2,1,2,40,3,27,5,1,2,1,2,2,2,1,100, ,90,70,5678.98,2,41
4134,1,2,3000,2,3,25,1,2,1,2,2,2,3,2,1954,  ,2, ,1,2,1, ,12,2,2,1,1,80,5,4,2,1,2,1,2,2,2,2,100, ,15,75,6072.75,2,40
4135,3,7,18750,4,4,16,1,1,2,2,2,2,4,1,1963,  ,1,3,1,2,1, ,12,2,1, , ,168,7,50,6,1,2,1,1,1,2,2,100, ,100,100,414.39,1,3
4136,4,9,5001,3,7,2,1,1,2,2,2,2,3,2,1990,  ,2, ,3,3,1, ,12,2,2,1,1,55,4,20,5,1,2,1,1,2,2,2,100, ,100,100,640.54,2,29
4137,3,5,27500,5,4,2,1,1,2,2,2,2,3,3,1965,  ,2, ,14,5,2,1,12,2,1, , ,168,7,58,6,1,2,1,1,2,2,2,100, ,100,100,165.15,2,8
4138,4,9,475000,8,2,2,1,1,1,2,2,2,4,13,1927,  ,2, ,1,2,2,1,12,1,2,1,2,60,4,400,8,1,2,1,1,2,2,1,10, ,100,75,8.45,1,28
4139,1,2,27500,5,5,14,1,2,2,2,2,2,3,4,1972,  ,2, ,1,2,2,2,12,2,2,1,2,50,4,30,5,1,2,1,1,1,2,2,100, ,100,95,414.39,2,28
4140,3,6,100000,6,6,5,1,2,2,2,2,2,4,1,1984,  ,2, ,2,3,2,2,12,1,2,1,2,40,3,8,3,1,2,1,1,2,2,2,50, ,10,50,109.05,2,39
4141,3,5,4250,2,3,2,1,1,2,2,2,2,4,1,1955,  ,1,2,1,2,1, ,12,2,2,1,2,40,3,11,4,1,2,1,1,2,2,2,100, ,100,95,415.87,2,31
4142,3,7,600000,9,7,16,1,1,1,2,2,2,5,9,1995,  ,1,3,1,2,1, ,12,2,1, , ,168,7,600,9,1,2,1,1,1,2,1,100, ,95,85,15.88,2,4
4143,4,9,4750,2,3,2,1,1,2,2,2,2,4,1,1955,  ,2, ,1,2,1, ,12,2,2,1,2,40,3,50,6,1,1,1,1,2,2,2,100, ,100,100,352.83,2,38
4144,4,9,1400000,10,5,24,1,1,2,2,2,2,4,2,1974,  ,2, ,190,8,1, ,12,1,2,1,1,72,5,2500,11,2,2,1,1,1,2,2,   , ,100,100,65.65,2,37
4145,3,5,1500,2,7,14,1,2,2,2,2,2,4,1,1995,  ,1,3,1,2,1, ,9,2,2,1,2,37,2,2,2,1,2,1,2,2,2,2,100, ,100,100,5049.79,1,7
4146,3,6,150000,7,5,5,1,1,2,2,2,2,4,1,1973,  ,2, ,17,5,2,2,12,2,2,1,1,44,3,120,7,1,1,1,1,2,2,2,100, ,12,90,30.84,1,2
4147,2,3,180000,7,4,14,1,1,2,2,2,2,2,2,1965,  ,2, ,1,2,2,1,11,1,2,1,1,72,5,55,6,1,2,1,1,1,2,2,100, ,70,100,110.91,1,16
4148,3,7,55000,6,8,6,1,1,2,2,2,2,4,1,1997,  ,2, ,1,2,1, ,12,2,2,1,1,126,6,35,5,1,1,1,2,2,2,2,100, ,100,100,152.58,2,3
4149,3,7,350000,8,4,18,1,1,2,2,2,2,5,3,1967,  ,2, ,1,2,1, ,12,2,1, , ,168,7,45,5,1,2,1,1,1,2,2,99, ,100,60,107.01,2,21
4150,4,9,8500,3,3,2,1,1,2,2,2,2,4,1,1957,  ,1,3,1,2,1, ,11,2,2,1,2,45,3,19,4,1,2,1,1,2,2,2,100, ,100,100,331.66,2,21
4151,3,5,90000,6,6,17,1,1,2,2,1,2,5,1,1981,  ,1,1,1,2,1, ,12,2,1, , ,168,7,143,7,1,1,1,1,1,2,2,100, ,100,100,114.4,1,18
