PUBID7   ,REGION7  ,CENDIV7  ,SQFT7    ,SQFTC7   ,YRCONC7  ,PBA7     ,ELUSED7  ,NGUSED7  ,FKUSED7  ,PRUSED7  ,STUSED7  ,HWUSED7  ,CLIMATE7 ,NFLOOR7  ,YRCON7   ,MONCON7  ,GOVOWN7  ,GOVTYP7  ,NOCC7    ,NOCCAT7  ,OWNOCC7  ,OWNREP7  ,MONUSE7  ,PORVAC7  ,OPEN247  ,OPNMF7   ,OPNWE7   ,WKHRS7   ,WKHRSC7  ,NWKER7   ,NWKERC7  ,HT17     ,HT27     ,COOL7    ,WATR7    ,COOK7    ,MANU7    ,GENR7    ,HEATP7   ,HTLS507  ,COOLP7   ,LTOHRP7  ,ADJWT7   ,PAIR7    ,STRATUM7
800,3,5,13750,4,6,18,1,1,2,2,2,2,5,2,1980,  ,2, ,1,2,2,1,12,2,1, , ,168,7,11,4,1,2,1,1,2,2,2,100, ,100,30,497.28,1,38
801,3,5,225000,8,6,5,1,2,2,2,2,2,4,1,1981,  ,2, ,3,3,2,2,12,2,2,1,2,40,3,11,4,1,2,1,1,2,2,2,10, ,10,100,202.54,1,31
802,3,5,170000,7,8,5,1,1,2,2,2,2,3,1,1997,  ,2, ,6,4,2,2,12,2,2,1,2,50,4,350,8,1,1,1,1,2,1,2,100, ,100,100,43.63,1,21
803,2,3,140000,7,6,2,1,1,2,2,2,2,2,7,1986,  ,2, ,19,5,2,1,12,2,2,1,2,65,5,600,9,1,2,1,1,2,2,1,100, ,100,100,49.75,2,25
804,4,9,1400000,10,4,2,1,1,1,2,2,2,4,991,1963,  ,1,1,37,6,1, ,12,1,1, , ,168,7,3000,11,1,2,1,1,1,2,1,98, ,98,90,4.96,1,33
805,2,3,40000,5,4,91,1,2,2,2,1,2,2,4,1960,  ,1,1,1,2,1, ,12,2,2,1,2,40,3,8,3,1,2,1,2,2,2,2,100, ,30,70,148.1,2,6
806,2,4,100001,7,6,2,1,1,1,2,2,2,2,4,1986,  ,2, ,2,3,2,2,12,1,2,1,1,112,6,125,7,1,1,1,2,2,2,1,100, ,100,100,91.15,2,36
807,3,5,450000,8,8,11,1,1,1,1,2,2,4,2,1996,  ,2, ,1,2,1, ,12,2,2,1,1,55,4,400,8,1,1,1,1,2,2,1,60, ,45,100,22.2,2,43
808,2,4,100001,7,2,2,1,1,2,2,2,2,1,4,1929,  ,2, ,9,4,1, ,12,2,2,1,1,90,6,400,8,1,2,1,1,1,2,2,96, ,96,96,97.75,1,24
809,3,5,5500,3,7,5,1,1,2,2,2,2,3,1,1991,  ,2, ,1,2,1, ,12,2,2,1,2,60,4,0,1,1,2,1,1,2,2,1,100, ,20,50,11445.12,1,31
810,4,9,100001,7,4,13,1,2,2,2,1,2,3,3,1967,  ,2, ,1,2,1, ,12,2,1, , ,168,7,51,6,1,1,1,1,2,2,2,100, ,100,100,414.39,1,29
811,4,8,2000,2,2,25,1,2,1,2,2,2,2,1,1940,  ,2, ,1,2,1, ,12,2,2,2,1,16,2,1,2,1,2,2,2,2,2,2,100, ,   ,100,5764.94,1,30
812,2,3,250000,8,6,2,1,1,1,2,2,2,2,5,1982,  ,2, ,7,4,2,1,12,2,2,1,1,67,5,675,9,1,2,1,2,2,2,2,100, ,100,100,92.5,1,1
813,3,6,65000,6,1,2,1,1,2,2,2,2,5,4,1908,  ,2, ,1,2,1, ,12,2,2,1,2,40,3,104,7,1,1,1,1,2,2,2,90, ,80,80,148.43,2,1
814,1,2,3250,2,3,15,1,2,2,1,2,2,2,3,1952,  ,2, ,1,2,1, ,12,2,2,1,1,75,5,7,3,1,2,1,1,1,2,2,100, ,97,95,524.16,2,9
815,3,5,30000,5,5,5,1,2,2,2,2,2,3,1,1977,  ,2, ,1,2,2,2,12,2,2,1,2,45,3,3,2,1,2,1,2,2,2,2,100, ,100,100,178.29,1,43
816,3,5,5500,3,1,25,1,1,2,2,2,2,4,3,1890,  ,2, ,1,2,2,2,12,1,2,1,1,48,3,1,2,1,2,1,2,2,2,2,60, ,60,50,6071.45,1,19
817,3,5,110000,7,4,23,1,1,2,2,2,2,3,1,1960,  ,2, ,25,6,2,2,12,1,2,1,1,77,5,125,7,1,1,1,1,1,2,2,100, ,100,100,187.21,2,24
818,2,3,20000,4,8,18,1,1,2,2,2,2,1,2,1996,  ,2, ,1,2,1, ,12,2,1, , ,168,7,12,4,1,1,1,1,2,2,2,100, ,80,100,150.2,2,24
819,2,4,16250,4,4,23,1,1,2,2,2,2,3,1,1969,  ,2, ,8,4,2,2,12,1,2,1,1,81,5,50,6,1,2,1,1,1,2,2,100, ,100,100,120.66,1,8
820,3,5,1500000,10,6,16,1,1,1,2,2,2,5,10,1983,  ,1,1,1,2,1, ,12,2,1, , ,168,7,1014,10,1,1,1,1,1,2,1,100, ,100,100,7.97,1,18
821,4,9,18750,4,6,2,1,1,2,2,2,2,4,1,1985,  ,2, ,3,3,2,2,12,1,2,1,1,60,4,40,5,1,1,1,2,2,2,2,100, ,100,100,352.83,2,43
822,1,2,325000,8,5,2,1,2,2,2,1,2,3,992,1970,  ,2, ,62,7,2,2,12,1,1, , ,168,7,2500,11,1,1,1,1,2,2,2,100, ,90,100,16.34,2,1
823,3,5,5000,2,6,2,1,2,2,2,2,2,3,1,1987,  ,1,3,1,2,1, ,12,2,2,1,1,67,5,22,5,1,2,1,1,2,2,2,100, ,100,98,415.87,1,14
824,1,2,1800000,10,2,2,1,1,1,2,2,2,3,992,1926,  ,2, ,44,6,1, ,12,1,2,1,1,55,4,2750,11,1,1,1,1,1,2,1,100, ,70,75,14.51,2,38
825,2,4,7500,3,7,2,1,2,2,2,2,2,1,1,1995,  ,1,2,1,2,1, ,12,2,2,1,1,88,6,11,4,1,2,1,2,2,2,2,100, ,100,100,234.25,2,30
826,3,5,60000,6,4,11,1,2,2,2,2,2,4,2,1960,  ,2, ,1,2,1, ,12,2,2,1,2,40,3,1,2,2,2,2,2,2,2,2,   , ,   ,100,192.41,2,31
827,3,7,4500,2,6,91,1,1,2,2,2,2,4,1,1980,  ,2, ,1,2,1, ,12,2,2,1,1,72,5,4,2,1,1,1,1,2,2,2,100, ,50,100,464.46,1,3
828,3,6,23750,4,8,5,1,2,2,1,2,2,5,1,1998,  ,2, ,1,2,1, ,12,2,2,1,2,50,4,12,4,1,2,1,1,2,2,2,33, ,33,33,508.13,2,2
829,2,3,300000,8,8,5,1,1,2,2,2,2,2,2,1996,  ,2, ,1,2,1, ,12,2,2,1,1,85,6,300,8,1,2,1,1,2,2,2,100, ,15,100,39.3,1,7
830,4,8,18750,4,5,12,1,1,2,2,2,2,2,1,1972,  ,2, ,3,3,2,1,12,2,2,2,1,15,2,2,2,1,1,1,2,2,2,2,100, ,80,95,464.4,2,10
831,3,7,9500,3,2,26,1,1,2,2,2,2,5,1,1945,  ,1,3,2,3,1, ,12,2,2,1,1,40,3,12,4,1,1,1,2,2,2,2,75, ,75,60,211.54,2,33
832,1,2,1800000,10,2,16,1,1,1,2,2,2,3,6,1924,  ,2, ,1,2,1, ,12,2,1, , ,168,7,2000,10,1,1,1,1,1,2,2,100, ,100,95,14.37,2,17
833,2,4,25000,4,2,26,1,2,2,1,2,2,1,2,1929,  ,2, ,3,3,1, ,12,1,2,1,1,112,6,21,5,1,1,1,1,2,2,2,40, ,10,40,224.3,1,31
834,4,8,180000,7,3,13,1,2,2,2,2,1,2,3,1959,  ,1,1,1,2,1, ,12,2,2,1,1,105,6,30,5,1,2,1,1,1,2,2,100, ,100,100,169.2,1,10
835,3,6,60000,6,3,14,1,1,2,2,2,2,4,2,1959,  ,1,2,1,2,2,2,10,2,2,1,2,45,3,40,5,1,2,1,1,1,2,2,100, ,100,100,441.66,2,24
836,3,7,2250,2,5,2,1,2,2,2,2,2,5,1,1975,  ,2, ,1,2,2,2,12,2,2,1,1,45,3,6,3,1,2,1,1,2,2,2,100, ,100,100,592.96,1,33
837,2,3,13750,4,4,12,1,1,2,2,2,2,2,2,1961,  ,2, ,1,2,1, ,12,2,2,2,1,18,2,3,2,1,2,1,1,2,2,2,50, ,100,100,464.4,2,9
838,2,3,110000,7,8,2,1,1,2,2,2,2,2,3,1997,  ,2, ,1,2,2,2,12,2,2,1,2,50,4,350,8,1,2,1,1,2,2,2,100, ,100,90,43.63,1,34
839,4,9,25000,4,7,14,1,1,2,2,2,2,4,2,1995,  ,2, ,5,3,1, ,12,2,2,1,1,72,5,30,5,1,2,1,1,1,2,2,60, ,60,75,193.53,2,21
840,4,9,2000,2,4,2,1,1,2,2,2,2,3,1,1960,  ,1,3,2,3,1, ,12,2,2,1,2,45,3,3,2,1,2,1,1,2,2,2,100, ,60,100,6693.58,1,29
841,4,9,100001,7,5,14,1,1,2,2,2,2,4,5,1974,  ,1,2,1,2,1, ,12,2,2,1,1,80,5,85,6,1,2,1,1,2,2,1,100, ,100,90,114.4,1,16
842,2,3,2500,2,2,5,1,2,2,2,2,2,2,1,1926,  ,2, ,1,2,1, ,12,1,2,3,2,0,1,1,2,2,2,2,2,2,2,2,   , ,   ,   ,6765.32,2,7
843,3,5,120000,7,6,2,1,1,2,2,2,2,3,7,1983,  ,2, ,3,3,2,1,12,2,2,1,1,114,6,500,9,1,1,1,1,2,2,2,100, ,95,100,123.3,2,29
844,4,9,3000,2,6,14,1,1,2,2,2,2,4,1,1984,  ,1,3,1,2,1, ,10,2,2,1,2,35,2,13,4,1,2,1,2,2,2,2,100, ,100,100,2702.7,1,21
845,4,9,25000,4,5,12,1,1,2,2,2,2,3,2,1972,  ,2, ,1,2,1, ,12,2,2,1,1,45,3,10,4,1,1,1,1,2,2,2,100, ,100,15,211.49,1,29
846,1,1,22500,4,8,18,1,1,2,2,2,2,2,1,1998,  ,1,1,1,2,1, ,12,1,1, , ,168,7,10,4,1,1,2,1,2,2,2,100, ,   ,100,29.17,1,24
847,2,3,225000,8,6,14,1,2,1,2,1,2,2,5,1981,  ,1,2,1,2,1, ,12,2,2,1,1,93,6,200,7,1,1,1,1,2,2,1,95, ,95,95,26.67,1,7
848,3,5,42500,5,8,5,1,1,2,2,2,2,3,1,1998,  ,2, ,1,2,2,2,12,2,2,1,1,69,5,35,5,1,1,1,2,2,2,2,100, ,6,100,129.82,1,36
849,2,3,150000,7,5,14,1,1,2,2,2,2,2,2,1973,  ,1,3,1,2,1, ,12,2,2,1,2,38,2,72,6,1,2,1,1,1,2,1,100, ,65,95,171.57,1,16
850,3,7,2000,2,3,25,1,2,2,2,2,2,5,1,1955,  ,2, ,1,2,2,2,5,1,2,2,1,45,3,1,2,2,2,1,2,2,2,2,   , ,75,50,6388.07,1,42
851,4,9,45000,5,6,2,1,2,2,2,2,2,4,2,1988,  ,2, ,19,5,1, ,12,2,1, , ,168,7,94,6,1,2,1,2,2,2,2,75, ,75,100,141.08,1,41
852,2,3,27500,5,8,7,1,1,2,2,2,2,2,2,1999,4,1,2,1,2,2,2,2,1,1, , ,168,7,4,2,1,2,1,1,2,2,2,100, ,95,90,149.35,1,16
853,2,4,85000,6,6,5,1,1,2,2,2,2,1,1,1980,  ,2, ,11,5,2,2,12,1,2,1,1,50,4,300,8,1,2,1,1,2,1,2,100, ,70,100,206.86,2,8
854,2,3,16250,4,3,25,1,2,1,1,2,2,1,1,1950,  ,2, ,1,2,1, ,12,2,2,1,1,55,4,11,4,1,1,1,1,2,2,2,100, ,9,95,505.68,1,34
855,2,3,75000,6,6,16,1,2,2,2,1,2,2,4,1989,  ,2, ,2,3,1, ,12,2,1, , ,168,7,80,6,1,2,1,1,2,2,2,100, ,100,100,187.38,1,16
856,2,3,4000,2,2,25,1,1,2,2,2,2,1,2,1940,  ,2, ,1,2,1, ,12,2,2,1,1,48,3,7,3,1,1,1,2,2,2,2,50, ,50,55,482.42,2,23
857,4,9,35000,5,4,2,1,2,2,2,2,2,4,4,1967,  ,2, ,1,2,1, ,12,2,2,1,1,75,5,50,6,1,2,1,2,2,2,2,80, ,70,80,169.98,2,41
858,4,9,140000,7,2,5,1,2,2,1,2,2,4,1,1945,  ,2, ,1,2,1, ,12,2,2,1,1,120,6,50,6,1,2,1,1,2,1,2,10, ,10,100,180.3,2,36
859,2,3,130000,7,3,13,1,1,2,2,2,2,2,7,1953,  ,2, ,3,3,1, ,12,1,2,1,1,83,5,75,6,1,1,1,1,1,2,2,100, ,80,90,97.75,1,26
860,3,5,25001,5,7,23,1,1,2,2,2,2,4,2,1995,  ,2, ,7,4,2,2,12,2,2,9,1,50,4,36,5,1,2,1,1,1,2,2,100, ,100,100,672.26,1,7
861,2,4,85000,6,2,14,1,2,2,1,2,2,3,1,1932,  ,2, ,1,2,1, ,10,2,2,1,2,40,3,65,6,1,1,1,2,1,2,2,100, ,75,90,160.41,1,41
862,3,5,60000,6,6,23,1,1,2,2,2,2,5,2,1988,  ,2, ,17,5,2,1,12,2,2,1,2,50,4,80,6,2,2,1,2,1,2,2,   , ,80,70,492.4,2,40
863,3,5,2250,2,7,26,1,2,1,2,2,2,3,1,1995,  ,2, ,1,2,1, ,12,2,2,1,2,40,3,1,2,1,2,2,2,2,2,2,70, ,   ,100,12791.31,1,43
864,3,5,2000,2,6,25,1,2,2,2,2,2,4,2,1985,  ,2, ,1,2,1, ,12,2,2,1,1,84,5,3,2,1,2,1,2,2,2,2,100, ,100,90,5764.94,2,19
865,2,4,27500,5,4,2,1,1,1,2,2,2,1,3,1962,  ,1,3,1,2,1, ,12,2,2,1,2,80,5,90,6,1,2,1,1,2,2,1,100, ,90,100,340.24,1,29
866,4,9,7000,3,7,23,1,1,2,2,2,2,4,1,1995,  ,2, ,3,3,2,2,12,2,2,1,1,70,5,28,5,1,2,1,1,1,2,2,100, ,100,100,791.83,2,11
867,3,5,16250,4,5,2,1,1,2,2,2,2,4,1,1975,  ,2, ,1,2,2,2,12,2,2,1,2,50,4,70,6,1,2,1,1,2,2,2,100, ,100,100,352.62,2,43
868,4,9,17500,4,2,13,1,1,2,2,2,2,3,5,1930,  ,2, ,1,2,1, ,12,2,2,1,2,62,5,22,5,1,1,2,1,1,2,2,100, ,   ,80,352.1,1,29
869,2,3,850000,9,4,16,1,1,1,2,2,2,2,8,1965,  ,2, ,1,2,1, ,12,2,1, , ,168,7,2000,10,1,1,1,1,1,2,1,100, ,97,80,8.37,2,2
870,1,2,225000,8,5,7,1,1,2,2,2,1,2,11,1973,  ,1,3,6,4,1, ,12,2,2,1,1,56,4,700,9,1,2,1,1,2,2,1,95, ,95,100,34.17,1,27
871,3,5,140000,7,8,25,1,1,2,1,2,1,4,1,1999,4,2, ,4,3,1, ,1,1,1, , ,168,7,293,8,1,1,2,1,1,2,2,100, ,   ,100,40.78,2,43
872,3,6,100001,7,8,25,1,2,1,2,2,2,4,1,1998,  ,2, ,1,2,1, ,12,2,2,1,1,92,6,80,6,1,2,1,1,2,2,1,95, ,95,95,40.78,1,39
873,4,9,16250,4,1,18,1,1,2,2,2,2,4,4,1898,  ,2, ,1,2,2,2,12,2,1, , ,168,7,2,2,1,2,2,1,1,2,2,40, ,   ,100,196.29,2,20
874,4,9,130000,7,8,2,1,1,2,2,2,2,4,5,1999,4,2, ,2,3,1, ,1,1,2,1,2,48,3,250,8,1,2,1,1,2,2,2,100, ,100,90,40.03,2,21
875,1,2,8000,3,4,12,1,1,2,2,2,2,3,2,1962,  ,2, ,1,2,1, ,12,2,2,2,1,9,2,1,2,1,2,1,1,1,2,2,100, ,5,40,436.8,2,2
876,3,5,45000,5,5,18,1,1,2,2,2,2,5,8,1974,  ,2, ,1,2,1, ,12,2,1, , ,168,7,20,5,1,2,1,1,2,2,2,100, ,100,100,148.5,2,1
877,2,4,140000,7,5,2,1,1,2,2,2,2,2,3,1977,  ,2, ,3,3,2,2,12,2,2,1,1,60,4,600,9,1,1,1,1,1,2,2,100, ,100,100,123.3,2,36
878,3,7,500000,8,6,8,1,1,2,2,2,2,5,992,1989,  ,2, ,60,7,2,1,12,2,2,1,1,61,5,1000,10,1,1,1,1,2,2,2,90, ,90,100,9.37,1,27
879,4,9,17500,4,4,25,1,2,2,1,2,2,3,2,1962,  ,2, ,1,2,1, ,12,2,2,1,1,70,5,20,5,1,2,1,1,2,2,2,100, ,16,80,416.42,2,35
880,2,3,25000,4,3,14,1,1,2,2,2,2,2,2,1954,  ,1,3,1,2,1, ,10,2,2,1,2,45,3,25,5,1,2,1,1,1,2,2,100, ,20,90,184.6,1,26
881,2,4,170000,7,6,5,1,2,2,2,1,1,3,3,1981,  ,2, ,1,2,1, ,12,2,1, , ,168,7,18,4,1,1,1,1,2,1,2,100, ,2,100,125.51,1,44
882,4,9,250000,8,2,2,1,1,2,2,2,2,4,7,1935,  ,1,1,1,2,1, ,12,2,2,1,2,55,4,500,9,1,2,2,1,2,2,2,90, ,   ,90,14.49,2,23
883,1,2,90000,6,1,13,1,2,2,2,1,2,3,6,1863,  ,2, ,1,2,1, ,12,2,2,1,1,100,6,26,5,1,2,1,1,2,2,2,100, ,100,100,235.19,1,33
884,3,6,45000,5,7,5,1,1,2,2,2,2,4,1,1995,  ,2, ,2,3,1, ,12,2,1, , ,168,7,60,6,1,1,1,1,2,1,2,75, ,75,100,506.1,2,39
885,3,5,55000,6,7,13,1,1,2,2,2,2,3,3,1990,  ,1,2,1,2,1, ,12,2,2,1,1,115,6,50,6,1,1,1,1,2,2,2,100, ,100,100,202.56,2,33
886,2,4,275000,8,3,14,1,1,2,2,2,2,3,1,1959,  ,1,2,1,2,1, ,11,1,2,1,1,70,5,164,7,1,1,1,1,1,2,1,100, ,30,95,32.51,1,8
887,3,5,120000,7,8,23,1,1,2,2,2,2,3,1,1996,  ,2, ,20,5,2,2,12,2,2,1,1,84,5,700,9,1,1,1,2,1,2,2,100, ,100,100,47.53,2,5
888,3,6,15000,4,6,2,1,2,2,2,2,2,4,1,1984,  ,2, ,5,3,2,2,12,2,2,1,1,70,5,41,5,1,2,1,1,2,2,2,100, ,100,100,3494.37,1,2
889,3,7,5000,2,7,4,1,2,2,1,2,2,5,1,1993,  ,2, ,1,2,1, ,12,2,2,1,2,40,3,27,5,1,1,1,1,2,1,2,100, ,100,100,9528.05,2,42
890,3,5,70000,6,4,23,1,2,2,2,2,2,5,1,1964,  ,2, ,12,5,2,2,12,2,1, , ,168,7,175,7,1,2,1,1,1,2,1,100, ,100,100,139.44,2,38
891,3,5,11250,4,1,2,1,1,2,2,2,2,3,3,1902,  ,2, ,1,2,1, ,12,2,2,1,2,40,3,4,2,1,2,1,1,2,2,2,75, ,75,60,5678.98,2,44
892,3,5,45000,5,6,2,1,2,2,2,2,2,3,2,1985,  ,2, ,3,3,2,2,12,1,1, , ,168,7,60,6,1,2,1,1,2,2,2,100, ,100,96,170.27,2,26
893,2,3,6000,3,3,13,1,1,2,2,2,2,1,2,1955,  ,2, ,1,2,1, ,12,2,2,1,1,77,5,3,2,1,2,1,1,2,2,2,100, ,70,70,576.19,1,34
894,1,2,65000,6,8,6,1,1,2,2,2,2,2,2,1998,  ,2, ,2,3,2,2,12,2,2,1,1,126,6,55,6,1,2,1,1,1,2,2,100, ,90,100,33.92,1,37
895,4,9,120000,7,7,25,1,1,2,2,2,2,4,1,1991,  ,2, ,3,3,1, ,12,2,1, , ,168,7,125,7,1,2,1,1,1,2,2,100, ,100,100,132.14,1,21
896,3,7,4250,2,6,26,1,1,2,2,2,2,5,1,1980,  ,2, ,1,2,2,2,12,2,2,1,1,55,4,3,2,1,1,1,1,2,1,2,100, ,100,100,6388.07,2,4
897,1,2,5500,3,1,13,1,1,2,2,2,2,3,4,1904,  ,2, ,2,3,1, ,12,1,2,1,1,60,4,2,2,1,2,1,1,2,2,2,33, ,20,33,490.14,2,17
898,3,6,8500,3,4,18,1,2,2,2,2,2,4,2,1968,  ,2, ,1,2,1, ,12,2,1, , ,168,7,8,3,1,2,1,1,2,2,2,100, ,100,100,221.52,1,39
899,4,8,15000,4,5,12,1,2,2,1,2,2,2,1,1973,  ,2, ,1,2,1, ,12,2,2,2,1,36,2,0,1,1,1,1,1,2,2,2,100, ,60,100,464.4,2,10
900,1,1,13750,4,1,25,1,2,1,2,2,2,2,3,1900,  ,2, ,1,2,1, ,12,2,2,1,1,62,5,7,3,1,2,1,2,2,2,2,100, ,33,50,132.8,1,20
901,4,8,17500,4,3,13,1,1,2,2,2,2,2,3,1956,  ,2, ,8,4,1, ,12,2,2,1,2,40,3,0,1,1,2,2,1,2,2,2,100, ,   ,50,464.4,1,6
902,1,1,700000,9,7,2,1,2,1,2,2,2,2,992,1991,  ,2, ,29,6,1, ,12,2,2,1,1,60,4,2107,10,1,2,1,1,2,2,1,75, ,75,100,9.37,2,6
903,3,5,250000,8,8,18,1,2,1,1,2,2,4,7,1999,3,2, ,1,2,1, ,6,1,1, , ,168,7,80,6,1,2,1,1,1,2,1,80, ,70,90,27.68,2,31
904,3,7,600000,9,6,2,1,1,2,2,2,2,4,4,1980,  ,2, ,10,4,1, ,12,1,2,1,2,60,4,2400,10,1,2,1,1,1,2,2,100, ,95,90,108.28,1,3
905,3,7,15000,4,1,25,1,1,2,2,2,2,5,2,1900,  ,2, ,1,2,1, ,12,2,2,1,1,60,4,4,2,1,1,1,2,2,2,2,100, ,60,50,478.12,2,33
906,4,9,275000,8,8,14,1,1,2,2,2,2,3,2,1996,  ,1,1,1,2,1, ,12,1,2,1,1,60,4,185,7,1,1,1,1,1,2,2,100, ,100,90,14.29,1,29
907,2,3,65000,6,3,2,1,1,2,2,2,2,2,2,1957,  ,2, ,1,2,1, ,12,2,2,1,2,112,6,300,8,1,1,1,1,1,2,2,95, ,95,90,211.26,1,12
908,1,1,180000,7,2,14,1,1,1,2,2,2,2,3,1933,  ,1,3,1,2,2,2,6,1,2,1,2,40,3,61,6,1,2,2,1,1,2,2,100, ,   ,50,87.17,1,20
909,2,3,65000,6,1,14,1,1,2,2,2,2,3,3,1916,  ,1,3,1,2,2,1,12,2,2,1,1,80,5,31,5,1,2,1,1,1,2,2,100, ,10,100,156.82,2,16
910,3,7,45000,5,7,13,1,1,2,2,2,2,5,1,1994,  ,2, ,1,2,1, ,12,2,2,1,1,110,6,35,5,1,1,1,1,1,2,2,99, ,98,99,541.3,2,42
911,1,1,60000,6,1,25,1,1,2,2,2,2,2,4,1895,  ,2, ,4,3,2,2,12,1,2,1,1,71,5,25,5,1,2,1,1,2,1,2,100, ,75,75,267.66,1,30
912,4,9,40000,5,5,23,1,2,2,2,2,2,4,1,1978,  ,2, ,3,3,2,2,12,2,2,1,1,50,4,10,4,2,2,1,1,2,2,2,   , ,100,100,169.65,2,37
913,4,9,300000,8,5,5,1,1,2,2,2,2,4,2,1972,  ,2, ,1,2,1, ,12,2,2,1,1,7,2,98,6,1,1,2,1,2,1,2,100, ,   ,98,125.51,2,34
914,4,9,7500,3,3,25,1,1,2,2,2,2,4,1,1947,  ,2, ,1,2,1, ,12,2,2,1,1,54,4,5,3,1,2,2,2,2,2,2,100, ,   ,70,436.17,2,21
915,4,9,1250,2,4,1,1,2,2,2,2,2,4,1,1960,  ,2, ,1,2,1, ,2,1,2,3,2,0,1,0,1,2,2,2,2,2,2,2,   , ,   ,   ,5984.84,2,11
916,2,4,275000,8,4,18,1,1,2,2,2,2,1,6,1969,  ,2, ,1,2,1, ,12,2,1, , ,168,7,125,7,1,1,1,1,1,2,2,100, ,100,50,16.36,2,15
917,4,8,42500,5,3,18,1,1,2,2,2,2,5,2,1955,  ,2, ,2,3,1, ,12,2,1, , ,168,7,15,4,1,2,1,1,2,2,2,60, ,60,60,944.16,2,42
918,3,7,200000,7,8,25,1,2,2,2,2,2,5,1,1998,  ,2, ,5,3,1, ,12,2,1, , ,168,7,200,7,1,2,1,1,1,2,2,95, ,95,100,30.83,2,42
919,2,3,47500,5,4,17,1,2,2,1,2,2,3,1,1963,  ,2, ,1,2,1, ,12,2,1, , ,168,7,45,5,1,1,1,1,1,2,1,100, ,100,100,157.06,2,28
920,2,3,750000,9,2,16,1,1,2,2,1,2,2,991,1925,  ,2, ,1,2,1, ,12,2,1, , ,168,7,100,7,1,2,2,1,1,2,2,100, ,   ,90,125.51,1,32
921,4,8,4500,2,4,1,1,2,2,2,2,2,2,1,1960,  ,2, ,0,1, , ,0,1, , , ,0,1,0,1,2,2,2,2,2,2,2,   , ,   ,   ,490.14,2,10
922,2,3,325000,8,2,14,1,1,2,2,2,2,2,4,1923,  ,2, ,1,2,1, ,12,2,2,1,1,52,4,200,7,1,1,1,1,1,2,2,90, ,40,90,88.2,1,9
923,2,3,55000,6,3,25,1,1,2,2,2,2,2,2,1950,  ,2, ,1,2,1, ,12,2,2,1,1,65,5,63,6,1,1,1,1,2,2,2,75, ,50,90,214.28,2,5
924,3,6,60000,6,6,18,1,1,2,2,2,2,3,2,1985,  ,2, ,1,2,1, ,12,2,1, , ,168,7,6,3,1,2,1,1,2,2,2,100, ,100,100,188.47,1,12
925,4,9,17500,4,4,13,1,1,2,2,2,2,3,1,1961,  ,1,3,1,2,1, ,10,1,2,1,1,65,5,3,2,1,1,2,1,2,2,2,100, ,   ,100,151.77,1,43
926,2,3,8000,3,6,13,1,1,2,2,2,2,3,1,1988,  ,2, ,1,2,1, ,12,2,2,1,1,4,2,4,2,1,1,1,1,2,2,2,100, ,90,75,450.8,2,16
927,1,2,30000,5,4,5,1,1,2,1,2,2,3,1,1966,  ,2, ,1,2,1, ,12,2,2,1,2,60,4,12,4,1,2,1,1,2,2,2,20, ,5,100,202.68,1,23
928,2,3,16250,4,3,14,1,1,2,2,2,2,3,1,1957,  ,1,3,1,2,1, ,11,2,2,1,2,50,4,16,4,1,2,1,1,1,2,2,100, ,4,100,173.78,2,16
929,4,9,18750,4,5,12,1,1,2,2,2,2,4,1,1972,  ,2, ,1,2,1, ,12,2,2,2,1,10,2,1,2,1,2,1,1,2,2,2,100, ,100,75,464.4,1,11
930,4,9,3250,2,1,25,1,2,2,2,2,2,3,2,1910,  ,2, ,1,2,2,2,12,2,2,1,1,67,5,10,4,1,2,1,1,2,2,2,90, ,90,100,698.25,1,40
931,3,7,190000,7,8,1,1,2,2,2,2,2,5,4,1999,4,2, ,1,2,2,2,0,1, , , ,0,1,0,1,1,2,1,2,2,2,2,20, ,100,   ,20.92,1,19
932,3,5,45000,5,8,2,1,1,1,2,2,2,5,2,1998,  ,1,3,1,2,1, ,12,2,1, , ,168,7,10,4,2,1,1,1,1,2,1,   , ,100,100,212.55,2,9
933,3,7,17500,4,4,25,1,1,2,2,2,2,5,1,1967,  ,2, ,1,2,1, ,12,2,2,1,1,63,5,42,5,1,2,1,1,2,2,2,100, ,50,100,478.12,2,42
934,4,9,70000,6,4,14,1,1,1,2,2,2,3,2,1968,  ,1,3,1,2,1, ,12,2,2,1,1,100,6,44,5,1,1,2,1,1,2,2,100, ,   ,90,118.21,1,29
935,1,1,60000,6,1,1,2,2,2,2,2,2,2,5,1916,  ,2, ,0,1, , ,0,1, , , ,0,1,0,1,2,2,2,2,2,2,2,   , ,   ,   ,202.68,2,36
936,4,8,60000,6,3,18,1,2,2,2,2,1,2,4,1958,  ,2, ,1,2,1, ,12,2,1, , ,168,7,1,2,1,2,1,1,2,2,2,100, ,100,100,157.06,2,10
937,2,3,18750,4,5,5,1,2,2,1,2,2,2,2,1975,  ,2, ,6,4,2,2,12,1,2,1,2,50,4,14,4,1,2,1,2,2,2,2,70, ,20,90,233.83,1,26
938,3,7,12500,4,2,14,1,1,2,2,2,2,5,2,1931,  ,1,3,1,2,1, ,12,2,2,1,2,45,3,13,4,1,1,1,1,2,2,2,100, ,100,100,463.55,2,15
939,1,2,200000,7,3,23,1,1,2,2,2,2,2,1,1950,  ,2, ,15,5,2,1,12,2,2,1,1,98,6,120,7,1,2,1,1,1,2,2,90, ,90,100,32.67,1,37
