PUBID7   ,REGION7  ,CENDIV7  ,SQFT7    ,SQFTC7   ,YRCONC7  ,PBA7     ,ELUSED7  ,NGUSED7  ,FKUSED7  ,PRUSED7  ,STUSED7  ,HWUSED7  ,FKTYPFO7 ,FKTYPDS7 ,FKTYPKR7 ,ABLEGEN7 ,ELHT17   ,NGHT17   ,FKHT17   ,PRHT17   ,STHT17   ,HWHT17   ,ELHT27   ,NGHT27   ,FKHT27   ,PRHT27   ,STHT27   ,HWHT27   ,ELCOOL7  ,NGCOOL7  ,FKCOOL7  ,PRCOOL7  ,STCOOL7  ,HWCOOL7  ,ELWATR7  ,NGWATR7  ,FKWATR7  ,PRWATR7  ,STWATR7  ,HWWATR7  ,ELCOOK7  ,NGCOOK7  ,FKCOOK7  ,PRCOOK7  ,STCOOK7  ,HWCOOK7  ,ELMANU7  ,NGMANU7  ,FKMANU7  ,PRMANU7  ,STMANU7  ,HWMANU7  ,NGGENR7  ,FKGENR7  ,PRGENR7  ,GENUSE7  ,NGOTH7   ,FKOTH7   ,PROTH7   ,STOTH7   ,HWOTH7   ,ELLOCUT7 ,ELNONLU7 ,ELOTSRC7 ,ELLUPCT7 ,NGLOCUT7 ,NGOTSRC7 ,ADJWT7   ,PAIR7    ,STRATUM7
00107,3,7, 350000.00,08,08,14,1,1,2,2,2,1, , , ,2,2,2, , , ,1,1,1, , , ,2,1,2, , , ,2,2,1, , , ,2,1,1, , , ,2,2,2, , , ,2,2, , , , , , , , ,1,2,2,   ,1,2,    4.90,1,04
00108,3,6,  25000.00,04,06,13,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  437.18,2,39
00109,3,6,  17500.00,04,04,13,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  331.45,1,24
00110,1,2, 500000.00,08,05,02,1,2,2,2,1,2, , , ,1,2, , , ,1, ,2, , , ,2, ,1, , , ,2, ,2, , , ,1, ,2, , , ,2, ,2, , , ,2, , , , , , , , , , ,1,2,2,   , , ,    8.04,2,35
00111,2,3,  90000.00,06,04,05,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  256.09,1,16
00112,4,8,  25001.00,05,06,05,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,1,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  185.56,2,19
00113,4,9, 130000.00,07,04,91,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  125.51,2,37
00114,3,5,  32500.00,05,04,23,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,1, , , , ,1,2, , , , ,1,2, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  672.26,2,08
00115,4,9,  35000.00,05,03,26,1,1,1,2,2,2,1,2,2,2,2,1,2, , , ,1,2,1, , , ,2,2,2, , , ,1,2,2, , , ,2,2,2, , , ,2,2,2, , , ,2,2, , , , , , , ,1,2,2,   ,1,2,  150.02,1,43
00116,3,7,  45000.00,05,07,08,1,1,2,2,2,2, , , ,1,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  147.14,2,03
00117,3,5,  22500.00,04,06,91,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  211.49,1,44
00118,2,4,   1500.00,02,06,15,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,1, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , , 3494.37,2,41
00119,3,5, 120000.00,07,05,23,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,1, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  116.06,1,38
00120,3,7,  20000.00,04,04,23,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  420.46,1,04
00121,4,9, 150000.00,07,05,16,1,2,1,2,1,2,1,2,2,1,2, ,2, ,1, ,2, ,2, ,2, ,1, ,2, ,2, ,2, ,2, ,1, ,2, ,2, ,2, ,2, ,2, ,2, , ,1, ,1, , , , , ,1,2,2,   , , ,   28.73,2,18
00122,2,3, 450000.00,08,08,91,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,1,1, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,   43.63,2,32
00123,2,3, 130000.00,07,03,13,1,2,2,2,1,2, , , ,1,2, , , ,1, ,2, , , ,2, ,2, , , ,2, ,2, , , ,1, ,1, , , ,1, ,2, , , ,2, , , , , , , , , , ,1,2,2,   , , ,   26.67,2,34
00124,3,7,   3500.00,02,02,25,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 5570.99,2,15
00125,3,5,  37500.00,05,04,13,1,1,2,2,2,1, , , ,2,2,1, , , ,2,2,2, , , ,1,1,2, , , ,2,2,2, , , ,2,2,2, , , ,2,2,2, , , ,2,2, , , , , , , , ,1,2,2,   ,1,2,  182.58,1,33
00126,4,9,  30000.00,05,02,05,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,1, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  185.69,2,36
00127,3,5, 120000.00,07,07,25,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,1, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  141.67,1,14
00128,4,8,  15000.00,04,03,14,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 2898.57,2,35
00129,3,7, 110000.00,07,04,18,1,1,2,2,1,2, , , ,2,2,2, , ,1, ,2,2, , ,2, ,2,2, , ,2, ,2,2, , ,1, ,2,1, , ,1, ,2,2, , ,2, ,2, , , , , , , , ,1,2,2,   ,1,2,   31.41,2,42
00130,2,3,   9000.00,03,01,12,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,2,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  461.36,1,02
00131,1,1, 100001.00,07,07,25,1,1,2,2,2,2, , , ,1,1,2, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,1, , ,1, , , , , ,1,2,2,   ,1,2,   34.55,2,20
00132,3,7,  15000.00,04,04,13,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 2741.21,2,03
00133,2,4,  13750.00,04,03,01,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,2, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  518.39,2,41
00134,4,9,  10000.00,03,05,13,1,1,2,2,2,2, , , ,2,2,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  709.42,1,41
00135,3,6,   5500.00,03,04,08,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,1,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  352.83,1,39
00136,2,3,   5000.00,02,07,05,1,2,2,1,2,2, , , ,2,2, , ,1, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , ,2, , , , , , ,1,2,2,   , , ,13279.23,1,26
00137,3,6,  18750.00,04,03,12,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  449.97,2,02
00138,4,9, 300000.00,08,08,07,1,1,1,2,2,2,2,1,2,1,2,1,2, , , ,2,2,1, , , ,1,2,2, , , ,2,1,2, , , ,2,1,2, , , ,1,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,   28.25,1,29
00139,2,3, 300000.00,08,07,91,1,1,2,1,2,2, , , ,2,2,2, ,2, , ,2,2, ,2, , ,2,2, ,2, , ,2,2, ,2, , ,2,2, ,2, , ,1,1, ,2, , ,2, ,2, , , ,1, , ,1,2,2,   ,2,1,   91.57,1,21
00140,4,9, 300000.00,08,04,01,1,2,2,2,1,2, , , ,2,2, , , ,1, ,2, , , ,2, ,2, , , ,2, ,2, , , ,2, ,2, , , ,2, ,2, , , ,2, , , , , , , , , , ,1,2,2,   , , ,   14.12,1,29
00141,2,3, 100001.00,07,08,14,1,1,2,2,2,2, , , ,1,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,1,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,   29.17,1,38
00142,2,3,  22500.00,04,02,14,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  205.09,1,07
00143,2,3,  20000.00,04,07,05,1,1,2,2,2,2, , , ,1,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,9,9,  440.18,1,34
00144,2,3,   5500.00,03,02,25,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  492.06,1,07
00145,1,2, 300000.00,08,05,24,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,   16.06,1,17
00146,4,8,   9500.00,03,04,13,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,2,1,2,   ,1,2, 5494.32,1,30
00147,4,8,  10001.00,04,02,14,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  437.18,1,30
00148,1,1,  60000.00,06,04,02,1,2,1,1,2,2,1,2,2,1,2, ,1,2, , ,2, ,2,2, , ,2, ,2,2, , ,2, ,2,2, , ,2, ,2,2, , ,2, ,2,2, , , ,2,1,1, , , , , ,1,2,2,   , , ,  551.87,1,30
00149,1,2,  85000.00,06,01,02,1,2,1,2,2,2,1,2,2,2,2, ,1, , , ,2, ,2, , , ,1, ,2, , , ,2, ,1, , , ,2, ,2, , , ,1, ,2, , , , ,2, , , , , , , ,1,2,2,   , , ,  188.42,1,34
00150,4,9,  12500.00,04,05,14,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,9,9,9,   ,1,2,  464.40,2,28
00151,3,5,   9500.00,03,02,15,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,1, 3494.37,1,07
00152,2,3,  40000.00,05,03,15,1,2,2,2,1,1, , , ,2,2, , , ,1,2,2, , , ,2,2,1, , , ,2,2,2, , , ,2,1,2, , , ,1,2,2, , , ,2,2, , , , , , , , , ,1,2,2,   , , ,  157.06,1,22
00153,2,3, 100001.00,07,01,02,1,2,2,2,1,2, , , ,2,2, , , ,1, ,2, , , ,2, ,1, , , ,2, ,2, , , ,1, ,2, , , ,2, ,2, , , ,2, , , , , , , , , , ,1,2,2,   , , ,   26.67,2,34
00154,3,6,  45000.00,05,06,18,1,1,2,2,2,2, , , ,1,1,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,1, , ,1, , , , , ,1,2,2,   ,1,2,  350.45,2,24
00155,1,1, 130000.00,07,07,14,1,2,1,1,2,2,1,2,2,2,2, ,1,2, , ,1, ,2,2, , ,1, ,2,2, , ,2, ,1,2, , ,2, ,2,1, , ,2, ,2,2, , , ,2,2, , , , , , ,1,2,2,   , , ,  145.77,1,25
00156,1,2,  13750.00,04,03,06,1,1,2,2,2,2, , , ,1,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,2,1, 2911.94,2,38
00157,4,8,   5001.00,03,03,12,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  464.40,1,30
00158,3,6,  12500.00,04,06,25,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  478.12,1,39
00159,1,2, 325000.00,08,06,02,1,1,1,2,2,2,1,2,2,1,2,1,2, , , ,2,2,2, , , ,1,2,2, , , ,1,2,2, , , ,2,1,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,2,1,2,   ,2,1,   15.37,1,41
00160,3,6, 300000.00,08,03,02,1,2,1,2,1,2,7,7,7,1,2, ,2, ,1, ,2, ,2, ,2, ,1, ,2, ,2, ,1, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, , ,1, ,1, , , , , ,2,2,1,   , , ,   18.10,2,39
00161,3,6, 110000.00,07,06,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  193.71,1,24
00162,4,9, 200000.00,07,04,14,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  515.59,2,10
00163,2,3, 250000.00,08,03,05,1,1,2,1,2,2, , , ,2,2,1, ,2, , ,2,2, ,2, , ,1,2, ,2, , ,1,2, ,2, , ,2,2, ,2, , ,2,2, ,2, , ,2, ,2, , , ,1, , ,1,2,2,   ,1,2,  136.30,1,07
00164,3,6,  10000.00,03,06,02,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 2911.94,2,12
00165,4,9,  15000.00,04,03,05,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,1,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  216.49,2,36
00166,2,3, 800000.00,09,06,24,1,1,1,2,2,2,2,1,2,1,2,1,2, , , ,1,2,2, , , ,1,2,2, , , ,2,1,2, , , ,1,1,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,   19.11,2,34
00167,3,6,  40000.00,05,04,14,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,1, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  195.91,2,02
00168,3,7,  50000.00,05,04,18,1,2,2,2,1,2, , , ,2,2, , , ,1, ,2, , , ,2, ,2, , , ,2, ,2, , , ,1, ,2, , , ,2, ,2, , , ,2, , , , , , , , , , ,1,2,2,   , , ,  218.26,1,04
00169,2,3,  35000.00,05,03,14,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  388.22,2,16
00170,1,2, 550000.00,09,04,02,1,2,2,2,1,2, , , ,2,2, , , ,1, ,2, , , ,2, ,2, , , ,1, ,2, , , ,1, ,2, , , ,2, ,2, , , ,2, , , , , , , , , , ,2,1,2,   , , ,   20.97,1,27
00171,3,7,   2250.00,02,01,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,2,1,2,   ,1,2, 6765.32,1,03
00172,3,7,  65000.00,06,05,02,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,1,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  419.28,1,25
00173,3,5,  32500.00,05,03,26,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  133.68,2,44
00174,1,1, 425000.00,08,07,02,1,1,1,2,2,2,2,1,2,1,2,1,2, , , ,1,2,2, , , ,1,2,2, , , ,1,1,2, , , ,1,1,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,   18.93,1,36
00175,1,2, 250000.00,08,05,16,1,1,1,2,2,2,1,1,2,1,2,2,1, , , ,2,2,2, , , ,1,2,2, , , ,2,2,1, , , ,2,2,2, , , ,2,2,2, , , ,2,1, ,1,1, , , , ,1,2,2,   ,1,2,   14.37,1,12
00176,3,6,  12500.00,04,05,26,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  331.47,2,24
00177,4,9,  11250.00,04,05,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  335.98,1,11
00178,1,2,1000000.00,09,05,16,1,1,1,2,2,2,1,2,2,1,2,1,2, , , ,2,2,1, , , ,1,1,2, , , ,2,1,1, , , ,2,1,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,2,1,2,   ,2,1,    8.37,2,03
00179,3,5,  45000.00,05,05,14,1,2,1,1,2,2,1,2,2,1,2, ,1,2, , ,2, ,2,2, , ,1, ,2,2, , ,1, ,2,2, , ,2, ,2,1, , ,2, ,2,2, , , ,2,1,1, , , , , ,1,2,2,   , , ,  215.22,1,14
00180,3,7,  12500.00,04,06,02,1,1,2,2,2,2, , , ,1,1,2, , , , ,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 5678.98,1,03
00181,1,2,   3750.00,02,01,01,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,   , , , 2911.94,2,33
00182,1,2,  90000.00,06,06,17,1,2,1,1,2,2,1,2,2,1,2, ,1,2, , ,1, ,2,1, , ,1, ,2,2, , ,2, ,1,2, , ,2, ,2,1, , ,2, ,2,2, , , ,1,2,1, , , , , ,1,2,2,   , , ,  147.14,1,37
00183,1,2,1800000.00,10,06,02,1,2,2,2,1,2, , , ,1,2, , , ,1, ,2, , , ,2, ,1, , , ,2, ,1, , , ,2, ,1, , , ,2, ,2, , , ,2, , , , , , , , , , ,2,2,1,   , , ,    5.27,1,18
00184,3,5, 250000.00,08,04,23,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,   32.21,1,40
00185,3,6, 120000.00,07,02,14,1,1,2,2,1,2, , , ,1,2,2, , ,1, ,2,2, , ,2, ,1,2, , ,2, ,1,2, , ,1, ,2,2, , ,2, ,2,2, , ,2, ,1, , ,1, , , , , ,1,2,2,   ,1,2,   34.17,1,39
00186,3,7,  45000.00,05,02,05,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,1, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  185.69,1,12
00187,3,6,   3250.00,02,04,15,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  524.16,1,24
00188,3,5,  12500.00,04,06,02,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  326.80,1,38
00189,1,1,  25000.00,04,08,25,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  505.58,1,40
00190,3,7,   6500.00,03,03,23,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  688.64,2,27
00191,4,9,   4000.00,02,03,02,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,1, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 5678.98,2,41
00192,2,3,  50000.00,05,07,25,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,1, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  168.35,1,09
00193,1,2,  75000.00,06,04,14,1,1,1,2,2,2,1,2,2,1,2,1,2, , , ,2,2,1, , , ,1,2,2, , , ,2,1,2, , , ,2,1,2, , , ,2,2,2, , , ,1,2, ,1, , , , , ,2,1,2,   ,1,2,  161.76,2,18
00194,3,6,  20000.00,04,03,13,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  464.40,2,24
00195,3,7,   2250.00,02,05,15,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 3235.21,2,03
00196,2,3,  27500.00,05,06,05,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  235.13,1,16
00197,2,4,  70000.00,06,05,14,1,1,1,2,2,2,1,2,2,2,2,1,2, , , ,2,2,1, , , ,1,2,2, , , ,2,1,2, , , ,1,2,2, , , ,2,2,2, , , ,2,2, , , , , , , ,1,2,2,   ,1,2,  121.93,2,24
00198,2,3,1500000.00,10,06,02,1,1,1,2,2,2,2,1,2,1,1,2,2, , , ,2,2,2, , , ,1,2,2, , , ,1,2,2, , , ,1,1,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,    5.27,1,40
00199,1,2, 500000.00,08,02,16,1,1,1,2,2,2,2,1,2,1,2,1,2, , , ,2,2,2, , , ,1,1,2, , , ,2,1,2, , , ,2,1,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,    7.40,1,38
00200,3,7,   1500.00,02,06,06,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , , 5494.32,2,04
00201,4,8,  45000.00,05,01,02,1,1,2,2,2,2, , , ,1,2,1, , , , ,1,2, , , , ,1,2, , , , ,1,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  151.01,1,22
00202,2,4,  95000.00,06,07,18,1,2,2,2,2,2, , , ,1,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,9,9,9,   , , ,  157.98,1,18
00203,4,8,   4500.00,02,06,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  352.83,1,30
00204,2,4,  40000.00,05,07,14,1,2,2,2,1,2, , , ,2,2, , , ,1, ,2, , , ,2, ,2, , , ,2, ,2, , , ,1, ,2, , , ,2, ,2, , , ,2, , , , , , , , , , ,9,9,9,   , , ,  147.14,2,08
00205,4,8,  55000.00,06,06,02,1,2,2,2,2,2, , , ,1,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  134.24,1,10
00206,2,4,  60000.00,06,03,01,1,1,2,1,2,2, , , ,2,2,1, ,2, , ,2,2, ,1, , ,2,2, ,2, , ,2,2, ,2, , ,2,2, ,2, , ,2,2, ,2, , ,2, ,2, , , , , , ,1,2,2,   ,1,2,  124.58,1,41
00207,3,5,   3750.00,02,06,25,1,2,1,2,2,2,2,2,1,1,2, ,1, , , ,1, ,2, , , ,1, ,2, , , ,2, ,2, , , ,1, ,2, , , ,1, ,2, , , , ,2, , , , , , , ,1,2,2,   , , , 5764.94,1,43
00208,4,9,  12500.00,04,06,05,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,9,9,9,   , , ,  519.51,1,41
00209,4,9,   8000.00,03,05,23,1,1,2,2,2,2, , , ,1,1,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  585.03,1,41
00210,3,5,  10001.00,04,03,02,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , , 5678.98,1,31
00211,3,5,  40000.00,05,03,05,1,2,2,1,2,2, , , ,2,2, , ,1, , ,2, , ,2, , ,1, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , ,2, , , , , , ,1,2,2,   , , ,  242.61,1,43
00212,1,2,1800000.00,10,04,01,1,1,1,2,2,2,1,2,2,1,2,1,2, , , ,2,2,2, , , ,2,2,2, , , ,2,2,2, , , ,2,2,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,2,1,   19.93,2,27
