PUBID7   ,REGION7  ,CENDIV7  ,SQFT7    ,SQFTC7   ,YRCONC7  ,PBA7     ,ELUSED7  ,NGUSED7  ,FKUSED7  ,PRUSED7  ,STUSED7  ,HWUSED7  ,FKTYPFO7 ,FKTYPDS7 ,FKTYPKR7 ,ABLEGEN7 ,ELHT17   ,NGHT17   ,FKHT17   ,PRHT17   ,STHT17   ,HWHT17   ,ELHT27   ,NGHT27   ,FKHT27   ,PRHT27   ,STHT27   ,HWHT27   ,ELCOOL7  ,NGCOOL7  ,FKCOOL7  ,PRCOOL7  ,STCOOL7  ,HWCOOL7  ,ELWATR7  ,NGWATR7  ,FKWATR7  ,PRWATR7  ,STWATR7  ,HWWATR7  ,ELCOOK7  ,NGCOOK7  ,FKCOOK7  ,PRCOOK7  ,STCOOK7  ,HWCOOK7  ,ELMANU7  ,NGMANU7  ,FKMANU7  ,PRMANU7  ,STMANU7  ,HWMANU7  ,NGGENR7  ,FKGENR7  ,PRGENR7  ,GENUSE7  ,NGOTH7   ,FKOTH7   ,PROTH7   ,STOTH7   ,HWOTH7   ,ELLOCUT7 ,ELNONLU7 ,ELOTSRC7 ,ELLUPCT7 ,NGLOCUT7 ,NGOTSRC7 ,ADJWT7   ,PAIR7    ,STRATUM7
03861,3,6, 110000.00,07,07,14,1,1,2,2,2,1, , , ,2,2,2, , , ,1,2,2, , , ,2,2,2, , , ,2,2,1, , , ,2,2,2, , , ,2,2,2, , , ,2,2, , , , , , , , ,1,2,2,   ,1,2,   28.73,2,39
03862,3,7,  55000.00,06,08,06,1,1,2,2,2,2, , , ,1,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,1, , ,1, , , , , ,1,2,2,   ,1,2,  115.34,1,21
03863,4,9,  47500.00,05,05,02,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,1, , , , ,2,1, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  226.02,1,33
03864,1,2, 275000.00,08,03,14,1,1,1,2,2,2,1,2,2,1,2,2,1, , , ,2,2,2, , , ,1,2,2, , , ,2,2,1, , , ,2,1,2, , , ,2,2,2, , , ,2,2, , , , , , , ,1,2,2,   ,1,2,  151.27,2,40
03865,3,5, 180000.00,07,05,02,1,2,2,2,2,2, , , ,1,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,   36.68,2,08
03866,3,6,  65000.00,06,03,05,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  135.15,2,01
03867,3,7,   6000.00,03,06,05,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , , 6804.82,1,33
03868,2,3, 500001.00,09,02,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,1,   17.03,1,12
03869,3,5,  25001.00,05,05,14,1,2,2,2,2,1, , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2, , , , , , , , , ,1,2,2,   , , ,  114.40,1,27
03870,3,6,  27500.00,05,04,07,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  490.14,2,01
03871,2,4, 180000.00,07,07,16,1,1,1,2,2,2,2,1,2,1,2,1,2, , , ,1,2,1, , , ,1,2,2, , , ,2,1,2, , , ,1,1,2, , , ,2,2,2, , , ,1,2, ,1, , , , , ,1,2,2,   ,1,2,   31.33,1,13
03872,3,5,  11250.00,04,08,25,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  511.16,1,14
03873,1,2,  40000.00,05,02,14,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,1,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  388.22,1,37
03874,4,8,  16250.00,04,02,25,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  478.12,2,22
03875,3,5,  75000.00,06,07,23,1,1,2,1,2,2, , , ,2,1,2, ,2, , ,2,2, ,2, , ,1,2, ,2, , ,1,2, ,1, , ,1,1, ,1, , ,2,2, ,2, , ,2, ,2, , , , , , ,1,2,2,   ,1,2,  185.52,1,14
03876,1,2,   6500.00,03,03,26,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 5412.64,1,05
03877,4,9,   3250.00,02,06,12,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , , 2911.94,2,11
03878,2,3,  20000.00,04,02,14,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 5312.43,1,26
03879,4,8,  17500.00,04,02,26,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  194.24,2,30
03880,1,2,  50000.00,05,08,13,1,1,2,2,2,1, , , ,2,2,2, , , ,1,2,2, , , ,2,2,2, , , ,2,2,1, , , ,2,2,2, , , ,2,2,2, , , ,2,2, , , , , , , , ,2,1,2,   ,1,2,  145.66,2,30
03881,1,2,  11250.00,04,08,14,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,1, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,    9.10,2,17
03882,1,1, 275000.00,08,06,02,1,2,1,2,2,2,7,7,7,1,1, ,2, , , ,2, ,2, , , ,1, ,2, , , ,1, ,2, , , ,1, ,2, , , ,2, ,2, , , , ,1, ,1, , , , , ,1,2,2,   , , ,   29.02,2,35
03883,1,2, 900000.00,09,05,02,1,1,1,2,2,2,1,2,2,1,2,1,2, , , ,1,2,1, , , ,1,2,2, , , ,2,1,2, , , ,1,1,1, , , ,2,2,2, , , ,1,2, ,1, , , , , ,2,1,2,   ,1,2,    8.04,1,04
03884,1,1, 160000.00,07,08,02,1,1,1,2,2,2,2,1,2,1,2,1,2, , , ,2,2,2, , , ,1,2,2, , , ,2,1,2, , , ,1,2,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,   43.63,1,13
03885,3,6,  32500.00,05,04,14,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  147.14,2,01
03886,3,7,  42500.00,05,03,13,1,1,2,2,1,1, , , ,2,2,2, , ,1,2,2,2, , ,2,2,2,2, , ,2,2,2,2, , ,2,1,2,2, , ,2,2,2,2, , ,2,2,2, , , ,1, , , , ,1,2,2,   ,1,2,  177.00,2,03
03887,2,3,  80000.00,06,06,25,1,1,2,2,2,2, , , ,9,2,1, , , , ,1,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  661.88,1,21
03888,2,3,   1001.00,02,03,08,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 2916.24,2,16
03889,3,5,  80000.00,06,06,23,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  141.67,1,38
03890,4,9,  18750.00,04,04,11,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,1, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  289.86,2,38
03891,3,6,  42500.00,05,06,05,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  230.47,2,01
03892,3,5, 110000.00,07,05,23,1,2,2,1,2,2, , , ,2,2, , ,2, , ,2, , ,2, , ,1, , ,2, , ,1, , ,1, , ,1, , ,2, , ,2, , ,2, , , , ,2, , , , , , ,1,2,2,   , , ,  147.52,2,40
03893,1,1,  15000.00,04,01,12,1,1,1,2,2,2,1,2,2,2,2,2,1, , , ,1,1,2, , , ,1,2,2, , , ,2,1,2, , , ,2,2,2, , , ,2,2,2, , , ,2,2, , , , , , , ,1,2,2,   ,1,2,  184.60,2,32
03894,2,3,  10000.00,03,05,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  503.82,2,28
03895,4,8,  55000.00,06,04,02,1,1,2,2,2,2, , , ,1,2,1, , , , ,1,2, , , , ,1,2, , , , ,1,1, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  131.80,2,10
03896,1,2, 150000.00,07,03,16,1,2,2,2,1,2, , , ,2,2, , , ,1, ,1, , , ,2, ,1, , , ,1, ,2, , , ,1, ,2, , , ,1, ,2, , , ,2, , , , , , , , , , ,1,2,2,   , , ,   34.17,1,17
03897,2,3,  55000.00,06,03,01,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  147.14,2,26
03898,2,4,  35000.00,05,07,14,1,2,2,1,2,2, , , ,2,2, , ,1, , ,1, , ,2, , ,1, , ,2, , ,2, , ,1, , ,2, , ,2, , ,2, , ,2, , , , ,2, , , , , , ,1,2,2,   , , ,  141.00,2,41
03899,3,5,  60000.00,06,05,14,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,2,1,  167.39,1,31
03900,4,9,  25001.00,05,05,05,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  733.80,1,21
03901,2,4, 275000.00,08,01,13,1,2,2,2,1,2, , , ,2,2, , , ,1, ,2, , , ,2, ,2, , , ,2, ,2, , , ,1, ,2, , , ,2, ,2, , , ,2, , , , , , , , , , ,9,9,9,   , , ,  106.61,2,08
03902,4,9, 200000.00,07,04,01,1,1,1,2,2,2,2,1,2,1,2,1,2, , , ,2,2,2, , , ,1,2,2, , , ,2,1,2, , , ,2,2,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,   30.67,1,25
03903,1,2, 600000.00,09,02,02,1,1,1,2,2,2,1,2,2,2,2,1,2, , , ,1,2,1, , , ,1,2,2, , , ,2,2,1, , , ,2,1,2, , , ,2,2,2, , , ,2,2, , , , , , , ,1,2,2,   ,1,2,    9.37,1,05
03904,4,9,  25000.00,04,08,17,1,2,1,2,2,2,1,2,2,1,1, ,2, , , ,2, ,2, , , ,1, ,2, , , ,1, ,2, , , ,1, ,2, , , ,2, ,2, , , , ,1, ,1, , , , , ,1,2,2,   , , ,  141.65,2,29
03905,1,1,  70000.00,06,07,17,1,1,1,2,2,2,1,2,2,1,2,2,1, , , ,2,1,2, , , ,1,2,2, , , ,2,1,1, , , ,2,1,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,  185.83,2,44
03906,2,3,1500000.00,10,05,24,1,1,2,2,2,2, , , ,9,1,2, , , , ,2,1, , , , ,1,2, , , , ,1,1, , , , ,1,1, , , , ,2,2, , , , ,1, , ,1, , , , , ,1,2,2,   ,1,2,    8.43,2,41
03907,2,3,   4750.00,02,02,26,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 5764.94,1,22
03908,1,2,  70000.00,06,06,02,1,2,2,2,2,2, , , ,1,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,1, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  131.80,1,17
03909,3,5, 190000.00,07,06,02,1,2,1,2,2,2,7,7,7,1,1, ,2, , , ,2, ,2, , , ,1, ,2, , , ,1, ,2, , , ,2, ,2, , , ,2, ,2, , , , ,1, ,1, , , , , ,1,2,2,   , , ,   92.50,2,29
03910,3,7,   2000.00,02,05,26,1,2,1,2,2,2,2,2,1,2,2, ,1, , , ,2, ,2, , , ,2, ,2, , , ,2, ,2, , , ,2, ,2, , , ,1, ,2, , , , ,2, , , , , , , ,1,2,2,   , , , 5764.94,2,15
03911,3,7,   2500.00,02,02,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  449.97,2,42
03912,1,2, 200001.00,08,04,05,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,2,1,   96.65,1,17
03913,4,8, 130000.00,07,05,18,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  188.47,2,42
03914,4,9,  55000.00,06,03,23,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,1, , , , ,2,1, , , , ,1,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,9,9,  216.71,2,22
03915,1,1, 850000.00,09,05,02,1,2,1,2,2,2,7,7,7,1,1, ,2, , , ,2, ,2, , , ,1, ,2, , , ,1, ,2, , , ,1, ,2, , , ,2, ,2, , , , ,1, ,1, , , , , ,1,2,2,   , , ,  108.28,2,10
03916,2,4, 650000.00,09,06,16,1,1,1,1,2,2,1,2,2,1,2,1,2,2, , ,1,2,1,2, , ,1,2,2,2, , ,2,1,2,2, , ,1,1,2,2, , ,2,2,2,2, , ,2,1,2,1, , ,1, , ,1,2,2,   ,2,1,   15.12,1,36
03917,4,9, 100000.00,06,03,14,1,1,2,2,2,2, , , ,1,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  494.97,1,10
03918,4,9,  18750.00,04,06,23,1,1,2,2,2,2, , , ,2,2,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , ,1, , , , ,1,2,2,   ,1,2,  169.77,1,28
03919,4,9,  70000.00,06,08,08,1,1,2,2,2,2, , , ,1,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  127.95,1,29
03920,2,4,  32500.00,05,05,14,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  139.44,1,08
03921,3,5,   6500.00,03,06,26,1,2,2,1,2,2, , , ,2,2, , ,1, , ,1, , ,2, , ,1, , ,2, , ,1, , ,2, , ,2, , ,2, , ,2, , ,2, , , , ,2, , , , , , ,1,2,2,   , , ,  964.84,1,14
03922,3,5,1500000.00,10,06,02,1,1,1,2,2,2,2,1,2,1,2,1,2, , , ,2,2,1, , , ,1,2,2, , , ,2,1,2, , , ,2,1,2, , , ,2,2,2, , , ,2,1, ,2, , , , , ,1,2,2,   ,2,1,    5.27,1,28
03923,1,2, 100000.00,06,06,17,1,1,1,2,2,2,1,2,2,1,1,2,2, , , ,2,2,1, , , ,1,2,2, , , ,2,1,2, , , ,1,1,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,1,2, 50,1,2,  181.47,1,33
03924,1,2,  40000.00,05,05,25,1,1,2,2,2,2, , , ,1,1,2, , , , ,2,1, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  529.74,1,27
03925,4,9,   4500.00,02,03,14,1,1,2,2,2,2, , , ,9,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  436.80,1,11
03926,1,1, 100001.00,07,06,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,2,1,2,   ,2,1,   30.31,2,31
03927,4,9,  11250.00,04,03,04,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  589.41,2,21
03928,2,3, 110000.00,07,05,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  158.56,1,30
03929,1,2,  12500.00,04,07,05,1,2,1,2,2,2,1,2,2,2,1, ,2, , , ,2, ,1, , , ,1, ,2, , , ,1, ,2, , , ,2, ,2, , , ,2, ,2, , , , ,2, , , , , , , ,1,2,2,   , , ,  504.64,2,02
03930,3,5,  20000.00,04,03,25,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  667.78,1,19
03931,3,5, 200001.00,08,03,23,1,1,2,2,2,2, , , ,1,1,2, , , , ,2,2, , , , ,1,2, , , , ,1,1, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,   36.41,2,40
03932,3,6,  45000.00,05,08,25,1,1,2,2,2,2, , , ,1,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  168.44,1,24
03933,1,2, 110000.00,07,08,17,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,   29.17,2,39
03934,2,3,  25000.00,04,01,02,1,1,2,2,2,2, , , ,1,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,1, , ,1, , , , , ,1,2,2,   ,1,2,  193.81,1,34
03935,1,1,  70000.00,06,01,14,1,1,1,2,2,2,1,2,2,2,2,2,1, , , ,2,1,2, , , ,1,2,2, , , ,2,2,1, , , ,2,1,2, , , ,2,2,2, , , ,2,2, , , , , , , ,1,2,2,   ,1,2,  118.21,1,20
03936,4,9,   6000.00,03,03,02,1,1,2,2,2,2, , , ,9,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 5494.32,1,16
03937,3,7,  23750.00,04,04,02,1,1,2,2,2,2, , , ,1,1,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,1,1, , , , ,2,2, , , , ,2, , ,1, , , , , ,1,2,2,   ,1,2,  329.86,1,42
03938,4,9,1000000.00,09,04,18,1,1,1,2,2,2,7,7,7,1,2,1,2, , , ,1,2,2, , , ,1,2,2, , , ,1,1,2, , , ,2,1,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,   55.69,1,36
03939,3,5, 250000.00,08,04,02,1,1,1,2,2,2,1,2,2,1,2,2,1, , , ,2,2,2, , , ,1,2,2, , , ,2,1,2, , , ,2,1,2, , , ,2,2,2, , , ,2,2, , , , , , , ,1,2,2,   ,1,2,   99.49,1,26
03940,4,8,  27500.00,05,06,05,1,1,2,1,2,2, , , ,2,1,2, ,2, , ,2,2, ,1, , ,1,2, ,2, , ,1,2, ,2, , ,2,2, ,2, , ,1,2, ,2, , ,2, ,2, ,1, , , , ,1,2,2,   ,1,2,  242.77,2,19
03941,1,1, 150000.00,07,07,08,1,2,1,2,1,2,2,1,2,1,2, ,2, ,1, ,1, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, , ,1, ,1, , , , , ,1,2,2,   , , ,   26.67,1,25
03942,2,4, 225000.00,08,03,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,   42.27,2,08
03943,2,3,  12500.00,04,02,12,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  182.30,1,07
03944,3,6,  22500.00,04,01,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  143.58,1,01
03945,1,1,  25001.00,05,03,05,1,2,1,2,2,2,1,2,2,2,2, ,1, , , ,1, ,2, , , ,2, ,2, , , ,2, ,1, , , ,2, ,2, , , ,2, ,2, , , , ,2, , , , , , , ,1,2,2,   , , ,  204.57,1,25
03946,2,3,   9500.00,03,04,12,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  464.40,2,28
03947,1,2,  90000.00,06,07,02,1,2,2,2,2,2, , , ,1,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  195.50,2,23
03948,3,5, 450000.00,08,04,05,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,   21.29,1,40
03949,3,6,  15000.00,04,04,12,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  464.40,2,39
03950,4,9,   4000.00,02,07,02,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  611.87,2,35
03951,1,2,  30000.00,05,01,18,1,2,2,2,1,2, , , ,2,2, , , ,1, ,2, , , ,2, ,2, , , ,2, ,2, , , ,1, ,2, , , ,2, ,2, , , ,2, , , , , , , , , , ,1,2,2,   , , ,  279.57,1,33
03952,3,7, 150000.00,07,08,14,1,1,2,2,2,1, , , ,9,2,2, , , ,1,2,2, , , ,2,1,2, , , ,2,2,1, , , ,2,2,1, , , ,2,2,2, , , ,2,2, , , , , , , , ,1,2,2,   ,1,2,   34.28,1,04
03953,3,6,  95000.00,06,06,23,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  185.52,2,39
03954,3,5,  20000.00,04,05,05,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  434.00,1,38
03955,3,5,  32500.00,05,08,15,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  151.26,2,31
03956,3,6,  17500.00,04,06,13,1,2,2,2,2,1, , , ,2,2, , , , ,2,2, , , , ,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2, , , , , , , , , ,1,2,2,   , , ,  390.10,2,39
03957,4,9,   5500.00,03,03,02,1,1,2,2,2,2, , , ,2,2,2, , , , ,2,2, , , , ,2,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  391.42,2,41
03958,4,9,  30000.00,05,05,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  203.59,2,41
03959,2,3,  47500.00,05,04,12,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  558.67,2,26
03960,3,5,  47500.00,05,04,14,1,1,1,2,2,2,1,2,2,2,2,2,1, , , ,1,2,2, , , ,1,2,2, , , ,2,1,2, , , ,1,2,2, , , ,2,2,2, , , ,2,2, , , , , , , ,1,2,2,   ,1,2,  455.31,2,24
03961,2,3,   4000.00,02,04,26,1,1,2,1,2,2, , , ,2,2,2, ,2, , ,2,1, ,2, , ,2,2, ,2, , ,2,2, ,2, , ,2,2, ,2, , ,2,2, ,2, , ,2, ,2, , , ,1, , ,1,2,2,   ,1,2,  184.91,2,23
03962,2,3,  37500.00,05,08,05,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  497.13,1,04
03963,3,5,  30000.00,05,06,12,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  423.57,1,31
03964,1,2, 550000.00,09,05,16,1,1,1,2,1,2,2,1,2,1,2,1,2, ,2, ,2,2,2, ,1, ,1,2,2, ,2, ,2,2,2, ,1, ,2,1,2, ,1, ,2,2,2, ,2, ,2,1, ,1, ,1, , , ,2,1,2,   ,2,1,    8.37,1,10
03965,3,5,  90000.00,06,08,18,1,1,2,2,2,1, , , ,2,2,1, , , ,2,1,2, , , ,2,1,2, , , ,2,2,1, , , ,2,1,2, , , ,2,2,2, , , ,2,2, , , , , , , , ,1,2,2,   ,1,2,  107.67,1,16
