PUBID7   ,REGION7  ,CENDIV7  ,SQFT7    ,SQFTC7   ,YRCONC7  ,PBA7     ,ELUSED7  ,NGUSED7  ,FKUSED7  ,PRUSED7  ,STUSED7  ,HWUSED7  ,ADJWT7   ,PAIR7    ,STRATUM7 ,HDD657   ,CDD657   ,MFUSED7  ,MFBTU7   ,MFEXP7   ,ELCNS7   ,ELBTU7   ,ELEXP7   ,zelcns7  ,zelexp7
03846,2,3, 110000.00,07,07,25,1,1,2,2,2,2,  157.43,2,13,  5961,   889,1,          16369593,    161552,        3938203,          13437149,    151058,0,0
03847,2,4,  12500.00,04,05,05,2,2,2,2,2,2,  236.74,2,24,  7543,   558,2,                  ,          ,               ,                  ,          ,9,9
03848,4,9,   7000.00,03,06,26,1,2,2,2,2,2,  443.28,1,41,  1914,   751,1,            305360,      5594,          89496,            305360,      5594,0,0
03849,3,7,  15000.00,04,06,13,1,2,2,2,2,2,  439.77,2,15,  1500,  2724,1,            160773,      3477,          47120,            160773,      3477,0,0
03850,3,7,   1250.00,02,05,02,1,1,2,2,2,2, 2916.24,1,03,  2926,  1896,1,            639817,      5194,          33200,            113278,      3581,0,0
03851,2,3,  40000.00,05,06,25,1,2,2,2,2,2,  225.06,2,26,  5771,   889,1,           1026821,     24066,         300944,           1026821,     24066,3,0
03852,4,9,  37500.00,05,04,02,1,1,2,2,2,2,   97.75,2,41,  1914,   751,1,           3007243,     36399,         196418,            670178,     23250,0,3
03853,3,6,1500000.00,10,04,16,1,1,1,2,2,2,    6.84,2,24,  3143,  1784,1,         268567694,   2635685,       38433221,         131134150,   2254682,0,0
03854,2,3, 110000.00,07,06,23,1,1,2,2,2,2,  185.43,2,26,  5771,   889,1,          20338218,    244849,        2462794,           8403053,    119344,0,0
03855,4,9,  47500.00,05,08,18,1,1,2,2,2,2,  227.29,2,21,  2906,   190,1,           1314502,     37339,         342464,           1168487,     36099,3,0
03856,3,5,  16250.00,04,01,18,1,1,2,2,1,2,  497.28,1,31,  2944,  1534,1,            900764,     11791,         149136,            508852,      7479,0,0
03857,3,7,   3750.00,02,02,06,1,1,2,2,2,2,  423.22,2,15,  1500,  2724,1,           1529239,     22712,         246918,            842484,     17448,3,0
03858,1,2,  65000.00,06,04,14,1,1,2,2,1,2,  118.21,2,17,  4985,  1044,1,           5791543,     32795,         525104,           1791655,     24647,0,0
03859,3,5,   9500.00,03,05,02,1,2,2,2,2,2,  165.03,1,11,   363,  3331,1,            358652,      8034,         105115,            358652,      8034,0,0
03860,4,9,   4000.00,02,05,13,1,2,2,1,2,2,  436.80,2,35,  3900,   178,1,             14672,       386,           4300,             14672,       386,0,0
03861,3,6, 110000.00,07,07,14,1,1,2,2,2,1,   28.73,2,39,  2706,  1895,1,          30688435,    307758,        4181529,          14267377,    209726,0,0
03862,3,7,  55000.00,06,08,06,1,1,2,2,2,2,  115.34,1,21,  1818,  2596,1,          10581482,    153281,        2572128,           8776101,    144143,0,0
03863,4,9,  47500.00,05,05,02,1,1,2,2,2,2,  226.02,1,33, 11665,     1,1,           6956569,    119954,        1533160,           5231142,    114676,0,0
03864,1,2, 275000.00,08,03,14,1,1,1,2,2,2,  151.27,2,40,  4558,  1123,1,          17036570,    199358,        1428939,           4875540,    142995,3,0
03865,3,5, 180000.00,07,05,02,1,2,2,2,2,2,   36.68,2,08,  4682,   988,1,          23205479,    391074,        6801137,          23205479,    391074,0,0
03866,3,6,  65000.00,06,03,05,1,2,2,2,2,2,  135.15,2,01,  2157,  2403,1,            400224,      8800,         117299,            400224,      8800,0,0
03867,3,7,   6000.00,03,06,05,1,2,2,2,2,2, 6804.82,1,33,  1200,  2774,1,             30708,       800,           9000,             30708,       800,0,0
03868,2,3, 500001.00,09,02,02,1,1,2,2,2,2,   17.03,1,12,  5961,   889,1,          62357524,    763687,        9624534,          32838910,    658655,3,0
03869,3,5,  25001.00,05,05,14,1,2,2,2,2,1,  114.40,1,27,    97,  4143,1,           1278393,     13672,          51991,            177393,      3290,0,0
03870,3,6,  27500.00,05,04,07,1,1,2,2,2,2,  490.14,2,01,  2157,  2403,1,            540322,      9474,         123044,            419826,      8746,3,0
03871,2,4, 180000.00,07,07,16,1,1,1,2,2,2,   31.33,1,13,  5442,  1067,1,          25817146,    259603,        3811463,          13004712,    245299,0,0
03872,3,5,  11250.00,04,08,25,1,2,2,2,2,2,  511.16,1,14,  3994,  1192,1,            684311,     16482,         200560,            684311,     16482,3,3
03873,1,2,  40000.00,05,02,14,1,1,2,2,2,2,  388.22,1,37,  5342,   938,1,           4871495,     52122,         197387,            673484,     22802,3,0
03874,4,8,  16250.00,04,02,25,1,1,2,2,2,2,  478.12,2,22,  6331,   385,1,            884522,     11329,         147080,            501837,      8493,0,0
03875,3,5,  75000.00,06,07,23,1,1,2,1,2,2,  185.52,1,14,  3994,  1192,1,          15557788,    366921,        4315294,          14723783,    361062,0,0
03876,1,2,   6500.00,03,03,26,1,1,2,2,2,2, 5412.64,1,05,  4525,  1131,1,           1815917,      7821,          13945,             47580,      1805,3,0
03877,4,9,   3250.00,02,06,12,1,2,2,2,2,2, 2911.94,2,11,  3028,  1168,1,             51388,      1744,          15061,             51388,      1744,0,0
03878,2,3,  20000.00,04,02,14,1,1,2,2,2,2, 5312.43,1,26,  5429,   996,1,           2036010,     13475,         141753,            483661,     11131,0,0
03879,4,8,  17500.00,04,02,26,1,1,2,2,2,2,  194.24,2,30,  2850,  1494,1,            706401,     10194,          94363,            321967,      8343,3,3
03880,1,2,  50000.00,05,08,13,1,1,2,2,2,1,  145.66,2,30,  4985,  1044,1,           4692257,     65824,         259237,            884517,     29904,3,3
03881,1,2,  11250.00,04,08,14,1,1,2,2,2,2,    9.10,2,17,  4985,  1044,1,            212853,      6306,          54030,            184350,      5971,0,0
03882,1,1, 275000.00,08,06,02,1,2,1,2,2,2,   29.02,2,35,  5972,   692,1,          23733866,    715172,        6943804,          23692259,    714917,0,0
03883,1,2, 900000.00,09,05,02,1,1,1,2,2,2,    8.04,1,04,  4985,  1044,1,          85645832,   1378142,       16624985,          56724449,   1241851,0,3
03884,1,1, 160000.00,07,08,02,1,1,1,2,2,2,   43.63,1,13,  5198,   947,1,          27653857,    592147,        6805926,          23221820,    561053,3,3
03885,3,6,  32500.00,05,04,14,1,1,2,2,2,2,  147.14,2,01,  2157,  2403,1,           2267557,     19448,         251294,            857415,     13333,0,0
03886,3,7,  42500.00,05,03,13,1,1,2,2,1,1,  177.00,2,03,  3391,  1494,1,           6320929,     66273,         482890,           1647621,     25842,3,3
03887,2,3,  80000.00,06,06,25,1,1,2,2,2,2,  661.88,1,21,  5961,   889,1,           4756784,     40375,         330120,           1126369,     30380,3,3
03888,2,3,   1001.00,02,03,08,1,1,2,2,2,2, 2916.24,2,16,  4668,  1203,1,             60439,       743,           3509,             11973,       341,0,0
03889,3,5,  80000.00,06,06,23,1,1,2,2,2,2,  141.67,1,38,  1074,  2702,1,           9773806,    130879,        2470129,           8428080,    123459,0,0
03890,4,9,  18750.00,04,04,11,1,2,2,2,2,2,  289.86,2,38,  1914,   751,1,           2077731,     55111,         608948,           2077731,     55111,0,0
03891,3,6,  42500.00,05,06,05,1,2,2,2,2,2,  230.47,2,01,  2157,  2403,1,            190475,      5359,          55825,            190475,      5359,3,0
03892,3,5, 110000.00,07,05,23,1,2,2,1,2,2,  147.52,2,40,    97,  4143,1,           5782228,    102036,        1694674,           5782228,    102036,3,3
03893,1,1,  15000.00,04,01,12,1,1,1,2,2,2,  184.60,2,32,  5274,   779,1,            508626,      6505,          28537,             97368,      3449,0,0
03894,2,3,  10000.00,03,05,02,1,1,2,2,2,2,  503.82,2,28,  4944,  1101,1,           1242370,     21482,         284349,            970199,     19792,0,3
03895,4,8,  55000.00,06,04,02,1,1,2,2,2,2,  131.80,2,10,  5480,   775,1,           4995642,      9458,         468162,           1597369,         0,0,0
03896,1,2, 150000.00,07,03,16,1,2,2,2,1,2,   34.17,1,17,  4985,  1044,1,          10775553,    130647,        2119154,           7230553,    109289,0,0
03897,2,3,  55000.00,06,03,01,1,1,2,2,2,2,  147.14,2,26,  5771,   889,1,           1695480,     13220,         100758,            343786,      6482,0,0
03898,2,4,  35000.00,05,07,14,1,2,2,1,2,2,  141.00,2,41,  4111,  1252,1,            791570,     13456,         231996,            791570,     13456,0,0
03899,3,5,  60000.00,06,05,14,1,1,2,2,2,2,  167.39,1,31,  4406,  1129,1,           6773545,     96255,         891342,           3041259,     78319,0,0
03900,4,9,  25001.00,05,05,05,1,1,2,2,2,2,  733.80,1,21,  3900,   178,1,            203689,      6377,          47936,            163558,      6016,3,0
03901,2,4, 275000.00,08,01,13,1,2,2,2,1,2,  106.61,2,08,  4597,  1244,1,           3067020,     42943,         458095,           1563020,     30163,0,0
03902,4,9, 200000.00,07,04,01,1,1,1,2,2,2,   30.67,1,25,  2906,   190,1,          13355949,    215319,        1957860,           6680218,    178754,3,3
03903,1,2, 600000.00,09,02,02,1,1,1,2,2,2,    9.37,1,05,  4558,  1123,1,          55184473,   1109454,       11678652,          39847561,   1027327,3,3
03904,4,9,  25000.00,04,08,17,1,2,1,2,2,2,  141.65,2,29,  5019,    54,1,           3373266,     54278,         984583,           3359397,     54148,3,0
03905,1,1,  70000.00,06,07,17,1,1,1,2,2,2,  185.83,2,44,  5198,   947,1,          13531283,    152688,         945430,           3225807,     96242,0,0
03906,2,3,1500000.00,10,05,24,1,1,2,2,2,2,    8.43,2,41,  5961,   889,1,         215016677,   3914224,       62846635,         214432719,   3910714,3,0
03907,2,3,   4750.00,02,02,26,1,1,2,2,2,2, 5764.94,1,22,  4944,  1101,1,             71366,       944,           9456,             32264,       752,0,0
03908,1,2,  70000.00,06,06,02,1,2,2,2,2,2,  131.80,1,17,  4985,  1044,1,           4338303,     98269,        1271484,           4338303,     98269,0,0
03909,3,5, 190000.00,07,06,02,1,2,1,2,2,2,   92.50,2,29,  4041,  1396,1,          26243472,    515028,        7680425,          26205610,    514728,0,0
03910,3,7,   2000.00,02,05,26,1,2,1,2,2,2, 5764.94,2,15,  1500,  2724,1,             38808,       920,           9000,             30708,       840,0,0
03911,3,7,   2500.00,02,02,02,1,1,2,2,2,2,  449.97,2,42,  1818,  2596,1,            187395,      2441,          26272,             89640,      1927,0,0
03912,1,2, 200001.00,08,04,05,1,1,2,2,2,2,   96.65,1,17,  4985,  1044,1,           7904370,    100581,         888946,           3033084,     71203,3,0
03913,4,8, 130000.00,07,05,18,1,1,2,2,2,2,  188.47,2,42,  2097,  1918,1,           1308912,     22214,         141781,            483757,     16142,3,0
03914,4,9,  55000.00,06,03,23,1,1,2,2,2,2,  216.71,2,22,  1914,   751,1,           2411985,     56022,         530185,           1808991,     52271,0,0
03915,1,1, 850000.00,09,05,02,1,2,1,2,2,2,  108.28,2,10,  5198,   947,1,          39599585,    968967,       11577074,          39500976,    968165,0,0
03916,2,4, 650000.00,09,06,16,1,1,1,1,2,2,   15.12,1,36,  7750,   390,1,         160012655,    979761,       14763934,          50374543,    684770,0,0
03917,4,9, 100000.00,06,03,14,1,1,2,2,2,2,  494.97,1,10,  1914,   751,1,           2038496,     45124,         363089,           1238860,     40110,3,0
03918,4,9,  18750.00,04,06,23,1,1,2,2,2,2,  169.77,1,28,  1914,   751,1,           1042199,     21034,         140817,            480468,     16947,3,3
03919,4,9,  70000.00,06,08,08,1,1,2,2,2,2,  127.95,1,29,  4716,   201,1,           1791427,     19248,         468400,           1598181,     18153,3,3
03920,2,4,  32500.00,05,05,14,1,1,2,2,2,2,  139.44,1,08,  4017,  1520,1,           2207477,     25494,         199094,            679309,     19819,0,0
03921,3,5,   6500.00,03,06,26,1,2,2,1,2,2,  964.84,1,14,  3994,  1192,1,            235715,      5514,          69084,            235715,      5514,3,3
03922,3,5,1500000.00,10,06,02,1,1,1,2,2,2,    5.27,1,28,  2949,  1352,1,         170589887,   1822934,       39870545,         136038300,   1721689,0,0
03923,1,2, 100000.00,06,06,17,1,1,1,2,2,2,  181.47,1,33,  4985,  1044,1,          12265647,    160024,        1264532,           4314583,    113335,3,0
03924,1,2,  40000.00,05,05,25,1,1,2,2,2,2,  529.74,1,27,  6328,   677,1,           5569277,    128910,        1205703,           4113859,    118906,3,3
03925,4,9,   4500.00,02,03,14,1,1,2,2,2,2,  436.80,1,11,  3028,  1168,1,            193562,      4178,          32000,            109184,      3613,0,0
03926,1,1, 100001.00,07,06,02,1,1,2,2,2,2,   30.31,2,31,  5972,   692,1,          12887239,    253444,        2598871,           8867348,    225176,3,3
03927,4,9,  11250.00,04,03,04,1,2,2,2,2,2,  589.41,2,21,  2906,   190,1,           1378131,     38912,         403907,           1378131,     38912,0,0
03928,2,3, 110000.00,07,05,02,1,1,2,2,2,2,  158.56,1,30,  6053,   811,1,           9669175,    154122,        1692202,           5773793,    135371,3,0
03929,1,2,  12500.00,04,07,05,1,2,1,2,2,2,  504.64,2,02,  4985,  1044,1,            241661,      4415,          30179,            102971,      2915,0,0
03930,3,5,  20000.00,04,03,25,1,1,2,2,2,2,  667.78,1,19,  2606,  1820,1,           1422104,     24522,         363837,           1241412,     23345,0,0
03931,3,5, 200001.00,08,03,23,1,1,2,2,2,2,   36.41,2,40,    97,  4143,1,           9848001,    148371,        2868400,           9786981,    147808,3,3
03932,3,6,  45000.00,05,08,25,1,1,2,2,2,2,  168.44,1,24,  3751,  1412,1,            526312,      8050,         106000,            361672,      7500,3,3
03933,1,2, 110000.00,07,08,17,1,1,2,2,2,2,   29.17,2,39,  4558,  1123,1,          14907559,    322378,        3112702,          10620539,    296279,3,3
03934,2,3,  25000.00,04,01,02,1,1,2,2,2,2,  193.81,1,34,  6986,   514,1,           2567671,     31039,         274352,            936089,     22530,0,0
03935,1,1,  70000.00,06,01,14,1,1,1,2,2,2,  118.21,1,20,  5972,   692,1,           4401967,     35711,         127429,            434788,     13583,0,0
03936,4,9,   6000.00,03,03,02,1,1,2,2,2,2, 5494.32,1,16,  1914,   751,1,            571386,      8062,          37210,            126961,      5138,3,0
03937,3,7,  23750.00,04,04,02,1,1,2,2,2,2,  329.86,1,42,  1456,  2634,1,           2656221,     42040,         658675,           2247399,     39809,0,0
03938,4,9,1000000.00,09,04,18,1,1,1,2,2,2,   55.69,1,36,  1914,   751,1,          21065397,    300405,        2620445,           8940958,    236222,0,0
03939,3,5, 250000.00,08,04,02,1,1,1,2,2,2,   99.49,1,26,  4041,  1396,1,          21084670,    415579,        4239263,          14464365,    380754,0,0
03940,4,8,  27500.00,05,06,05,1,1,2,1,2,2,  242.77,2,19,  1228,  3578,1,            748069,     13662,         152295,            519631,     11802,0,0
03941,1,1, 150000.00,07,07,08,1,2,1,2,1,2,   26.67,1,25,  7339,   430,1,          21438155,    392338,        3168681,          10811540,    291398,0,0
03942,2,4, 225000.00,08,03,02,1,1,2,2,2,2,   42.27,2,08,  4597,  1244,1,          39511492,    636636,        9321091,          31803562,    599545,0,0
03943,2,3,  12500.00,04,02,12,1,1,2,2,2,2,  182.30,1,07,  5284,  1023,1,            301735,      3109,          23352,             79677,      1604,3,0
03944,3,6,  22500.00,04,01,02,1,1,2,2,2,2,  143.58,1,01,  2286,  2186,1,           1571494,     21272,         421403,           1437827,     19147,0,0
03945,1,1,  25001.00,05,03,05,1,2,1,2,2,2,  204.57,1,25,  7339,   430,1,           1352914,     16103,          80521,            274738,      9823,0,0
03946,2,3,   9500.00,03,04,12,1,1,2,2,2,2,  464.40,2,28,  4944,  1101,1,            568531,      2189,          10950,             37361,       613,0,0
03947,1,2,  90000.00,06,07,02,1,2,2,2,2,2,  195.50,2,23,  4985,  1044,1,           8239826,    235708,        2414955,           8239826,    235708,0,0
03948,3,5, 450000.00,08,04,05,1,1,2,2,2,2,   21.29,1,40,  1818,  2216,1,           7233679,    131150,        2120040,           7233576,    131061,0,0
03949,3,6,  15000.00,04,04,12,1,1,2,2,2,2,  464.40,2,39,  2706,  1895,1,           1023861,     11781,          83148,            283701,      5125,0,0
03950,4,9,   4000.00,02,07,02,1,2,2,2,2,2,  611.87,2,35,  3900,   178,1,             99323,      2548,          29110,             99323,      2548,0,0
03951,1,2,  30000.00,05,01,18,1,2,2,2,1,2,  279.57,1,33,  4985,  1044,1,           5909465,     70039,         411625,           1404465,     27559,0,0
03952,3,7, 150000.00,07,08,14,1,1,2,2,2,1,   34.28,1,04,   866,  3162,1,           6223529,     76397,         768907,           2623511,     45726,0,0
03953,3,6,  95000.00,06,06,23,1,1,2,2,2,2,  185.52,2,39,  2706,  1895,1,            621425,     11718,         178661,            609591,     11574,0,0
03954,3,5,  20000.00,04,05,05,1,2,2,2,2,2,  434.00,1,38,  1074,  2702,1,            527727,     11933,         154668,            527727,     11933,3,3
03955,3,5,  32500.00,05,08,15,1,1,2,2,2,2,  151.26,2,31,  2536,  1803,1,           9338927,    113140,        1490310,           5084938,     91000,0,0
03956,3,6,  17500.00,04,06,13,1,2,2,2,2,1,  390.10,2,39,  2706,  1895,1,           1768554,     20320,         287677,            981554,     12899,0,0
03957,4,9,   5500.00,03,03,02,1,1,2,2,2,2,  391.42,2,41,  1914,   751,1,            156124,      3989,          35564,            121344,      3670,0,0
03958,4,9,  30000.00,05,05,02,1,1,2,2,2,2,  203.59,2,41,  1914,   751,1,           2751229,     55182,         459157,           1566644,     47375,0,0
03959,2,3,  47500.00,05,04,12,1,1,2,2,2,2,  558.67,2,26,  5771,   889,1,            390792,      4849,          41039,            140025,      3309,3,0
03960,3,5,  47500.00,05,04,14,1,1,1,2,2,2,  455.31,2,24,  4406,  1129,1,           4525705,     46400,         443355,           1512727,     34535,0,0
03961,2,3,   4000.00,02,04,26,1,1,2,1,2,2,  184.91,2,23,  6691,   672,1,            347433,      3354,          18409,             62812,      1725,3,3
03962,2,3,  37500.00,05,08,05,1,1,2,2,2,2,  497.13,1,04,  6053,   811,1,           1933985,     27978,         205945,            702684,     21754,0,0
03963,3,5,  30000.00,05,06,12,1,1,2,2,2,2,  423.57,1,31,  2944,  1534,1,           1525370,     24691,         337224,           1150608,     22300,0,0
03964,1,2, 550000.00,09,05,16,1,1,1,2,1,2,    8.37,1,10,  5518,   744,1,         169495536,   1563178,       19164606,          65389636,   1147055,0,0
03965,3,5,  90000.00,06,08,18,1,1,2,2,2,1,  107.67,1,16,  4682,   988,1,           3318407,     46203,         460434,           1571001,     32259,3,3
03966,4,9,  12500.00,04,06,04,1,2,2,2,2,2,  184.60,2,38,  1914,   751,1,           2210976,     60000,         648000,           2210976,     60000,0,0
03967,3,5,  25001.00,05,03,14,1,1,1,2,2,2,  464.40,2,31,  4406,  1129,1,           1606288,     16043,         107085,            365374,      8895,0,0
03968,3,7,   3500.00,02,06,26,1,2,1,2,2,2, 5764.94,1,04,   866,  3162,1,             52674,      1047,          15397,             52535,      1045,0,0
03969,2,4,  12500.00,04,07,07,1,1,2,2,2,2,  492.04,1,38,  4597,  1244,1,            570898,     10948,         142410,            485903,     10403,0,0
03970,3,5,  12500.00,04,06,05,1,2,2,2,2,2,  236.74,2,13,    97,  4143,1,            192631,      4311,          56457,            192631,      4311,0,0
03971,3,7,  10000.00,03,03,25,1,1,2,2,2,2, 5135.15,1,21,   866,  3162,1,            254623,      5174,          58280,            198851,      4813,3,0
03972,1,1,  50001.00,06,04,18,1,2,2,2,1,2,  110.91,1,20,  5972,   692,1,           8674496,     77300,         608000,           2074496,     41300,0,0
03973,3,6,   4750.00,02,05,12,1,1,2,2,2,2,  335.60,1,12,  4270,  1049,1,            111890,      1019,          11622,             39654,       758,0,0
03974,3,6,  27500.00,05,07,25,1,1,2,2,2,2,  171.04,1,39,  3700,  1122,1,           2030480,     31478,         428053,           1460517,     27231,0,0
03975,3,5,  45000.00,05,03,05,1,2,2,2,2,2,  278.17,1,24,  4406,  1129,1,            165472,      4187,          48497,            165472,      4187,3,3
03976,3,7, 225000.00,08,03,07,1,2,2,2,1,2,   87.17,1,03,  2997,  1762,1,          13656615,    180141,        2710614,           9248615,    117637,0,0
03977,3,5,  25000.00,04,08,12,1,2,2,2,2,2,  607.09,1,38,  1074,  2702,1,            570548,     14792,         167218,            570548,     14792,0,0
03978,2,4,  37500.00,05,05,14,1,1,2,2,2,1,  411.19,2,04,  7750,   390,1,           2923758,     27723,         217315,            741479,     15374,0,0
03979,4,8,1400000.00,10,06,02,1,2,1,2,1,2,    5.27,2,34,  6633,   216,1,          93699729,   1376671,       26237217,          89521384,   1324448,0,0
03980,2,4,1500000.00,10,06,05,1,1,2,1,2,2,    5.19,2,33,  7396,   613,1,          51179601,    488599,        7608846,          25961383,    396532,0,0
03981,3,7,   6000.00,03,05,26,1,1,2,2,2,2, 6068.36,2,42,  1818,  2596,1,            542320,     10290,          59483,            202956,      8726,0,0
03982,3,5, 150000.00,07,06,23,1,2,2,2,2,2,  116.06,2,14,  4682,   988,1,           7660455,     91250,        2245151,           7660455,     91250,0,0
03983,4,9,  16250.00,04,05,23,1,1,2,2,2,2,  169.77,1,43,  5019,    54,1,            192894,      2507,          23179,             79087,      1850,3,0
03984,3,5, 400000.00,08,05,02,1,2,1,2,2,2,   17.87,2,02,    97,  4143,1,          48013750,    854683,       14009021,          47798780,    853108,0,0
03985,2,3,  11250.00,04,04,12,1,1,2,2,2,2,  464.40,1,14,  5860,   726,1,            939544,      7301,          21432,             73126,      2864,0,0
03986,2,4,1500000.00,10,04,26,1,1,2,2,2,2,   65.65,1,08,  7543,   558,1,         187800001,   2172277,       32779739,         111844469,   1657779,0,0
03987,3,5,  11250.00,04,07,15,1,2,2,1,2,2,  439.77,1,38,  1074,  2702,1,            951429,     16810,         278848,            951429,     16810,3,3
03988,4,9,  16250.00,04,06,18,1,1,2,2,2,2,  188.47,2,16,  1914,   751,1,           2280386,     47302,         452440,           1543725,     42888,0,0
03989,2,4, 200001.00,08,08,02,1,2,1,2,2,2,   21.41,1,08,  4955,  1123,1,          12900084,    195842,        3414969,          11651874,    191142,0,0
03990,3,7,  16250.00,04,04,04,1,1,2,2,2,2,  187.51,1,39,  1818,  2596,1,           3464849,     64342,        1004391,           3426982,     63859,0,0
03991,2,3,   4000.00,02,01,02,1,1,2,2,2,2,  451.47,2,07,  5860,   726,1,           1070842,     13437,          70740,            241365,      8423,3,0
03992,4,9,  90000.00,06,06,02,1,1,2,2,2,2,  152.85,1,17,  2906,   190,1,           9032548,    184014,        1803822,           6154641,    166375,0,0
03993,3,7,  85000.00,06,06,05,1,1,2,2,2,2,  267.80,2,27,  1818,  2596,1,           2539780,     38430,         350289,           1195186,     30197,0,0
03994,3,5,   4250.00,02,04,26,1,2,2,2,2,2,  421.67,1,13,    97,  4143,1,            471327,      6907,         138138,            471327,      6907,0,0
03995,2,3,  15000.00,04,05,05,1,2,2,2,2,2, 6026.04,2,32,  6022,   759,1,             98682,      2131,          28922,             98682,      2131,0,0
03996,4,8,  25001.00,05,07,14,1,2,2,1,2,2,  388.22,1,30,  5553,   712,1,            617490,      6609,         180976,            617490,      6609,0,0
03997,1,2, 350000.00,08,04,13,1,1,2,2,2,1,   33.76,1,28,  4558,  1123,1,          42512883,    745923,        5746842,          19608225,    531999,3,3
03998,4,9,  17500.00,04,04,23,1,1,2,2,2,2,  177.01,2,35,  3900,   178,1,            396773,      5097,          19570,             66773,      2556,3,0
03999,4,9,  55000.00,06,04,06,1,2,2,2,2,2,  131.59,2,34,  2906,   190,1,           2227115,     76322,         652730,           2227115,     76322,3,0
04000,1,2,  65000.00,06,08,06,1,1,2,1,2,2,  114.17,1,05,  4525,  1131,1,          19439035,    377049,        4062647,          13861752,    357537,0,0
04001,4,8, 130000.00,07,08,18,1,1,2,2,2,2,  188.58,2,43,  1228,  3578,1,           6641323,     98835,        1214640,           4144352,     81697,3,3
04002,2,3,  30000.00,05,04,05,2,2,2,2,2,2,  626.93,2,30,  6053,   811,2,                  ,          ,               ,                  ,          ,9,9
04003,3,7, 500000.00,08,06,16,1,1,1,1,1,1,   14.49,2,03,  3391,  1494,1,         164443085,   1228331,       17046703,          58163351,    721978,0,0
04004,3,5,  42500.00,05,05,08,1,2,2,1,2,2,   98.30,1,44,  3274,  1466,1,           3737764,     62956,        1095476,           3737764,     62956,0,0
04005,4,9,   5500.00,03,05,23,1,1,2,2,2,2,  234.65,2,38,  1914,   751,1,            736964,     19891,         153745,            524578,     18427,3,3
04006,4,9, 425000.00,08,06,24,1,1,1,2,2,2,   35.63,1,11,  3028,  1168,1,           9644768,    205690,        1682657,           5741226,    181756,3,0
04007,4,9,  37500.00,05,06,02,1,2,2,2,2,2,  170.27,2,43,  1914,   751,1,           2588596,     72198,         758674,           2588596,     72198,3,0
04008,2,3, 180000.00,07,06,08,1,1,1,2,2,2,   91.57,1,26,  5429,   996,1,          21804616,    298076,        3398549,          11595849,    251963,0,0
04009,2,3,  20000.00,04,01,25,1,2,2,2,2,2,  133.78,2,28,  4944,  1101,1,            295152,      7414,          86504,            295152,      7414,0,0
04010,1,2, 475000.00,08,03,02,1,2,1,2,1,2,   15.37,2,44,  5518,   744,1,          47936362,    790433,        6580896,          22454017,    503546,0,0
04011,4,9,  30000.00,05,04,05,1,1,2,2,2,2,  243.86,2,38,  1914,   751,1,            116678,      5715,          31663,            108034,      5529,0,0
04012,2,3,  16250.00,04,05,14,1,1,2,2,2,2,  414.39,1,07,  5284,  1023,1,            734175,      8514,         129314,            441219,      6706,0,0
04013,3,6,   5000.00,02,08,05,1,2,1,2,2,2,   28.14,1,12,  4270,  1049,1,             52987,      1435,          13947,             47587,      1370,3,0
04014,4,9, 400000.00,08,02,02,1,1,1,2,2,2,   15.37,2,06,  1914,   751,1,          11995572,    296487,        3064615,          10456466,    287290,3,3
04015,4,9, 225000.00,08,03,14,1,1,1,2,2,2,   84.99,1,29,  4716,   201,1,          10901843,     77126,         946498,           3229451,     47014,0,0
04016,3,5,  55000.00,06,01,12,1,1,2,2,2,2,  619.82,2,31,  2536,  1803,1,           2650104,     33593,         462452,           1577886,     27297,0,0
04017,3,7,   3750.00,02,02,02,1,2,2,2,1,2,  352.62,1,04,   866,  3162,1,           1596809,     10027,         225618,            769809,      7019,0,0
04018,4,9, 450000.00,08,05,02,1,1,1,2,2,2,   15.37,1,12,  2906,   190,1,          36891791,    699794,        6952741,          23722752,    624190,0,0
04019,4,9,  11250.00,04,06,02,1,1,2,2,2,2,  395.42,2,21,  2906,   190,1,            504078,     17642,         142640,            486688,     17382,0,0
04020,3,5,   6000.00,03,05,13,1,2,1,1,2,2,  928.81,1,14,  3994,  1192,1,            904804,     17452,         161531,            551144,     15119,0,0
04021,1,1, 275000.00,08,02,02,1,1,1,2,2,2,   15.37,2,24,  5274,   779,1,          22790138,    496241,        5468463,          18658396,    472566,3,0
04022,1,2, 110000.00,07,08,17,1,1,1,2,2,2,    3.69,1,17,  4985,  1044,1,          13718462,    146846,        1305280,           4453615,     91944,0,0
04023,2,4,  30000.00,05,05,17,1,1,2,2,2,2,  497.28,1,13,  5442,  1067,1,           2546168,     22065,         157399,            537045,     11222,0,0
04024,3,5,  15000.00,04,07,02,1,2,2,2,2,2,  439.77,2,40,    97,  4143,1,            875734,     17159,         256663,            875734,     17159,0,0
04025,2,3,  50000.00,05,06,14,1,1,2,2,2,2,  125.35,1,28,  7377,   408,1,           6379389,     50947,         421492,           1438131,     36995,0,0
04026,2,3,  23750.00,04,02,01,1,1,2,2,2,2,  223.21,2,07,  5384,   825,1,             83231,      1131,           5213,             17787,       776,0,0
04027,1,2, 120000.00,07,06,11,1,2,2,1,2,2,  188.47,2,23,  4985,  1044,1,           5619813,     99152,        1647073,           5619813,     99152,0,0
04028,3,6, 200001.00,08,05,14,1,1,2,2,2,2,  111.45,2,12,  3700,  1122,1,          12156792,    201460,        2653439,           9053534,    185510,0,0
