PUBID7   ,REGION7  ,CENDIV7  ,SQFT7    ,SQFTC7   ,YRCONC7  ,PBA7     ,ELUSED7  ,NGUSED7  ,FKUSED7  ,PRUSED7  ,STUSED7  ,HWUSED7  ,ADJWT7   ,PAIR7    ,STRATUM7 ,HDD657   ,CDD657   ,MFUSED7  ,MFBTU7   ,MFEXP7   ,ELCNS7   ,ELBTU7   ,ELEXP7   ,zelcns7  ,zelexp7
01052,4,9,   2750.00,02,04,15,1,2,2,1,2,2, 3494.37,2,11,  3028,  1168,1,            122214,      4040,          35819,            122214,      4040,3,0
01053,1,1,1000000.00,09,07,24,1,1,1,2,2,2,    8.34,1,08,  5724,   768,1,          42607107,    877579,        9463112,          32288138,    810220,3,0
01054,2,3,   4750.00,02,06,18,1,1,2,2,2,2,  524.16,2,26,  5771,   889,1,            448339,      3457,          11793,             40238,      1032,3,0
01055,4,8,  27500.00,05,08,02,1,1,2,2,2,2,  449.62,1,10,  5830,   422,1,           2109444,     25861,         431563,           1472493,     22946,3,3
01056,3,5,  32500.00,05,08,07,1,2,1,1,2,2,  168.73,1,40,  1818,  2216,1,           2240421,     37482,         636306,           2171076,     37078,3,3
01057,4,8,  35000.00,05,02,02,1,1,2,2,2,2,  329.86,2,10,  5480,   775,1,           1231220,      9725,          86229,            294213,      4896,0,0
01058,2,3,  13750.00,04,05,25,1,1,2,2,2,2,  597.59,2,26,  5771,   889,1,            739739,      6962,          41073,            140141,      3585,0,0
01059,2,3,  32500.00,05,02,14,1,1,2,2,2,2,  170.79,2,34,  4944,  1101,1,           1521220,     12744,          67569,            230545,      5718,3,3
01060,2,3,   4000.00,02,02,01,1,1,2,2,2,2, 3494.37,2,16,  4668,  1203,1,             35843,       454,           1940,              6619,       175,3,3
01061,3,7,   5001.00,03,04,14,1,1,2,2,2,2, 2821.41,2,12,   866,  3162,1,            114428,      1450,          10074,             34372,       921,3,0
01062,3,5, 140000.00,07,06,23,1,2,2,1,2,2,   39.38,1,07,   363,  3331,1,          11906897,    206527,        3489712,          11906897,    206527,3,3
01063,4,9, 140000.00,07,05,05,1,1,2,2,2,2,  125.51,2,34,  2906,   190,1,           4109614,     30082,         144396,            492679,     12033,0,0
01064,2,3, 110000.00,07,04,04,1,2,2,2,1,2,   30.81,2,06,  5961,   889,1,          27832495,    358046,        2605948,           8891495,    179443,0,3
01065,3,5,  12500.00,04,06,23,1,2,2,2,2,2,  326.80,2,38,   363,  3331,1,            658789,     18892,         193080,            658789,     18892,0,0
01066,3,5,  80000.00,06,05,08,1,2,2,1,2,2,   18.08,2,42,  4041,  1396,1,           2154327,     55572,         631397,           2154327,     55572,0,0
01067,1,2, 160000.00,07,08,17,1,1,1,2,2,2,   14.32,2,31,  5518,   744,1,          31224873,    372349,        2370278,           8087389,    183607,0,0
01068,2,4, 250000.00,08,05,16,1,1,1,2,2,2,   91.57,1,23,  6394,   811,1,          48730342,    493863,        6144428,          20964788,    374563,3,0
01069,2,3,   2000.00,02,01,15,1,1,2,2,2,2,  531.02,2,23,  6691,   672,1,            778185,      6550,          32014,            109232,      3008,3,0
01070,2,4,  22500.00,04,02,12,1,2,2,1,2,2, 5633.45,1,31,  7543,   558,1,             35881,       753,          10516,             35881,       753,0,0
01071,3,6, 140000.00,07,04,11,1,1,2,2,2,2,   31.41,2,06,  3143,  1784,1,           5266333,     85292,        1436201,           4900318,     83051,3,3
01072,2,3, 550000.00,09,07,11,1,1,1,2,2,2,   19.40,2,01,  5603,   927,1,          95674082,   1075144,       27320359,          93217065,   1065494,0,0
01073,1,1,  75000.00,06,06,02,1,1,2,2,2,2,  188.42,2,42,  5724,   768,1,           7255556,    174161,        1608815,           5489277,    160824,0,0
01074,3,7,  23750.00,04,05,05,1,1,2,1,2,2,  206.68,2,27,  1818,  2596,1,            627066,     18551,         160440,            547421,     18049,0,0
01075,3,5,  37500.00,05,07,23,1,1,2,2,2,2,  244.92,1,31,  2944,  1534,1,           4935382,     47136,         247747,            845313,     20609,0,0
01076,1,2, 130000.00,07,02,14,1,1,2,2,2,2,  157.06,1,02,  4985,  1044,1,          10225240,    199862,        1726731,           5891606,    162445,0,0
01077,3,5,  60000.00,06,03,02,1,2,2,2,2,2,  268.87,2,40,    97,  4143,1,           5081771,     94032,        1489382,           5081771,     94032,3,0
01078,3,7,1500000.00,10,06,11,1,1,2,1,2,2,    6.67,2,11,  1818,  2596,1,          89451723,   1227594,       25163493,          85857838,   1210507,0,0
01079,3,5, 550000.00,09,06,05,1,1,2,2,2,2,   24.25,1,19,  2963,  1503,1,          25959792,    300725,        2772110,           9458439,    200384,0,0
01080,3,5,  13750.00,04,06,13,1,1,2,2,2,2,  515.96,2,43,  2640,  1654,1,           4017440,     54713,         555249,           1894510,     42143,0,0
01081,2,4,  10000.00,03,05,05,1,2,2,1,2,2, 6300.15,1,36,  6593,   731,1,             41237,       963,          12086,             41237,       963,3,0
01082,3,6,   5000.00,02,08,02,1,1,2,2,2,2, 1118.63,1,12,  4270,  1049,1,            211483,      3598,          51125,            174439,      3398,3,3
01083,2,4, 120000.00,07,04,18,1,2,2,2,1,2,   26.67,2,08,  4597,  1244,1,           6616677,    100884,         805005,           2746677,     67012,0,0
01084,2,3, 100001.00,07,06,23,1,1,2,2,2,2,   38.03,2,20,  5961,   889,1,           2025522,     42810,         487640,           1663828,     40430,0,0
01085,1,2, 275000.00,08,06,18,1,1,1,2,2,1,   29.23,1,38,  5342,   938,1,          24441716,    200108,        1421805,           4851199,    126540,0,0
01086,3,7, 150000.00,07,03,14,1,1,2,2,2,2,   54.46,2,42,  1818,  2596,1,          24304241,    159692,        1840644,           6280277,    101160,0,0
01087,4,9,  30000.00,05,03,16,1,1,1,2,2,2,  184.60,1,44,  1914,   751,1,           7604967,    105094,         772547,           2635930,     78945,3,3
01088,4,8,  30000.00,05,02,14,1,1,2,2,2,2,  171.58,2,30,  2850,  1494,1,           1548206,     21530,         207692,            708645,     17559,3,3
01089,3,6,   2000.00,02,02,15,1,1,2,2,2,2, 3494.37,1,24,  3751,  1412,1,            766417,      7296,          71812,            245023,      5007,0,0
01090,2,3, 250000.00,08,03,13,1,2,2,2,1,2,   14.12,2,32,  6022,   759,1,          36837877,    421805,        4176107,          14248877,    208805,0,0
01091,4,8,  10000.00,03,04,26,1,1,1,1,2,2,  648.22,2,30,  2850,  1494,1,            594410,      6366,          30822,            105165,      3008,3,0
01092,1,1, 275000.00,08,06,02,1,2,1,2,2,2,   18.93,2,31,  5972,   692,1,          28997204,    868927,        8486400,          28955597,    868672,0,0
01093,3,6,  37500.00,05,05,17,1,1,1,2,2,2,  164.54,2,02,  1390,  2619,1,           4469055,     58830,        1097407,           3744353,     54808,0,0
01094,4,8,  20000.00,04,07,26,1,1,2,2,2,2,  375.50,2,42,  2097,  1918,1,           1513366,     33961,         439682,           1500195,     33620,3,3
01095,4,8,   7500.00,03,05,26,1,1,2,2,2,2,  195.99,2,30,  2850,  1494,1,             75574,      1254,          10629,             36266,       932,0,0
01096,3,7, 110000.00,07,04,02,1,1,2,2,2,2,  166.52,1,03,  2997,  1762,1,          11833912,    125343,        2389560,           8153179,    105288,3,0
01097,3,6, 100000.00,06,06,05,1,1,2,2,2,2,   97.71,1,24,  3751,  1412,1,           4625728,     35967,         366864,           1251740,     20977,3,3
01098,3,7, 100001.00,07,05,14,1,1,2,2,2,2,   87.17,1,42,  1456,  2634,1,           5718731,    109433,        1355874,           4626242,    104572,0,0
01099,4,8,  10000.00,03,02,05,1,1,2,2,2,2,  515.96,1,22,  8176,    54,1,            242356,      2581,          26155,             89241,      1726,0,0
01100,4,9,   3000.00,02,07,06,1,1,2,2,2,2, 5049.79,2,41,  1914,   751,1,            597240,     13664,         170125,            580467,     13481,0,0
01101,4,8,   9000.00,03,03,01,2,2,2,2,2,2, 7798.28,1,30,  2097,  1918,2,                  ,          ,               ,                  ,          ,9,9
01102,3,5, 100000.00,06,04,02,1,1,1,2,2,2,  123.30,1,29,  4406,  1129,1,          17938728,    196031,        2509993,           8564096,    169508,0,0
01103,2,3,   1750.00,02,01,15,1,1,2,2,2,2,  576.19,2,34,  7884,   414,1,            745862,      9244,          82435,            281268,      6739,0,0
01104,2,3, 190000.00,07,03,23,1,1,2,2,2,2,  116.06,2,11,  5961,   889,1,          13980538,     57249,         356027,           1214764,     22971,0,0
01105,4,8,   4000.00,02,03,01,2,2,2,2,2,2,  664.52,2,30,  2850,  1494,2,                  ,          ,               ,                  ,          ,9,9
01106,2,3,   6000.00,03,06,26,1,1,2,2,2,2,  496.98,1,34,  6986,   514,1,           1646361,      9219,          27342,             93291,      1821,0,0
01107,2,4,   8000.00,03,05,18,1,2,1,1,2,2,  497.28,2,41,  4111,  1252,1,            586419,      6465,          81022,            276447,      4727,0,0
01108,3,5,  35000.00,05,07,07,1,2,2,1,2,2,  118.39,1,14,  3994,  1192,1,            961256,     24745,         281728,            961256,     24745,0,0
01109,3,6,  42500.00,05,06,05,1,2,2,2,2,2,  230.47,2,01,  2157,  2403,1,            190475,      5359,          55825,            190475,      5359,3,0
01110,1,2, 250000.00,08,06,05,1,1,2,2,2,2,   91.57,1,40,  4558,  1123,1,          14591088,    260340,        1716811,           5857759,    194465,0,0
01111,1,2,   1750.00,02,04,13,1,2,1,2,2,2, 5670.63,1,37,  5342,   938,1,            194880,      4042,          22972,             78380,      3120,3,3
01112,3,7,  60000.00,06,03,14,1,1,2,2,2,2,  122.25,1,15,  1818,  2596,1,           2988675,     46999,         545396,           1860891,     41881,0,0
01113,1,2, 350000.00,08,04,04,1,1,1,2,1,2,   28.73,2,27,  4558,  1123,1,         174260900,   1990296,       33153231,         113118824,   1322322,0,0
01114,3,5,  55000.00,06,02,14,1,1,2,2,2,2,  524.11,1,19,  2963,  1503,1,           1715872,     18067,         191298,            652709,     12245,3,0
01115,3,7, 120000.00,07,08,25,1,1,2,2,2,2,   30.26,1,05,  1818,  2596,1,          13457798,    223417,        3787432,          12922718,    220305,0,0
01116,1,1,  40000.00,05,04,05,1,2,2,1,2,2,  143.82,1,09,  7339,   430,1,            273025,     10433,          80019,            273025,     10433,0,0
01117,3,5,  25000.00,04,01,25,1,1,2,2,2,2,  529.74,2,44,  4919,  1013,1,            448277,      7174,          74685,            254825,      5733,0,0
01118,3,5,  90000.00,06,06,17,1,2,2,2,1,2,  151.77,1,18,   363,  3331,1,           7135649,     97503,        1538584,           5249649,     76236,0,0
01119,3,5,1500000.00,10,02,02,1,1,1,2,1,2,    1.03,0,00,  4682,   988,1,         626078883,   6955061,      119711156,         408454464,   4510510,0,0
01120,4,8,  55000.00,06,06,06,1,1,2,2,2,2,  237.58,2,10,  5480,   775,1,           8827676,    102337,        2214307,           7555215,     96861,0,0
01121,2,3, 425000.00,08,06,02,1,1,2,2,1,2,   15.37,1,07,  5284,  1023,1,          70857508,    916098,       11296605,          38544016,    554256,0,0
01122,1,2,  80000.00,06,01,07,1,1,1,2,2,2,  114.40,2,35,  5342,   938,1,           9222013,    267849,        1346710,           4594975,    245202,0,0
01123,2,3, 110000.00,07,04,05,1,1,2,1,2,2,   84.99,2,11,  5961,   889,1,           3864128,     51000,         499821,           1705389,     41994,0,0
01124,3,7,  30000.00,05,04,14,1,1,2,2,2,2,  141.00,1,33,  1200,  2774,1,            564136,     11762,         160423,            547363,     11609,3,3
01125,3,6,  30000.00,05,04,05,1,2,2,2,2,2,  587.09,1,24,  3751,  1412,1,            429980,      8523,         126020,            429980,      8523,3,0
01126,1,1,  50000.00,05,04,05,1,2,1,2,2,2,  673.13,1,09,  7339,   430,1,           1978532,     33371,         200591,            684416,     28238,0,0
01127,1,2,  40000.00,05,05,11,1,1,2,2,2,2,  192.41,2,17,  4985,  1044,1,           1845869,     35494,         442044,           1508254,     32308,0,0
01128,2,3,   4000.00,02,01,02,1,1,2,2,2,2,  397.92,1,28,  7377,   408,1,            182896,      3567,          30623,            104486,      3006,3,0
01129,2,3,  65000.00,06,08,08,1,1,1,2,2,2,  129.69,1,44,  5961,   889,1,           7087235,    105750,        1253938,           4278436,     89879,3,0
01130,4,9,  12500.00,04,03,13,1,2,2,2,2,2,  176.22,1,42,  1914,   751,1,             14781,       689,           4332,             14781,       689,3,3
01131,4,9,  80000.00,06,08,25,1,1,2,2,2,2,  201.50,1,21,  3900,   178,1,           4257517,    106091,        1052713,           3591857,    101077,3,0
01132,1,1,  30000.00,05,03,14,1,1,1,2,2,2,  151.77,2,15,  5972,   692,1,           2141499,     23876,         130306,            444604,     14854,3,0
01133,4,9,  90000.00,06,06,18,1,1,2,2,2,2,  192.41,2,11,  4038,   619,1,          12261874,    142528,        1185944,           4046441,     95893,3,0
01134,4,9,   4250.00,02,06,02,1,1,2,2,2,1,  415.87,2,43,  1914,   751,1,            288598,      4209,          30538,            104196,      2529,0,0
01135,3,5,   3750.00,02,06,07,1,2,2,2,2,2,  415.87,1,43,  4732,   624,1,            295288,      6445,          86544,            295288,      6445,0,0
01136,3,6,  20000.00,04,04,12,1,1,2,2,2,2,  211.49,1,39,  3700,  1122,1,           1665022,     19421,         193163,            659072,     12377,0,0
01137,2,3,  10000.00,03,07,25,1,1,2,2,2,2,  922.36,2,13,  5961,   889,1,           1287555,     25623,         246293,            840352,     23507,0,0
01138,3,5,   1250.00,02,03,05,1,2,2,2,2,2, 7798.28,1,19,  2963,  1503,1,              9891,       300,           2899,              9891,       300,3,3
01139,1,1,  35000.00,05,01,02,1,2,1,2,2,2,  166.52,2,09,  7339,   430,1,           3797812,     61363,         385684,           1315954,     49246,0,0
01140,4,9,  32500.00,05,06,02,1,1,2,2,2,2, 2778.64,2,21,  2906,   190,1,           2246436,     53848,         455488,           1554125,     48645,0,0
01141,3,6,  30000.00,05,06,05,1,2,2,2,2,2,  230.47,2,06,  3143,  1784,1,             10918,       391,           3200,             10918,       391,0,0
01142,2,3,   9000.00,03,04,08,1,1,2,2,2,2,  135.82,1,09,  5961,   889,1,           1708696,     16315,         105536,            360089,      9106,3,3
01143,3,7,  25000.00,04,06,05,1,1,2,2,2,2,  235.13,2,27,  1818,  2596,1,            568364,     11296,          66181,            225810,      9451,0,0
01144,4,9, 600000.00,09,08,02,1,1,1,2,2,2,    8.14,2,01,  1914,   751,1,           3412000,     39874,         869703,           2967427,     36600,3,3
01145,1,2,  32500.00,05,06,14,1,2,1,1,2,2,  388.22,1,37,  5342,   938,1,           4375527,     47713,         235024,            801902,     27713,0,0
01146,1,2, 325000.00,08,08,23,1,1,2,2,2,2,   34.55,1,37,  5342,   938,1,          17708918,    334475,        3737403,          12752019,    306391,3,3
01147,4,8, 550000.00,09,04,02,1,1,2,2,2,2,   19.57,1,20,  6633,   216,1,          85228775,    930756,       18529388,          63222272,    854732,3,3
01148,3,7,  85000.00,06,05,23,1,2,2,2,2,2,  165.01,2,15,  1500,  2724,1,           3388413,     63121,         993087,           3388413,     63121,3,3
01149,3,7, 120000.00,07,01,14,1,1,2,2,1,2,   34.17,2,03,  3391,  1494,1,          10877449,    118084,        1764409,           6020164,     82879,3,3
01150,3,6,1500000.00,10,06,16,1,1,2,2,2,2,    7.97,1,39,  3700,  1122,1,         388934858,   3527130,       56897283,         194133530,   2901006,0,0
01151,4,8,  35000.00,05,08,91,1,2,1,2,2,2,  150.33,1,07,  5480,   775,1,           4838983,     73903,        1414160,           4825114,     73803,3,3
01152,2,3,  11250.00,04,02,23,1,1,2,2,2,2, 6285.23,1,09,  5961,   889,1,            445332,      6517,          46800,            159682,      4764,3,3
01153,3,6,  21250.00,04,07,23,1,2,1,1,2,2,  537.56,2,39,  2706,  1895,1,           2331971,     42188,         674194,           2300350,     41898,3,3
01154,4,8, 110000.00,07,01,02,1,1,2,2,2,2,   98.73,1,22,  8176,    54,1,          20350866,    174160,        3724010,          12706322,    135364,0,0
01155,3,5,  42500.00,05,08,02,1,2,2,2,2,2,  200.72,1,31,  2944,  1534,1,           2680167,     43188,         785512,           2680167,     43188,0,0
01156,4,9, 150000.00,07,07,25,1,2,2,2,2,2,  123.65,1,33, 11665,     1,1,          10384384,    214758,        3043489,          10384384,    214758,3,0
01157,2,3, 600000.00,09,03,16,1,1,1,1,2,2,   13.67,2,16,  5961,   889,1,         113413504,   1241868,       14613805,          49862303,    954983,0,0
01158,3,5,  65000.00,06,08,02,1,2,1,2,2,2,    9.68,2,33,  2949,  1352,1,            992542,     11145,         281955,            962030,     10945,3,3
01159,1,2,  50000.00,05,04,14,1,1,2,2,2,1,  441.66,1,20,  4558,  1123,1,           9672366,    163639,         738349,           2519247,     94467,3,3
01160,3,7, 130000.00,07,05,23,1,1,2,2,2,2,  246.32,1,33,  1200,  2774,1,          21148013,    274301,        4927500,          16812630,    240672,0,0
01161,4,9, 120000.00,07,06,91,1,2,2,2,2,2,   88.72,1,16,  1914,   751,1,            233176,      8308,          68340,            233176,      8308,0,0
01162,4,8,   5000.00,02,06,02,1,2,2,2,2,2,  352.83,2,19,  1228,  3578,1,            236298,      5716,          69255,            236298,      5716,3,0
01163,4,8,  32500.00,05,03,05,2,2,2,2,2,2,  230.47,2,30,  2850,  1494,2,                  ,          ,               ,                  ,          ,9,9
